"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
1669	46271	0	46346	92780	0	188626	0	0	11504	0	167510	0	357		26157	23841		142263	167113	17	40	5217	0	0	19909	28638	5864	2132	47884	21444	17422	1735	255	30385	40856	0	11504	38866	0													
1856	1005	0	1865	4664	0	7997	0	0	0	0	27355	0	2122		3235	13893		6132	14476	0	10757	0	0	0	3702	6577	63	19	10279	820	1277	0	0	7125	2097	0	0	2097	0													
2161	35013	0	48611	78745	0	167251	0	0	29815	0	155500	0	18362		35875	68361	5500	118640	134892	0	2246	0	29815	0	2621	7435	31444	244	10056	335	8965	819	263	5869	10382	52181	0	9300	0	0	0	45700	0	45700	true							
2732	54122	0	6204	157435	0	201592	0	0	0	0	397386	0	40676		28280	125862		195388	356710	0	0	3492	0	0	19579	62399	6261	366	81909	27462	97000	2822	1511	60325	128795	20034	0	124462	0													
2750	16300	0	5380	7724	0	20187	0	0	0	0	34266	0	8140		5790	907		14807	26126	0	0	810	0	0	1825	10043	1534	64	10834	946	2646	0	0	7676	3592	0	0	3592	0													
3252	18631	0	134015	53234	0	171734	0	0	6003	0	102264	0	43987		9203	18177		37719	56177	0	2100	0	6003	6003	5193	19479	4152	1189	24672	17683	15125	2635	0	20810	35443	4834	0	32808	1850													
3458	4640	0	3381	10530	0	17397	0	0	2814	0	54206	0	7501		16047	6554		14016	46705	0	0	0	2814	2814	10998	17580	5422	281	26014	1040	3854	3838	0	18234	8732	0	0	4644	0													
3720	69213	0	31675	98919	0	197079	0	0	0	0	131628	0	11892		19196	11722		165404	119736	0	0	2533	0	0	5054	28081	1259	0	33135	3356	12942	0	0	15198	16298	0	0	16298	0													
3971	120587	0	262	143296	0	241454	0	0	49534	0	609533	0	2785		179894	117949		241192	549120	0	57628	7888	49534	37839	57720	149717	78410	3033	207437	22742	38759	20616	0	108986	82117	0	0	61501	1094													
4156	27367	0	13046	46274	0	102820	0	0	0	0	130651	0	15183		17341	41639		89764	113237	10	2231	1614	0	0	16383	21498	8163	1149	37881	4517	6101	2846	986	29853	14450	12608	0	10618	1482													
4231	24118	0	23771	40513	0	69459	0	0	0	0	71433	0	3017		12683	17959		45688	68416	0	0	7900	0	0	2963	10468	6740	4258	13431	265	1247	2380	1035	11746	4927	0	0	1512	0													
5069	25013	1	0	27067	0	28917	0	0	155529	0	298809	4750	1477		128117	25758		28916	259225	0	33357	750	155529	95294	31153	74591	60530	9631	105744	11258	49324	4999	6552	47788	72133	0	0	60582	2772													
5135	32547	0	62048	103439	0	198693	0	0	22559	0	275072	0	11990		70632	46349		136645	240523	0	22559	9897	22559	5000	26852	91425	23821	0	118277	16949	35177	1952	0	71466	54078	0	0	52126	0													
5210	356338	44	175066	568310	0	1097899	0	0	30017	0	874155	0	50064		128022	304548		921792	823757	997	334	12486	30017	30017	48139	73091	51479	5599	118635	5868	18328	10765	0	50286	34961	55907	0	23697	0													
5461	393763	0	12195	79611	0	79611	0	0	137079	0	653669	0	23438		7495	222305		67416	626500	0	3731	630	137079	0	2526	15287	814	8	17813	1524	17442	0	0	11140	18966	137079	0	18966	0													
5751	16685	0	4825	42720	0	74704	0	0	11873	0	169056	0	24699		15837	86363		69879	142601	0	1756	2439	10317	744	9194	12930	11420	727	22124	664	14687	7557	8829	18434	31737	25969	1556	15351	448													
6039	44890	0	17934	172147	0	198136	0	0	0	0	185277	0	1138		37578	34352	7428	180202	184139	0	0	0	0	0	16447	59229	4764	570	75676	2666	22359	0	0	43432	25025	0	0	25025	99	0	0	0	0	0	true							
6329	136759	0	20255	562875	0	740502	0	0	92123	0	864208	0	88701		91963	405990	10963	719249	770055	998	5452	2348	92123	92123	64026	143341	19896	6524	207367	23178	60592	2373	1529	141824	87672	378229	0	83770	2137	0	0	327013	0	307755	true	147167	132847	0	405990	136753	6	
7009	0	0	0	92034	0	92034	0	0	0	0	446600	0	0		0	446600		92034	446600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
7045	39686	0	13594	35551	0	171420	0	0	0	0	90297	0	8520		15773	19552	7304	157826	81777	0	0	1180	0	0	1643	17664	6800	1035	19211	0	3917	0	0	11369	3917	0	0	3917	0	0	0	0	0	0	true							
7072	84941	19	2741	72560	0	98649	0	0	14801	0	284628	0	11057		44920	68431		95889	273571	0	0	4078	342	342	8289	45479	27436	1842	53767	2760	34037	7954	3459	38126	48210	0	11000	36767	250													
7456	33300	0	22422	25932	0	60801	0	0	0	0	60956	0	7269		13005	0		38379	53687	0	0	107	0	0	6874	11620	3086	118	18494	2657	3301	0	0	8693	5958	0	0	5958	0													
7634	13035	0	1598	17981	0	23159	0	0	0	0	56104	0	125		10756	1922		21561	55979	0	0	4503	0	0	3534	17727	5362	2125	21261	1768	8516	1558	556	17993	12398	0	0	10283	0													
8462	1268	0	4539	42273	0	92794	0	0	0	0	68769	0	11181		8320	8358		88003	57588	252	0	1768	0	0	5270	12298	1906	0	16831	32076	7069	524	0	11154	39669	0	0	39145	0													
8631	18921	0	1611	21683	0	26725	0	0	0	0	40570	0	511		6141	2238		25114	40059	0	0	1287	0	0	2638	7447	1908	276	10085	2308	3518	1317	0	6128	7143	0	0	5825	0													
9357	152717	159	1422	52234	0	58316	0	0	1	0	384735	13299	0		709	222576		56735	371436	0	0	334	1	1	994	1314	442	223	2308	3289	3180	0	0	2264	6469	19918	0	6469	0													
9553	22718	0	12986	26264	0	55899	0	0	4109	0	81332	0	3905		17252	10316		42913	76663	0	764	0	4109	0	7581	19514	6739	3861	27095	1450	8599	553	0	20444	10602	0	0	10049	0													
9807	656949	0	34455	135363	0	196645	0	0	0	0	2054066	0	571856		55162	936269	80040	162190	1482210	0	0	773	0	0	43599	104515	19264	20	148113	183717	107526	2209	0	112235	293452	10361	0	291243	41818	0	0	0	0	0	true	7947	15997	516684	107128	359250	273583	
9955	20537	33	4059	45995	0	75692	0	0	0	0	84703	0	14092		4352	54667		71600	70611	0	0	0	0	0	1581	4345	1082	329	5926	902	1262	0	0	2985	2164	0	0	2163	0													
10250	257324	0	6018	43953	0	107141	0	0	0	0	511534	0	14847		46294	124103		100437	496201	686	486	10159	0	0	38109	45965	19858	2500	84068	4618	15665	3006	387	60138	23676	59385	0	20283	249													
10849	96102	0	4061	6567	0	15523	0	0	0	0	247037	0	45059		36281	41548		11461	201978	1	0	2525	0	0	14267	49274	10415	193	63541	8276	23482	3481	0	37868	35239	0	0	31758	0													
11145	62602	0	50323	97399	0	191160	0	0	11753	0	189599	0	22293		40644	40257	9776	140837	167306	0	0	5661	11753	0	5948	26265	28160	2250	32213	7755	7330	9033	0	21978	24118	0	0	15085	0	0	0	0	0	0	true							
11640	22198	0	56824	89345	0	201836	0	0	0	0	125166	0	4832		25663	22748		145012	120334	0	0	9568	0	0	14018	25009	7775	5337	38990	14307	10211	1468	2096	26476	28081	0	0	24517	0													
11837	7428	0	34265	15841	0	66105	0	0	0	0	45009	0	70		9833	8777		31840	44939	0	0	734	0	0	2800	4794	7434	3195	7594	5580	352	3803	846	8390	10581	0	0	5932	0													
12030	45532	0	41271	180340	0	227263	0	0	0	0	252234	0	1478		66385	42070		185992	250756	0	0	6030	0	0	14961	100314	11388	2632	115275	4136	29337	1864	0	62910	35337	0	0	33473	0													
12142	39360	0	22537	102537	0	171531	0	0	5996	0	113949	0	8893		22533	14842		148994	105056	0	0	1686	5996	5996	12288	27480	1648	0	29616	2179	14604	1548	0	18883	18331	0	0	16783	0													
12311	16929098	50	8139852	55745735	0	75430140	0	0	4464368	0	77884042	0	1792654		5940862	47115675	1368881	67277378	76082732	12860	8656	270469	4464368	4374566	861800	9584074	312148	51288	10445874	261797	2727089	38671	2403	4868448	3029959	4825641	0	2988885	0	107692	1232890	8795222	166017	4596182	true	10718016	15477501	27782344	16753053	357785	16561418	
12647	31846	0	1722	55220	0	65359	0	0	0	0	114813	0	7122		9297	57280		63637	107691	0	0	0	0	0	3624	7954	4841	0	11578	2110	6159	1000	0	7122	9269	0	0	8269	0													
12946	154979	0	363428	565292	0	1124946	0	0	0	0	1340920	0	123089		158592	561293		761518	1217788	0	43	24374	0	0	84369	220749	24625	5213	303882	73255	204398	11789	250	176363	289692	539600	0	277653	0													
13103	773741	0	29236	150576	0	316298	0	0	50000	0	2218960	0	438381		198844	872457	62151	286677	1779914	385	665	25818	50000	0	24489	274067	29926	11885	248556	20408	194835	15549	1604	141523	232396	72829	0	215243	0	0	0	0	0	0	true	12701	120319	371772	248880	246164	340308	
13251	5543	0	2273	13024	0	19140	0	0	0	0	37880	0	2529		5616	22801		16867	35351	0	0	0	0	0	991	6178	1369	0	7169	0	600	399	0	2922	999	0	0	600	0													
13457	3530	0	303	4914	0	8105	0	0	0	0	10144	0	277		1845	1952		7802	9867	0	0	0	0	0	266	3199	691	0	3465	0	507	0	0	2311	507	0	0	507	0													
14155	34727	0	8474	151396	0	152327	0	0	0	0	152071	0	14824		22905	50370		143105	136967	748	280	3102	0	0	16100	38124	4433	1172	54223	978	5646	521	0	36924	7144	53415	0	6624	0													
14650	8464	0	2691	16967	0	21778	0	0	0	0	37274	0	564		3255	17812		19087	34972	0	1738	1534	0	0	1807	4925	228	280	6161	720	3037	0	0	3985	3757	0	0	3757	0													
14753	21946	1	1294	20636	0	20636	0	0	0	0	32543	0	2461		6084	0		19341	30082	0	0	670	0	0	1873	7435	159	48	9308	500	306	276	0	3431	1082	0	0	806	0													
14865	159196	11	39140	483820	0	483820	0	0	0	0	278205	0	17707		20079	69200		444669	259888	0	610	6482	0	0	20957	15672	7270	708	29839	2128	2510	563	0	24528	5201	94662	0	4131	0													
14977	5888	0	0	11739	0	15288	0	0	0	0	26598	0	0		5953	921	3498	15288	26598	0	0	1795	0	0	4262	8804	1957	102	13061	516	4148	0	0	9172	4664	0	0	4664	0	0	0	0	0	0	false							
16551	64783	0	12234	103552	0	164277	0	0	0	0	216245	0	9689		56529	45260		152043	206556	0	0	11867	0	0	9898	50726	19301	8317	60612	2673	11778	3509	0	31714	17960	0	0	14451	0													
17110	0	0	0	0	0	0	0	0	0	0	120711	0	7039		15775	0	4740	0	113672	0	0	2891	0	0	56726	0	0	0	56726	63985	0	0	0	40951	63985	0	0	63985	0	0	0	0	0	0	false							
17147	1615695	0	1590388	2646141	0	8043197	0	0	733705	0	6694536	0	1130291		842088	2956467	154276	6451937	5564245	872	0	39331	733705	652937	376543	1021676	120000	8356	1382620	173197	369081	52925	596	684488	595798	427297	0	542278	6348	0	0	0	0	0	true	268821	1739062	1079735	1287770	1061428	551126	
17259	15544	0	9578	16084	0	31096	0	0	0	0	36532	0	3436		8177	1593		21518	33096	0	0	1980	0	0	4196	8730	2117	496	12926	1488	2367	0	0	7363	3855	0	0	3855	0													
17950	117638	294	49546	198852	0	286703	0	0	20000	0	395618	245	70659		58588	142963		236863	303717	0	20997	9108	20000	20000	48411	39550	7412	1629	87961	10030	24469	2294	1223	38414	38016	42152	0	34499	0													
17978	53577	0	0	2077	0	45280	0	0	0	0	143625	0	1137		41856	2600		45280	139940	0	2548	11532	0	0	20183	36377	5912	4781	56560	9341	9767	1087	0	25397	20195	0	0	19108	0													
18050	122952	0	99633	307992	0	428627	0	0	0	0	424160	0	12299		51085	97300		328994	410878	0	983	5324	0	0	31242	67881	11020	0	96612	48740	43255	1768	0	59059	93763	21151	0	91995	0													
18827	1265689	0	44423	75093	0	153941	0	0	0	0	1704742	0	398354		69839	239555		108798	1305818	720	570	5291	0	0	30537	71663	16190	9377	102200	39540	29849	1068	1273	57929	71730	0	0	69389	0													
18836	27409	0	6781	55865	0	73885	0	0	0	0	119347	0	14133		29620	37768		67104	104752	0	462	4750	0	0	14319	19026	13735	2655	30166	1185	2044	1206	0	20115	4435	3844	0	2602	0													
18854	135844	0	333985	920530	0	974680	0	0	356618	0	618932	0	12182		36422	225843	5249	640695	552050	0	54700	2139	356618	356618	64131	89819	13253	1168	153950	26218	41157	21500	0	131949	88875	634501	0	67374	54700	0	0	0	0	0	true	0	0	125750	100093	89547	4330	
19356	12413	0	7310	60174	0	60689	0	0	16067	0	58279	0	3256		10324	3879		44312	51536	9067	3487	433	0	0	3305	12593	4660	320	15886	7605	6502	2000	5000	10555	21107	0	9067	14107	0													
19936	23806	0	39347	93255	0	189969	0	0	0	0	191040	0	18910		19967	110946		150622	172130	0	0	3106	0	0	8370	26252	3293	2175	34622	2595	12689	914	0	20123	16198	0	0	15284	0													
19972	88662	0	0	0	0	0	0	0	0	0	88662	0	0		0	0		0	88662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
20053	16288	0	3066	37106	0	45708	0	0	9949	0	93464	0	2349		23307	29123		42642	91115	0	0	2281	9949	4956	7944	23244	5081	11	31188	1092	9541	1140	0	12973	11773	4993	0	10633	0													
20633	49586	0	22512	41435	0	148063	0	0	0	0	145863	0	12917		27055	23963		125551	132447	0	499	3713	0	0	2257	46719	4505	1762	48976	0	17071	0	0	28187	17071	20797	0	17071	0													
20857	57812	0	51137	131754	0	231802	0	0	0	0	309111	0	45829		31951	162585		180618	263282	47	0	1781	0	0	10517	37310	9543	1698	47827	2375	21527	4978	765	27117	29645	0	0	23902	0													
21256	1310	0	2733	4092	0	7171	0	0	0	0	3763	0	320		335	464		4438	2945	0	498	832	0	0	588	74	335	160	662	0	0	0	832	823	832	0	0	0	0													
21359	14138	0	2322	18624	0	25958	0	0	3902	0	41229	0	3603		3877	15476		23636	37626	0	0	0	0	0	1302	3493	1417	144	4795	500	2760	2000	0	2479	5260	0	0	3260	0													
21658	29841	9	7263	20458	0	95422	0	0	0	0	91990	0	1805		31379	11979	14510	88150	90185	0	0	6133	0	0	5941	26716	10074	884	32624	1276	3777	1501	0	12237	6554	0	0	5053	0	0	0	0	0	0	true							
22048	33069	0	21511	146380	0	146380	0	0	0	0	107763	0	11812		19979	0		124120	95951	749	0	3463	0	0	13646	31852	7834	119	45498	3508	15966	1768	0	33473	21242	43413	0	19474	0													
22543	63946	12	22485	158818	0	198863	0	0	0	0	140766	0	11915		11941	41777		175618	128610	748	241	1787	0	0	8626	15263	2896	622	23877	1886	5372	378	0	15466	7636	44279	0	7258	0													
22552	17910	0	3414	27251	0	43032	0	0	6405	0	54994	0	6947		19435	8097		39618	48047	0	0	0	6405	4917	1955	12602	8872	682	14557	2797	2079	0	0	4674	4876	0	0	4876	0													
22730	167	0	45370	111936	0	144235	0	0	6018	0	88531	0	17719		9294	67938		98865	70812	0	0	101	0	0	1553	9235	2868	1398	10181	251	5120	0	0	5761	5371	0	6018	5371	0													
23456	27530	0	10299	41882	0	134813	0	0	0	0	144638	0	13321		44696	16136		124514	131317	0	0	4967	0	0	11855	40399	23116	1057	52253	9507	10777	4004	258	31730	24546	0	0	20284	0													
23504	2309662	0	226398	3247891	0	3708684	0	0	806850	0	6963159	0	1777548		285392	3211197	134646	3482286	5185611	0	0	47630	806850	806850	380221	690284	106017	12320	1068699	39379	178335	34882	862	903450	253458	904638	0	217214	0	0	0	1026331	0	845340	true	1502517	124063	968229	1516478	181228	1085700	
23643	18656	0	20516	54544	0	89365	0	0	6414	0	141161	0	16917		25437	15021		68849	124144	0	100	3671	5787	5043	7965	34021	14052	1144	41986	9274	31335	8378	1314	31745	50301	0	0	40609	0													
23755	81463	153	24473	80831	0	144152	0	0	0	0	142003	0	12324		12334	21104		119526	129679	0	0	778	0	0	2137	20122	8212	966	16581	1269	3915	2815	0	19103	7999	14624	0	5183	0													
24006	775917	1	82538	87543	0	88049	0	0	93767	0	1543619	0	23951		246195	276234		5510	1517194	0	2474	19461	93767	60191	71876	237031	74128	8213	308907	19924	62800	16109	1387	145053	100220	0	0	82724	0													
24378	22434	0	0	11593	0	18107	0	0	0	0	43144	0	500		11337	1208		18107	42644	0	0	968	0	0	580	7328	7251	3190	7908	0	579	574	0	7012	1153	0	0	579	0													
24659	39515	0	2240	30807	0	52679	0	0	0	0	49733	0	2466		6329	557		50439	47267	0	0	1544	0	0	3338	2293	2146	664	5025	720	500	0	0	2111	1220	0	0	1220	0													
24949	53381	0	13518	145838	0	197830	0	0	0	0	254423	0	3873		60426	93753		184312	250550	0	0	2819	0	0	13780	54006	22179	646	67786	3253	7126	6299	0	30185	16678	14274	0	10379	0													
25357	366677	79	16912	10283	0	69018	0	0	0	0	476943	252	3765		26437	26575		52027	472926	0	0	4958	0	0	20308	34309	4325	4539	54617	5954	12149	1697	410	37045	20210	0	0	18103	0													
25647	27817	49	0	55072	0	58208	0	0	0	0	264142	0	2066		51489	64491	9960	58159	262076	0	0	5245	0	0	25190	70795	31731	796	95946	12892	22647	7782	0	77024	43321	0	0	35539	0	0	0	0	0	0	false							
26765	68801	0	138712	1214515	0	1473454	0	0	15000	0	1643548	0	27248		64781	851405		1332150	1614997	2592	1303	13663	15000	15000	51512	182179	13648	2653	233691	153010	274429	41878	4034	185211	473351	119349	0	427439	743													
27070	142822	0	10205	162338	0	162338	0	0	40996	0	553467	0	38739		172562	96965		152133	514577	0	151	19937	40996	40996	62165	160701	36244	1650	178055	15396	28753	8771	0	88198	52920	15440	0	43580	0													
27548	161967	0	94012	273366	0	836901	0	0	0	0	476147	0	15226		54072	202205		730471	459426	12418	1495	823	0	0	21806	46286	17576	4187	68092	5671	10680	4770	1000	35783	22121	304960	0	16351	498													
27614	117597	0	35220	148454	0	268459	0	0	0	0	267192	0	30033		50497	48601		233239	237159	0	0	1137	0	0	37538	37110	8384	1696	74175	9159	0	6574	533	34231	16266	0	0	9159	0													
27847	75907	0	52530	154153	0	269854	0	0	1012	0	455338	0	26601		115963	43864		217323	421652	1	7085	20267	0	0	41095	204011	24439	884	245106	15697	43029	6411	0	154466	65137	47024	1012	58726	6849													
28013	979154	0	394098	250291	0	500419	0	0	0	0	3222539	0	247004		185574	1712644	47529	106321	2975535	0	0	14284	0	0	273818	151070	22803	13529	424888	24302	38404	4250	2566	275646	69522	0	0	62706	0	0	0	0	0	0	true	53178	53143	1590360	122283	974592	4562	
28152	45547	0	7319	54894	0	80088	0	0	14	0	123903	0	7754		16768	45027	8588	72769	115899	0	250	2990	14	14	13043	11512	4051	754	19300	858	3109	0	0	12593	3967	6382	0	3967	0	0	0	0	0	0	true							
28675	18869	0	21386	54295	0	55322	0	0	90859	0	162748	0	13702		103765	24911	3725	33936	149046	0	0	1169	90859	76862	31878	57423	20279	0	89301	2078	4479	2831	0	5815	9388	0	0	6557	0	0	0	0	0	0	false							
28732	30131	0	2995	51493	0	60167	0	0	0	0	62175	0	2777		6491	10763		57172	59398	0	0	1565	0	0	2899	12288	966	0	15187	1343	3341	444	0	9661	5128	0	0	4684	0													
29476	4279	0	3799	9034	0	24483	0	0	11593	0	74676	0	17542		10657	11490		20683	50992	1	6142	1852	0	0	5001	29111	5687	110	34112	12953	5587	460	0	29252	19000	2665	11593	18539	18099													
29636	117518	0	46496	76999	0	178371	0	0	0	0	1016265	0	162679		86401	662229		131875	853087	0	499	19048	0	0	18234	111452	25620	3499	129686	6192	42706	15277	13538	72404	77713	96097	0	48898	0													
29878	689571	0	0	52629	0	186663	0	0	0	0	1169176	0	0		187484	14210	82293	186663	1169176	0	0	32008	0	0	61378	256589	43886	12408	317967	9681	66011	11525	3917	186778	91134	0	0	75692	0	0	0	0	0	0	true	19417	121887	14205	5	670056	19515	
30052	5824	0	0	18588	0	21300	0	0	0	0	18876	0	0		705	8804		21300	18876	0	0	0	0	0	1291	464	556	0	1755	251	1687	0	0	1606	1938	0	0	1938	0													
30502	150222	1	134839	265364	0	591341	0	0	92304	0	463529	0	14291		90802	169442		448952	449238	7549	0	3615	92304	52166	51529	55026	11666	2277	106446	2030	20169	410	758	29696	23367	705	0	22198	0													
30650	11404	0	1449	37137	0	64172	0	0	0	0	61131	0	256		7566	36544		62723	60875	0	0	501	0	0	2959	6210	3203	0	9169	0	300	510	0	4806	810	0	0	300	0													
30810	53258297	0	83	2041058	0	2062910	0	0	21560295	0	104742454	0	0		30284716	10735687	3063393	2062774	104742454	53	0	1194402	21560295	8662335	4729187	13062874	12654591	7503410	17792061	544498	1115334	679142	459434	7665346	2798408	0	0	1659832	13208855	0	0	3438390	0	871514	true	1226833	0	5192441	5543246	53258297	0	
31134	24146	8016	4495	78311	0	93756	0	0	0	0	70032	200	346		11928	10689	5326	81245	69486	0	0	1949	0	0	5171	12675	3783	614	17839	4873	8080	0	0	10316	12953	0	0	12952	0	0	0	0	0	0	true							
31255	15145	0	262292	275319	0	368775	0	0	72979	0	592774	0	144347		62877	429549	4498	106483	448104	0	323	1902	72979	72979	17258	80959	4122	649	48193	8908	28213	7969	0	40112	45090	96274	0	37121	0	0	0	0	0	0	false							
31657	19877	0	9042	49708	0	89319	0	0	0	0	80318	0	4562		14000	2526		80277	75756	0	0	2465	0	0	5391	28413	2835	24	33804	2805	18172	275	0	22663	21252	0	0	20977	0													
31826	45203	0	33309	131739	0	181914	0	0	0	0	255910	0	35604		35095	115147	15717	148605	220243	0	63	6772	0	0	9727	56000	7956	2738	53217	8289	8564	2024	262	41326	19139	10070	0	16853	0	0	0	22271	0	22271	false							
31835	14641	0	27558	61867	0	89562	0	0	0	0	85148	0	15593		13951	10139		62004	69555	0	0	3132	0	0	17360	19930	1678	2	37288	6171	14745	482	0	25019	21398	0	0	20916	0													
32234	48963	0	48190	49236	0	141781	0	0	56270	0	197485	0	47409		62572	36951		93591	149349	0	727	2038	56270	56270	58760	23620	6935	591	82232	4597	14909	1691	469	27334	21666	1462	0	19505	742													
32766	14100	0	21035	172323	0	172323	0	0	0	0	115065	0	17996		1576	94651		149542	95323	1746	1746	0	0	0	642	3346	774	9	3988	513	1028	0	0	3197	1541	172609	0	1541	0													
32971	46237	0	21753	84933	0	120950	0	0	0	0	198294	0	1679		22452	102221		99197	196615	0	0	1008	0	0	5396	25077	6841	618	30473	2364	7219	2322	0	15479	11905	49315	0	9583	0													
33147	126249	0	4013	22246	0	27861	0	0	66797	0	315382	0	74266		24900	6147		23848	240629	0	487	7948	66797	50664	31580	62338	22175	6121	93918	14996	32782	11102	1891	97315	60771	29344	0	47778	0													
33259	45067	1	23798	222475	0	375476	0	0	17000	0	487081	0	4734		88936	247825		350379	472909	1298	9438	4989	17000	13000	18596	80204	49255	3074	98800	5682	30216	6841	321	62193	43060	20528	0	35898	9189													
