"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
143372																																																																38171	0		5040			7723	3285		0	147599	0	0	0	64438	73		5750	4272	12982	993	488	14259	31276	3302	10228	8028	13111	14266	34215				0	14					737	6769	9716	2333							0													0	75998				0		0	0		6518													2782			CONF	CONF				0	
143662																																																																588589	5851387	0	740754	6158778	8828	6167607	1927891		1150761	37230911	0	376684	191895	5951277	29999	3262445	5034154	65820	118661	163528	252998	1520558	3829712	6613230	1813887	3764684	3786257	8945935	6285248	0	0	0	0	114633	23147				733563	1927256	4695023	6183947	0	376684				39102	4256													0	21208406				43775	373882	332414	373882	0	29967	0	0	0	0	0	3108	0	1565	0	0	0	0	55277	3108	14126	CONF	CONF				0	
143859																																																																60240	4855		69484			42285	5625		2715	339855	0	0	0	16861	524		131821	874	1891	3863	6475	1674	2084	100637	37797	49611	83913	24573	18985				0	316					13323	35273	26065	57775							0													7785	105486				0		0	135		3349													1030			CONF	CONF				157	
143952																																																																35164	2918		19295			13043	3569		2592	150779	0	0	0	24657	1923		32672	1095	1900	3014	5107	13430	110	22424	12738	24413	45401	15590	2381				0	32					3043	5777	12381	22367							0													0	96307				383		750	0		1434													1834			CONF	CONF				0	
144034																																																																1673	26524		0			8020	7966		0	256602	785	0	0	59715	2086		42053	5051	4590	15290	16042	13833	4909	26385	23096	40019	53647	49106	5412				0	0					14158	16777	15866	102866							0														204971				0		0	8		347													1381			CONF	CONF					
144052																																																															0	67412	15910		36531			33624	3898		0	388084	0	1129	4987	74264	1806		65024	4040	7036	25974	34734	2232	0	30960	47547	47097	102565	54224	31427				0	49					7415	16260	31876	4633							0														72768				0		0	195		89488													3594			CONF	CONF					
144155																																																																239	9554	0	144	28519	0	28519	1603		0	266460	763	0	0	40659	1539	200	32895	774	2526	8616	11932	15699	1112	28822	13617	61988	95373	22861	3903	0	0	0	0	39	0				6420	13077	60489	100455	0	0				0	0													0	135419				0	26	0	26	0	335	0	0	0	0	0	0	0	0	0	0	0	0	4125	0	0	CONF	CONF				0	
144678																																																																0	7418		0			0	7584		0	360415	0	0	0	340460	3		413	74	3992	2327	12187	75814	243523	6407	181	2130	12	8814	2065				560	0					1870	2424	0	0							417														340460				2174		0	40		0													56			CONF	CONF					
144856																																																															10014	0	10083		0			24082	7588		863	252905	0	0	0	111222	3231		22923	2163	5495	16343	11220	74917	1084	35065	3619	26605	37341	37666	1387				0	203					832	14984	31500	29206							0														54622				0		0	36		1288													7773			CONF	CONF					
144913																																																															0	703	2389		0			8192	9951		17812	237485	0	0	0	108384	4225		34687	15352	0	24	313	21948	70581	21328	7958	21537	40694	32931	4653				0	285					785	0	13517	54070							0														19000				288		0	0		14723													2449			CONF	CONF					
145059																																																																16550	0		2169			6023	1457		0	46036	0	0	0	8143	137		11768	289	94	700	1056	5641	70	9501	3937	3734	4645	15532	349				0	0					926	172	5299	3265							0														8142				374		0	0		520													1375			CONF	CONF					
145545																																																															9655	24339	52811		8871			53921	13631		1159	535205	3140	0	338	158590	6555		85656	5763	11423	27922	29965	72369	10641	42581	25889	122776	130671	48722	8195				0	56					8846	24293	69209	97366							339														158590				4129		0	971		3349													4723			CONF	CONF					
145554																																																																810	3835		8			20600	2506		0	148782	7	0	0	42459	4358		20433	2105	5565	5229	11005	16702	1854	14084	10512	15309	33654	27057	2924				0	5					4525	9186	15265	44436							0														36469				0		0	17		552													227			CONF	CONF					
145741																																																																37085	210		32066			9288	2008		1372	136400	0	0	0	28250	294		43159	1072	2401	6736	9543	8498	0	30316	14933	28894	23983	9611	412				0	0					4182	2052	8899	2439							0														27869				342		0	40		6196													2019			CONF	CONF					
145844																																																																82140	9762		24206			25360	6018		898	346440	0	0	0	94134	742		29053	2322	9837	14908	30318	25312	9734	34386	18450	23413	47813	81332	44561				0	0					1757	3330	30269	59982							848														101489				84		0	433		4184													3225			CONF	CONF					
146056																																																																11787	0		5459			7326	0		0	30112	0	0	0	996	0		3180	175	27	655	0	12	127	13095	6719	5195	2896	332	412				0	0					0	0	2524	1591							0													0	3786				0		0	0		295													134			CONF	CONF				0	
146663																																																																10815	49531		0			63156	18147		10584	701094	512	0	0	64025	3341		34590	590	2776	2793	5553	20142	31836	36371	17466	50573	91675	430495	10301				0	74					0	2060	33535	427204							0														0				2731		0	398		2073													16663			CONF	CONF					
147651																																																																14874	0		9890			11132	0		0	45262	0	0	0	2849	0		3001	4	1	622	933	1136	153	923	2493	10616	17992	8318	1575				0	0					0	0	4112	0							0														6398				0		0	291		568													1546			CONF	CONF					
147679																																																																0	58730		0			155	11787		0	313969	561	0	0	182056	4845		17264	26	1229	1550	2232	32815	143743	31544	25	659	98	2976	97110				0	14					9592	9281	15154	22904							0													0	162998				271		0	0		12													0			CONF	CONF				0	
147857																																																															0	69269	0	17	41068	16881	0	16881	725		2641	180631	18	0	0	16466	0	0	42949	89	263	1438	3276	8971	2429	35423	7526	26679	33601	59110	1623	0	0	0	0	80	0				399	1868	4081	23131	0	0				0	0														77098				0	99	0	116	0	3101	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	CONF	CONF					
147923																																																																2904	9017		0			18676	2838		2300	398857	0	0	0	85253	2959		30632	3460	7287	18674	28975	23109	3748	18564	52227	76108	117965	44378	4359				0	0					12226	53259	91618	115806							0													0	0				0		0	830		150													1021			CONF	CONF				0	
148171																																																																19565	4017		8410			21370	7853		0	211667	0	0	0	106026	2600		19947	3813	10276	211	12317	37839	40910	19590	15834	8648	15022	22948	22663				0	16					2664	8509	1217	21590							0														107635				0		0	525		5280													2025			CONF	CONF					
148238																																																																18494	0		8594			73960	0		283	278984	0	0	0	42243	4271		187392	6848	24201	676	3580	2049	4889	43866	112477	19255	22755	17843	20012				0	0					28976	13326	52459	15118							0													0	23488				0		0	52		7901													13307			CONF	CONF				0	
148340																																																																11491	5625		3538			6136	2894		0	81046	0	0	0	34238	792		8236	179	923	9423	15480	3627	4606	5363	3247	11503	13662	10491	2543				0	0					1684	1674	10482	87							0														22336				0		0	0		1265													1140			CONF	CONF					
148470																																																																0	0		0			467	6289		0	232582	80	0	0	167647	2803		24769	67	2183	3453	3388	31275	127281	16894	5630	13711	8439	3347	16994				0	0					33397	1764	16324	3652							0														140745				382		0	0		0													319			CONF	CONF					
148715																																																															0	15397	4137		2547			3005	2723		652	91620	0	0	0	32740	33		15554	2154	5838	1022	8052	10365	5180	12052	12525	6191	12261	3549	11963				0	1					5565	1107	10046	5568							0														32740				65		0	51		2744													5304			CONF	CONF					
148920																																																															0	11725	50		1978			2836	0		24	45029	0	0	0	18604	296		3593	674	940	955	1913	4414	9402	1039	2584	3010	5993	6662	7137				0	0					392	0	2785	1377							0														1000				0		0	24		2249													2689			CONF	CONF					
149150																																																																20812	12121		7650			12524	7185		2989	174321	0	0	0	39782	1876		38098	940	2189	12140	11270	7287	5825	13560	21409	40828	26211	26974	5440				336	0					12189	6613	24477	18298							0														46967				394		1774	653		4060													982			CONF	CONF					
150035																																																																7125	56472	0	336	90551	0	90551	63598		35436	1004066	0	0	0	267694	1533	14982	121925	4845	20373	57575	76588	93201	14503	180941	75685	204988	162572	108773	914	0	0	0	0	729	0				17907	86749	85197	254750	0	0				282	0														292512				355	23688	1520	23688	0	4346	0	0	0	73	0	0	0	0	0	0	0	0	6435	0	0	CONF	CONF					
150044																																																																6491	68640		0			26496	16440		1855	745688	0	0	0	151174	8210		57652	6543	1026	3678	13710	78291	47740	59499	28434	75888	100939	325827	3927				0	486					12584	32657	85697	329919							0														575676				2511		0	76		3546													1417			CONF	CONF					
150727																																																																114511	31704		28983			46617	21350		0	775957	0	6594	0	165874	2282		140242	4573	12342	23271	46111	61202	17958	44984	78344	136835	211178	128543	6513				0	0					7658	57519	168369	117941							0														194327				0		0	2953		1973													1629			CONF	CONF					
151546																																																																16949	0		4548			11315	0		0	52727	0	0	0	12315	1345	3383	5268	414	742	2593	608	2065	5506	810	4179	5736	8449	11248	9935				0	0					269	0	3648	728						589	0														12315				927		0	0	0	915	0	0	0	0	0			10	0	0	10	0	695	328	0	CONF	CONF					
151957																																																															3421	132974	10336		84028			115395	21		2662	721179	0	0	0	31378	956		177547	1015	920	1191	16321	11445	469	123191	139927	177543	169142	73788	0				0	0					11481	36178	182125	93146							0														174726				2828		0	640		3689													12749			CONF	CONF					
152057																																																																4770	794		1708			12550	255		1931	127940	0	0	0	25063	1760		19653	2624	3701	2314	302	2857	13266	11908	13361	15161	16861	12770	32691				0	0					5159	6436	32511	15087							0														57665				0		0	0		14772													5144			CONF	CONF					
152253																																																																11249	411		11277			20316	0		0	111804	0	0	0	29238	3668		29550	863	1950	3559	9970	12238	658	11314	15423	16716	25206	13615	289				0	0					848	0	22316	0							0														0				151		0	1217		2675													8589			CONF	CONF					
152440																																																															0	39485	749		13095			14969	120		0	131480	0	0	0	39765	800		35449	3059	4443	11022	16752	1358	582	10240	18502	36487	21827	1120	603				0	5					1460	638	4314	2506							57														200				0		0	0		8839													4735			CONF	CONF					
153054																																																																5780	39048		1024			129478	3962		11377	473523	0	0	3184	45032	4123		99715	471	1798	12382	25110	5046	19	30240	72537	123209	146027	54212	2250				150	0					4071	39677	115708	53882							0													0	363089				0		0	15715		87													4409			CONF	CONF				0	
153353																																																																100784	3474		96448			142068	9172		0	667666	0	6171	191	45458	6300		134726	2748	6765	9508	16089	2704	7622	57407	108818	106317	127236	76246	144974				0	83					7293	3748	69224	146474							0														327970				194		0	553		18836													11580			CONF	CONF					
154154																																																															0	23484	1148		6082			91526	1359		36733	500164	0	0	6460	61793	2226		78660	4033	3105	11294	5842	10769	26676	89403	57003	47529	60971	94004	80026				0	0					22340	77997	60842	108440							0														245413				109		0	0		1928													4266			CONF	CONF					
154770																																																																5138	114965		0			310408	11221		0	1134233	1295	0	17131	192188	7772		299210	36997	43493	33221	22471	9982	45418	345086	60402	201901	156470	43872	135372				0	0					101801	93772	92689	172697							0														938503				0		0	8		26296													6573			CONF	CONF					
155759																																																																5695	0		19513			22202	0		142	51364	0	0	0	29	0		8261	11	0	0	0	18	0	11972	11069	11251	7178	5745	4092				0	0					0	0	0	0							0														0				0		0	0		1486													2297			CONF	CONF					
156457																																																															0	8686	5839		5892			7030	0		159	68980	243	5520	0	12687	830		10039	594	164	4664	6561	704	0	4308	7829	13911	20825	4585	5078				134	5					119	0	14218	6162							0														7961				0		0	0		568													1374			CONF	CONF					
