IDRSSD,RIAD0093,RIAD3196,RIAD3521,RIAD4010,RIAD4012,RIAD4020,RIAD4024,RIAD4056,RIAD4058,RIAD4059,RIAD4060,RIAD4065,RIAD4069,RIAD4070,RIAD4073,RIAD4074,RIAD4079,RIAD4080,RIAD4092,RIAD4093,RIAD4107,RIAD4115,RIAD4135,RIAD4150,RIAD4172,RIAD4180,RIAD4185,RIAD4200,RIAD4217,RIAD4300,RIAD4301,RIAD4302,RIAD4313,RIAD4340,RIAD4435,RIAD4436,RIAD4507,RIAD4508,RIAD4513,RIAD4518,RIAD5415,RIAD5416,RIAD8431,RIAD8757,RIAD8758,RIAD8759,RIAD8760,RIAD9106,RIADA220,RIADA251,RIADA530,RIADB485,RIADB486,RIADB487,RIADB488,RIADB489,RIADB491,RIADB492,RIADB493,RIADB496,RIADB497,RIADC216,RIADC232,RIADC386,RIADC387,RIADC886,RIADC887,RIADC888,RIADC889,RIADC890,RIADF186,RIADF551,RIADF552,RIADF553,RIADF554,RIADFT28,RIADFT36,RIADFT37,RIADFT38,RIADFT39,RIADFT40,RIADG103,RIADG104,RIADGW44,RIADH032,RIADH033,RIADH034,RIADH035,RIADHK03,RIADHK04,RIADHT69,RIADHT70,RIADHT73,RIADHT74,RIADJ321,RIADJJ33
1856.0,565.0,0.0,0.0,1957.0,219.0,90.0,259.0,,259.0,,226.0,0.0,,0.0,962.0,1978.0,1345.0,32.0,585.0,1236.0,2940.0,270.0,475.0,8.0,,0.0,,,176.0,2007.0,2007.0,0.0,0.0,2007.0,494.0,676.0,0.0,5.0,,25.0,895.0,0.0,,,,,,0.0,,,true,0.0,309.0,,5.0,367.0,,0.0,,0.0,415.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,2007.0,0.0,,,,,331.0,61.0,2007.0,0.0,0.0,3.0,,80.0
2161.0,1950.0,-272.0,0.0,13527.0,1014.0,147.0,73.0,,75.0,,1010.0,0.0,,0.0,5169.0,12473.0,1819.0,686.0,3987.0,11742.0,17642.0,158.0,5967.0,73.0,,121.0,569.0,0.0,1788.0,1652.0,2068.0,416.0,0.0,1652.0,4821.0,7349.0,567.0,1623.0,0.0,148.0,0.0,0.0,,,,,,0.0,0.0,0.0,false,63.0,205.0,,507.0,2145.0,0.0,0.0,0.0,18.0,1114.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,1652.0,,,,,,682.0,224.0,2068.0,0.0,,,,210.0
2732.0,3180.0,0.0,0.0,26377.0,1917.0,0.0,0.0,,21.0,,375.0,0.0,,235.0,10498.0,21055.0,815.0,253.0,2968.0,12170.0,31553.0,4163.0,7528.0,62.0,,0.0,,,1674.0,6895.0,9700.0,2805.0,0.0,6895.0,1803.0,22628.0,368.0,510.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,8.0,,638.0,0.0,,0.0,,0.0,231.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,6895.0,0.0,,,,,2122.0,4686.0,9700.0,0.0,96.0,0.0,,0.0
2750.0,354.0,3.0,0.0,3234.0,400.0,14.0,1747.0,,1747.0,,221.0,0.0,,0.0,1251.0,2428.0,192.0,27.0,665.0,1867.0,3679.0,15.0,1059.0,9.0,,18.0,,,143.0,786.0,786.0,0.0,0.0,786.0,60.0,958.0,220.0,142.0,,17.0,0.0,0.0,,,,,,0.0,,,true,0.0,69.0,,172.0,6.0,,31.0,,0.0,134.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,786.0,254.0,,,,,362.0,121.0,756.0,30.0,0.0,0.0,,0.0
3252.0,310.0,-749.0,0.0,8578.0,600.0,427.0,3721.0,,3817.0,,1210.0,6.0,,0.0,2393.0,11827.0,3816.0,897.0,1634.0,5641.0,14220.0,3.0,3824.0,40.0,,36.0,,,183.0,9065.0,9178.0,113.0,38.0,9065.0,1.0,3094.0,1167.0,252.0,,73.0,0.0,0.0,,,,,,0.0,,,true,0.0,1066.0,,2506.0,1417.0,,163.0,,0.0,2751.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,9065.0,67.0,,,,,776.0,952.0,9178.0,0.0,0.0,5.0,,75.0
3458.0,70.0,0.0,0.0,2915.0,252.0,12.0,262.0,,262.0,,232.0,5.0,,0.0,1460.0,2110.0,202.0,92.0,637.0,2178.0,3570.0,109.0,1160.0,18.0,,26.0,,,381.0,117.0,59.0,-58.0,5.0,117.0,743.0,1444.0,102.0,22.0,,12.0,-6.0,0.0,,,,,,0.0,,,false,0.0,214.0,,162.0,123.0,,0.0,,3.0,115.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,117.0,37.0,,,,,1059.0,246.0,59.0,0.0,0.0,-2.0,,75.0
3720.0,443.0,0.0,0.0,9931.0,1477.0,11.0,217.0,,378.0,,841.0,0.0,,0.0,2309.0,12646.0,2433.0,786.0,3287.0,9540.0,14955.0,2150.0,5424.0,56.0,,0.0,,,829.0,4556.0,5539.0,983.0,152.0,4556.0,2439.0,4937.0,674.0,636.0,,21.0,-68.0,63.0,,,,,,0.0,,,false,0.0,700.0,,774.0,1227.0,,0.0,,0.0,1497.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,4556.0,0.0,,,,,901.0,329.0,5539.0,0.0,155.0,0.0,,0.0
3971.0,3504.0,-1495.0,0.0,53198.0,13675.0,105.0,240.0,,240.0,,1544.0,1566.0,,0.0,21186.0,40273.0,4485.0,684.0,9177.0,26116.0,61459.0,1757.0,14102.0,119.0,,0.0,,,1798.0,10020.0,13763.0,3743.0,0.0,10020.0,7384.0,22887.0,111.0,287.0,,929.0,304.0,0.0,,,,,,0.0,,,false,0.0,9012.0,,2140.0,220.0,,132.0,,0.0,2224.0,0.0,1039.0,,,,,,,,,,,,,0.0,,,,,,0.0,10020.0,4022.0,414.0,72.0,17.0,181.0,11072.0,2301.0,13751.0,12.0,13.0,1128.0,,3396.0
4156.0,780.0,0.0,0.0,10137.0,939.0,196.0,,,438.0,,660.0,0.0,,0.0,3331.0,8263.0,1391.0,417.0,2760.0,8487.0,11594.0,116.0,4737.0,44.0,,96.0,,,990.0,1060.0,1110.0,50.0,13.0,1060.0,3718.0,4861.0,404.0,261.0,,34.0,0.0,13.0,,,,,,0.0,,,true,0.0,181.0,,306.0,145.0,,0.0,,75.0,805.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1060.0,307.0,,,,,1470.0,417.0,1107.0,3.0,81.0,0.0,,60.0
4231.0,233.0,-3.0,0.0,3002.0,227.0,0.0,,,123.0,,744.0,0.0,,0.0,862.0,5778.0,805.0,396.0,1284.0,3065.0,6640.0,1902.0,1585.0,22.0,,0.0,,,196.0,2614.0,3375.0,761.0,0.0,2614.0,831.0,1596.0,495.0,53.0,,0.0,0.0,0.0,,,,,,0.0,,,false,0.0,225.0,,598.0,394.0,,0.0,,0.0,409.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,2614.0,0.0,,,,,455.0,121.0,3375.0,0.0,0.0,0.0,,140.0
5069.0,2849.0,0.0,0.0,47217.0,678.0,0.0,0.0,,0.0,,681.0,0.0,,0.0,11670.0,39716.0,315.0,2.0,2627.0,5916.0,51386.0,3488.0,9052.0,23.0,,0.0,,,-5763.0,32723.0,34004.0,1281.0,0.0,32723.0,6339.0,40200.0,76.0,4.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,0.0,,0.0,0.0,,289.0,,0.0,24.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,32723.0,1.0,,,,,6320.0,2496.0,33992.0,12.0,0.0,0.0,,123.0
5135.0,1148.0,0.0,0.0,28092.0,3014.0,0.0,7518.0,,7781.0,,52.0,0.0,,0.0,7569.0,28425.0,1698.0,896.0,2976.0,15029.0,35994.0,3601.0,10297.0,101.0,,0.0,,,1756.0,11146.0,14302.0,3156.0,263.0,11146.0,4846.0,11412.0,52.0,654.0,,82.0,-146.0,0.0,,,,,,0.0,,,false,72.0,967.0,,4167.0,0.0,,0.0,,-6.0,947.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,11146.0,267.0,,,,,3742.0,1758.0,14302.0,0.0,0.0,7.0,,792.0
5210.0,1314.0,-5228.0,0.0,80838.0,7471.0,0.0,629.0,,1576.0,,2746.0,0.0,,2989.0,7268.0,89332.0,14348.0,3958.0,11857.0,57573.0,96600.0,3290.0,35114.0,362.0,,67.0,,,9951.0,31909.0,40048.0,8139.0,925.0,31909.0,23496.0,47755.0,1230.0,757.0,,319.0,337.0,56.0,,,,,,0.0,,,false,0.0,540.0,,2384.0,7023.0,,0.0,,0.0,6353.0,0.0,651.0,,,,,,,,,,,,,0.0,,,,,,0.0,31909.0,3506.0,2121.0,0.0,892.0,945.0,1302.0,322.0,40035.0,13.0,655.0,0.0,,844.0
5461.0,2805.0,-7.0,0.0,19536.0,1157.0,0.0,457.0,,570.0,,2037.0,0.0,,0.0,5669.0,22587.0,2490.0,1054.0,6132.0,21340.0,28256.0,2345.0,11877.0,106.0,,0.0,,,3320.0,3591.0,3730.0,139.0,0.0,3591.0,1952.0,15669.0,2037.0,32.0,,369.0,69.0,0.0,,,,,,0.0,,,true,0.0,188.0,,1923.0,2046.0,,6.0,,128.0,1233.0,0.0,11.0,,,,,,,,,,,,,0.0,,,,,,0.0,3591.0,1894.0,,,,,419.0,519.0,3730.0,0.0,0.0,0.0,,0.0
5751.0,2962.0,-113.0,0.0,10192.0,2471.0,150.0,1379.0,,1446.0,,2530.0,2.0,,513.0,5411.0,9593.0,1596.0,299.0,2311.0,7105.0,15004.0,138.0,4428.0,45.0,,1.0,,,366.0,3804.0,3836.0,32.0,67.0,3804.0,1726.0,4235.0,350.0,286.0,,20.0,0.0,16.0,,,,,,0.0,,,true,0.0,314.0,,339.0,1633.0,,0.0,,0.0,767.0,0.0,0.0,,,,,,,,,6.0,,0.0,,0.0,,,,,,0.0,3804.0,130.0,,,,,1005.0,1027.0,3830.0,6.0,0.0,1.0,,141.0
6039.0,897.0,0.0,0.0,20916.0,1133.0,1374.0,210.0,,300.0,,32.0,0.0,,0.0,3561.0,21567.0,2302.0,1732.0,3673.0,14585.0,25128.0,1702.0,9338.0,108.0,,0.0,0.0,0.0,1574.0,6542.0,8749.0,2207.0,31.0,6542.0,4453.0,14417.0,32.0,108.0,2.0,0.0,0.0,378.0,,,,,,0.0,0.0,0.0,false,51.0,562.0,,1092.0,12.0,0.0,0.0,0.0,-2.0,172.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,6542.0,,,,,,1860.0,696.0,8749.0,0.0,,,,535.0
6329.0,10753.0,0.0,0.0,115038.0,6621.0,0.0,36.0,,266.0,,297.0,0.0,,0.0,21778.0,102197.0,15997.0,4219.0,30683.0,72094.0,123975.0,4524.0,33391.0,406.0,,1.0,424.0,0.0,8020.0,24291.0,29800.0,5509.0,31.0,24291.0,21370.0,27411.0,297.0,2174.0,40.0,69.0,-64.0,3149.0,253.0,,,,,0.0,0.0,0.0,false,0.0,59370.0,,1171.0,2876.0,0.0,0.0,0.0,-723.0,8698.0,0.0,0.0,0.0,408.0,60.0,250.0,0.0,,,,,,,,0.0,,,,,,0.0,24291.0,,4072.0,64.0,0.0,83.0,5772.0,2654.0,29800.0,0.0,,,,16300.0
7009.0,17328.0,-20.0,0.0,20670.0,3458.0,0.0,0.0,,75.0,,1164.0,0.0,,106177.0,17328.0,20610.0,106600.0,0.0,49103.0,84449.0,37938.0,13694.0,32866.0,160.0,,0.0,,,2480.0,43080.0,42804.0,-276.0,0.0,43080.0,0.0,0.0,1164.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,true,0.0,17137.0,,2410.0,0.0,,0.0,,0.0,118.0,0.0,0.0,,,,,,,,,63.0,,0.0,,0.0,,,,,,0.0,43080.0,0.0,,,,,0.0,0.0,42741.0,63.0,305.0,0.0,,0.0
7045.0,324.0,-2.0,0.0,5057.0,326.0,0.0,267.0,,267.0,,1747.0,0.0,,13.0,1179.0,7996.0,1060.0,279.0,2085.0,6172.0,9175.0,1169.0,3629.0,43.0,,0.0,0.0,0.0,458.0,2448.0,2867.0,419.0,0.0,2448.0,2533.0,1006.0,1363.0,228.0,0.0,26.0,0.0,0.0,,,,,,0.0,0.0,,false,41.0,884.0,,20.0,1156.0,0.0,0.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,2448.0,,,,,,548.0,79.0,2867.0,0.0,,,,15.0
7072.0,1216.0,4.0,0.0,15531.0,1390.0,560.0,0.0,,42.0,,1191.0,0.0,,0.0,6311.0,12520.0,1595.0,622.0,3890.0,12937.0,18831.0,52.0,6755.0,75.0,,0.0,,,2134.0,1035.0,1226.0,191.0,0.0,1035.0,7168.0,6839.0,216.0,371.0,,272.0,1.0,140.0,,,,,,0.0,,,false,0.0,92.0,,227.0,998.0,,72.0,,0.0,760.0,0.0,158.0,,,,,,,,,,,,,0.0,,,,,,0.0,1035.0,1028.0,,,,,2059.0,1637.0,1226.0,0.0,0.0,0.0,,-44.0
7456.0,407.0,-60.0,0.0,5257.0,886.0,0.0,2632.0,,2637.0,,901.0,0.0,,0.0,1852.0,4727.0,488.0,78.0,1038.0,3658.0,6579.0,293.0,2303.0,24.0,,3.0,,,317.0,1375.0,1487.0,112.0,3.0,1375.0,275.0,1319.0,812.0,635.0,,28.0,0.0,0.0,,,,,,0.0,,,true,0.0,140.0,,92.0,8.0,,99.0,,7.0,276.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1375.0,116.0,,,,,516.0,175.0,1487.0,0.0,0.0,28.0,,10.0
7634.0,122.0,0.0,0.0,4196.0,658.0,0.0,545.0,,545.0,,146.0,0.0,,0.0,1384.0,3670.0,253.0,172.0,981.0,2192.0,5054.0,498.0,1079.0,11.0,,0.0,,,132.0,1601.0,1601.0,0.0,0.0,1601.0,1054.0,1132.0,146.0,42.0,,6.0,0.0,0.0,,,,,,0.0,,,true,0.0,807.0,,69.0,139.0,,0.0,,0.0,79.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,1601.0,0.0,,,,,775.0,445.0,1601.0,0.0,0.0,2.0,,130.0
8462.0,109.0,4.0,0.0,5486.0,1638.0,241.0,1037.0,,1037.0,,629.0,0.0,,0.0,3058.0,4959.0,799.0,266.0,1190.0,3136.0,8017.0,142.0,1751.0,20.0,,0.0,,,195.0,2626.0,2626.0,0.0,0.0,2626.0,942.0,961.0,629.0,487.0,,39.0,0.0,40.0,,,,,,0.0,,,true,0.0,908.0,,531.0,949.0,,0.0,,0.0,493.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,2626.0,0.0,,,,,606.0,1856.0,2626.0,0.0,0.0,0.0,,0.0
8631.0,49.0,34.0,0.0,1889.0,303.0,135.0,,,64.0,,24.0,0.0,,0.0,511.0,2184.0,268.0,22.0,804.0,2079.0,2695.0,285.0,1059.0,16.0,,0.0,,,216.0,333.0,405.0,72.0,51.0,333.0,923.0,423.0,24.0,1.0,,5.0,0.0,0.0,,,,,,0.0,,,false,0.0,176.0,,244.0,113.0,,0.0,,0.0,244.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,333.0,0.0,,,,,252.0,209.0,405.0,0.0,2.0,0.0,,2.0
9357.0,6384.0,0.0,0.0,26027.0,16651.0,5.0,0.0,,4752.0,,22.0,854.0,,0.0,7260.0,28623.0,1666.0,716.0,4586.0,18676.0,35883.0,7725.0,12166.0,79.0,,0.0,,,1261.0,11866.0,11866.0,0.0,0.0,11866.0,114.0,4329.0,0.0,564.0,,23.0,0.0,0.0,,,,,,0.0,,,true,0.0,181.0,,518.0,709.0,,0.0,,0.0,943.0,0.0,663.0,,,,,,,,,,,,,0.0,,,,,,0.0,11866.0,0.0,,,,,26.0,286.0,11857.0,9.0,0.0,7.0,,-244.0
9553.0,719.0,0.0,0.0,7093.0,755.0,517.0,2889.0,,3036.0,,1412.0,0.0,,0.0,4373.0,5643.0,568.0,56.0,879.0,3076.0,10016.0,182.0,1988.0,14.0,,1.0,,,209.0,3075.0,3135.0,60.0,0.0,3075.0,637.0,2583.0,1292.0,328.0,,260.0,0.0,0.0,,,,,,0.0,,,true,0.0,82.0,,52.0,500.0,,0.0,,0.0,512.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,3075.0,1902.0,,,,,1072.0,351.0,3135.0,0.0,0.0,0.0,,0.0
9807.0,24615.0,0.0,0.0,96183.0,1817.0,0.0,0.0,,0.0,,16009.0,0.0,,588.0,39295.0,87587.0,18391.0,1280.0,14286.0,43623.0,126882.0,5936.0,24385.0,225.0,,719.0,2289.0,0.0,4952.0,62370.0,62370.0,0.0,0.0,62370.0,12791.0,81549.0,13577.0,842.0,0.0,531.0,491.0,0.0,0.0,,,,,0.0,0.0,0.0,true,0.0,26.0,,2061.0,6162.0,0.0,99.0,0.0,0.0,15924.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,,,,,,,,0.0,,,,,,0.0,62370.0,,208.0,191.0,454.0,427.0,5463.0,5367.0,62355.0,15.0,,,,0.0
9955.0,1906.0,0.0,0.0,5993.0,981.0,247.0,,,143.0,,501.0,624.0,,0.0,3119.0,6359.0,534.0,328.0,962.0,4013.0,9478.0,1504.0,2550.0,23.0,,0.0,,,501.0,3084.0,3197.0,113.0,5.0,3084.0,1116.0,3694.0,252.0,569.0,,130.0,0.0,0.0,,,,,,0.0,,,true,0.0,59.0,,437.0,42.0,,2.0,,0.0,204.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,3084.0,461.0,,,,,125.0,58.0,2880.0,317.0,0.0,0.0,,0.0
10250.0,872.0,0.0,0.0,19229.0,6031.0,138.0,0.0,,0.0,,2660.0,0.0,,0.0,5405.0,19639.0,4986.0,1335.0,5587.0,17721.0,25044.0,214.0,10640.0,93.0,,29.0,,,1494.0,6031.0,6430.0,399.0,0.0,6031.0,4182.0,8101.0,2447.0,988.0,,168.0,-63.0,27.0,,,,,,0.0,,,true,8.0,907.0,,488.0,2147.0,,0.0,,483.0,2801.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,6031.0,92.0,,,,,2785.0,639.0,6430.0,0.0,183.0,220.0,,474.0
10849.0,1412.0,0.0,0.0,10862.0,661.0,0.0,,,876.0,,573.0,0.0,,0.0,4829.0,8407.0,948.0,354.0,1971.0,6501.0,13236.0,592.0,3791.0,48.0,,10.0,,,739.0,2325.0,2663.0,338.0,52.0,2325.0,2744.0,6492.0,18.0,114.0,,129.0,0.0,0.0,,,,,,0.0,,,false,0.0,89.0,,489.0,591.0,,0.0,,317.0,277.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,2325.0,19.0,,,,,2154.0,1120.0,2663.0,0.0,0.0,0.0,,191.0
11145.0,955.0,0.0,0.0,14220.0,1339.0,32.0,0.0,,76.0,,3719.0,0.0,,0.0,4619.0,16051.0,2048.0,620.0,4313.0,12298.0,20670.0,830.0,6230.0,78.0,,0.0,747.0,0.0,1755.0,4702.0,5469.0,767.0,76.0,4702.0,4305.0,5036.0,565.0,173.0,0.0,575.0,72.0,13.0,,,,,,0.0,0.0,0.0,false,0.0,3464.0,,0.0,1294.0,0.0,38.0,0.0,0.0,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,4702.0,,,,,,1456.0,1288.0,5469.0,0.0,,,,332.0
11640.0,365.0,0.0,0.0,13654.0,1612.0,0.0,3938.0,,3948.0,,1895.0,0.0,,259.0,5825.0,11469.0,2177.0,677.0,1545.0,8997.0,17294.0,601.0,6395.0,48.0,,93.0,,,1057.0,3582.0,4635.0,1053.0,0.0,3582.0,1972.0,5473.0,1224.0,3343.0,,106.0,0.0,0.0,,,,,,0.0,,,false,0.0,649.0,,566.0,472.0,,0.0,,0.0,1241.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,3582.0,341.0,,,,,971.0,712.0,4635.0,0.0,0.0,0.0,,14.0
11837.0,251.0,-1.0,0.0,3667.0,114.0,0.0,,,88.0,,453.0,0.0,,0.0,2881.0,2759.0,233.0,132.0,1105.0,2932.0,5640.0,211.0,1617.0,15.0,,26.0,,,210.0,108.0,59.0,-49.0,0.0,108.0,1314.0,2007.0,175.0,1823.0,,6.0,0.0,0.0,,,,,,0.0,,,false,18.0,126.0,,608.0,695.0,,0.0,,-22.0,123.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,108.0,2.0,,,,,480.0,299.0,59.0,0.0,0.0,0.0,,0.0
