"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
340144		0	12494	195	3	0	12302	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
340256		0	5413	0	0	0	5436	23	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
340443		0	516	2	0	0	526	12	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
340742		0	9086	-3	11	0	9135	57	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-26	0	
340751		0	8260	803	113	0	10602	3258	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
341310		0	7103	310	55	0	6777	39	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7		
342054		0	3723	0	18	0	3740	35	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
342362		0	3069	0	2	0	3281	214	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
342410		0	29165	421	141	0	28702	99	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-123	0	
342634		0	142998	7708	2247	0	139367	6324	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-192	0	
343051		0	323	711	15	0	1191	1594	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
343248		0	300	0	0	0	300	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
343770		0	538	35	0	0	503	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
343903		0	5091	92	12	0	4997	10	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
343958		0	1576	0	70	0	1506	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
344647		0	8101	1594	16	0	9906	3415	0				3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
344852		0	707	45	1	0	661	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
345309		0	10317	238	19	0	10221	38	-123				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345345		0	5329	0	7	0	5336	14	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345747		0	9032	112	3	0	8938	21	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345756		0	6764	0	3	0	6761	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345877		0	6068	0	40	0	6049	21	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
346379		0	2214	37	133	0	2213	132	-37				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
346566		0	580	0	1	0	579	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
346771		0	967	40	1	0	928	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
347022		0	1799	9	0	0	1817	27	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
347639		0	3493	37	7	0	3497	48	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
347956		0	8362	0	93	0	9039	684	-86				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348159		0	2185	92	15	0	2348	270	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
348720		0	10482	0	60	0	10441	19	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
349129		0	1207	18	3	0	1200	14	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
349343		0	1915	0	2	0	1914	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
350572		0	1090	0	0	0	1090	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
350657		0	169	9	3	0	163	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
350750		0	3177	105	0	0	3072	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
351131		0	230	0	0	0	230	0	0				0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	
351560		0	6129	150	0	0	5979	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
351878		0	892	0	0	0	892	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
352370		0	1305	60	2	0	1288	45	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7		
352651		0	1848	31	0	0	1817	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
352745		0	3070	75	35	0	2984	24	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
352772		0	151140	1424	2451	0	149643	2378	0				332	7	-17	0	0	322	0	0	0	0	0	0	0	0	0	-887	0	
353238		0	5152	23	12	0	5152	35	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10		
353546		0	1210	30	0	0	1210	30	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
353555		0	88885	25400	3472	0	88703	28690	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353957		0	1024	0	2	0	1023	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
354057		0	273	0	0	0	273	0	0				0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0		
354253		0	685	-75	1	0	759	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
354310		0	85632	1651	196	0	85387	1602	0				0	0	0	0	0	0	731	0	86	0	0	817	0	0	0	-305	84	
354552		0	4596	92	1	0	4639	136	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66		
354851		0	2224	98	45	0	2081	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		
355120		0	7606	400	9	0	7292	95	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
355559		0	5351	0	6	0	5345	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
355858		0	82814	17256	1251	0	83827	19520	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356239		0	3147	0	18	0	3166	37	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
356659		0	5023	0	22	0	5002	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
356752		0	2298	199	1	0	2111	13	0				390	0	0	0	0	390	0	0	0	0	0	0	0	0	0	-16		
357526		0	2156	2	1	0	2181	28	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
357553		0	1550	0	4	0	1546	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
357777		0	1771	-171	0	0	1942	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110		
357937		0	6193	120	8	0	6069	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
358112		0	1100	12	18	0	1076	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
358448		0	509	15	1	0	490	4	7				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
358756		0	684	0	1	0	779	96	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
359472		0	447	-14	0	0	461	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
359744		0	617	-4	5	0	616	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		
360777		0	68	0	0	0	68	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
361055		0	8632	450	131	0	8640	589	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		
361167		0	43557	1170	347	0	42674	634	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1112	0	
361279		0	2829	40	7	0	2795	13	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
361354		0	620	0	14	0	606	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
361439		0	6364	80	0	0	6284	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12	0	
362043		0	340	-60	23	0	377	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60		
362155		0	1858	60	12	0	1884	98	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
362717		0	8866	0	19	0	8869	22	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362856		0	659	0	0	0	659	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
362940		0	1428	125	6	0	1359	62	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
363442		0	105	0	0	0	105	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
363648		0	1282	0	6	0	1233	0	43				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
363657		0	2976	70	15	0	2897	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
363778		0	600	3	0	0	597	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
364131		0	3685	119	2	0	3568	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
364270	0		937	119	9	0	855	46	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364430		0	3261	75	1	0	3195	10	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
364850		0	924	30	19	0	911	36	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
365325		0	262905	5738	1506	0	259237	3576	0				17	0	2	0	0	19	0	0	0	0	0	0	0	0	0	-1790	0	
365745		0	2285	45	1	0	2244	5	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
365848		0	223	0	0	0	223	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
365950		0	1029	-9	0	0	1038	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67		
366078		0	9381	4665	38	0	10198	5520	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2		
366238		0	20561	450	42	0	20271	202	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
366247		0	1455	12	0	0	1443	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
366359		0	882	20	3	0	861	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
366658		0	856	-7	3	0	911	51	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6		
366854		0	1313	10	0	0	1303	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
367150		0	834	42	0	0	817	25	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
367178		0	1171	24	0	0	1147	0	0				18	0	-5	0	0	13	0	0	0	0	0	0	0	0	0	0		
367431		0	3311	45	14	0	3283	31	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
367543		0	2671	51	2	0	2625	7	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
368054		0	1003	0	0	0	1003	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
368344		0	571	0	2	0	571	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
368522		0	1232	0	1	0	1235	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
368933		0	834	0	0	0	834	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
368951		0	2239	0	2	0	2241	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
369453		0	1300	0	1	0	1300	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50		
369659		0	14916	0	2	0	15027	106	-7				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
370020		0	4606	654	72	0	4329	449	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-158		
370347		0	1357	12	2	0	1343	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
370721		0	2381	6	6	0	2375	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
370833		0	959	225	4	0	985	255	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
370954		0	512	9	0	0	511	8	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
371223		0	3110	60	7	0	3046	3	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
371232		0	1580	75	2	0	1504	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
371362		0	4880	135	3	0	4782	40	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
371559		0	854	0	18	0	836	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
371755		0	424	14	70	0	535	195	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
371849		0	1000	0	7	0	993	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
371924		0	9582	-143	82	0	9707	64	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106		
371942		0	661	6	3	0	652	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
372444		0	808	6	4	0	862	64	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
372538		0	11455	150	207	0	11635	537	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
372640		0	1064	9	3	0	1076	24	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
372855		0	1548	-65	0	0	1613	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	
373272		0	320	2	0	0	318	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
373553		0	619	0	0	0	619	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
373601		0	1449	29	0	0	1420	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
374130		0	1875	0	5	0	1870	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
374653		0	29667	990	161	0	29751	1235	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
374774		0	1060	0	4	0	1056	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
375043		0	17688	150	314	0	17420	196	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	0	
375379		0	287	0	0	0	287	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
375502		0	16006	-5543	1	0	21571	23	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-38		
375566		0	10577	520	22	0	10337	302	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
375650		0	210	0	0	0	210	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
376237		0	1098	0	57	0	1048	7	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
376273		0	13506	0	50	0	13575	119	0				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
376442		0	5410	83	8	0	5326	7	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376947		0	1649	0	2	0	1671	24	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
377663		0	1181	11	11	0	1159	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377850		0	1254	152	6	0	1102	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
378044		0	335	26	1	0	312	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
378110		0	232	15	0	0	241	24	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		
379050		0	266	0	2	0	264	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
379153		0	784	0	6	0	790	12	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35		
379470		0	672	0	0	0	672	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
379649		0	1172	0	1	0	1179	8	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379920		0	403415	13210	2688	0	402985	15468	0				278	0	-7	0	0	271	0	0	0	0	0	0	0	0	0	387	0	
380346		0	1167	0	2	0	1165	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
380458		0	14150	385	67	0	13829	131	0				124	0	0	0	0	124	0	0	0	0	0	0	0	0	0	-122		
380533		0	4390	806	29	0	3705	150	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
380878		0	601	71	0	0	530	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12		
380944		0	1247	-75	0	0	1322	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
381026		0	713	11	1	0	701	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381932		0	3442	30	1	0	3411	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
381950		0	904	0	5	0	926	27	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
382050		0	3116	0	27	0	3177	88	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382069		0	2436	-28	40	0	2586	162	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382256		0	406	0	1	0	405	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
382274		0	30	0	0	0	30	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
382443		0	670	0	0	0	672	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
382537		0	2411	82	10	0	2330	11	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-22		
382649		0	8809	60	8	0	8773	32	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
382658		0	2944	75	6	0	2866	3	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
382742		0	1499	-2	0	0	1501	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40		
382854		0	1076	45	3	0	1042	14	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384018		0	34410	155	104	0	34563	412	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103		
384278		0	8689	0	45	0	8909	265	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384353		0	66	0	1	0	65	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
384652		0	6975	243	23	0	6709	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-143		
384830		0	1158	0	0	0	1158	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
385350		0	1465	27	0	0	1438	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
385471		-41	6374	-6	0	0	6380	0	0				76	0	0	0	0	76	0	0	0	0	0	0	0	0	0	-5		
385547		0	1718	0	3	0	1715	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
385686		0	2427	1	0	0	2426	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24		
386432		0	1303	20	3	0	1284	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
386450		0	2738	0	0	0	2738	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386731		0	2059	31	7	0	2057	36	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-31		
386825		0	400	14	0	0	386	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
387055		0	960	67	0	0	893	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
387671		0	6156	0	20	0	6195	59	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
388155		0	2096	0	4	0	2109	17	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
388258		0	506	0	0	0	506	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
388557		0	5623	0	40	0	3235	2	2350				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
388744		0	5310	0	74	0	5257	21	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
388753		0	353	0	0	0	362	9	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		
388874		0	510	0	0	0	510	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
389358		0	1472	50	0	0	1422	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
389376		0	354	0	1	0	353	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
389826		0	174	6	0	0	170	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
390372		0	2205	0	0	0	2205	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
390840		0	3375	-85	5	0	3466	11	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-28		
391418		0	5987	45	3	0	6994	1055	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
391557		0	1071	47	4	0	1036	16	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2		
391575	0		39593	750	2	0	38905	64	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391959		0	1089	0	0	0	1089	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
391977		0	3377	-42	0	0	3419	0	0				4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	-2		
392152		0	781	0	0	0	781	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
392255		0	812	0	0	0	824	12	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
392778		0	4970	185	38	0	4766	19	0				209	0	7	0	0	216	0	0	0	0	0	0	0	0	0	-57		
393252		0	1471	0	0	0	1473	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
393355		0	1745	45	27	0	1693	20	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
393953		0	6494	0	1	0	6501	8	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
394156		0	903	90	9	0	824	20	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
394259		0	4975	0	8	0	4971	4	0				34	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	
395238		0	492661	57632	6212	0	479385	50568	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3652	0	
396057		0	692	0	0	0	692	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
396244		0	2245	158	5	0	2082	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	
396253		0	11511	950	23	0	10736	198	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
396954		0	1908	100	21	0	1871	84	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
397456		0	2207	0	1	0	2210	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397531		0	9864	246	0	0	9618	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
397540		0	17595	0	23	0	17652	80	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397559		0	7620	121	73	0	7426	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-38		
397755		0	16464	5490	3	0	16119	5148	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
397858		0	150	150	1	0	400	1	-400				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
398051		0	1013	15	0	0	998	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398248		0	1631	15	0	0	1616	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398668	1040		0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	
398837		0	2772	9	12	0	2772	21	0				253	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0		
399357		0	737	30	0	0	707	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
399517		0	43664	878	81	0	43664	959	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-24	0	
399731		0	847	0	1	0	850	4	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
399973		0	1645	0	1	0	1646	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
400057		0	1682	0	0	0	1712	30	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
400141		0	8196	0	2	0	8202	8	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
400365		0	4712	0	6	0	4708	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
400767		0	1121	24	51	0	1073	27	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
401072		0	484	-191	0	0	675	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
401559		0	452	0	0	0	459	7	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
401755		0	1873	0	0	0	1874	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
401906		0	5932	41	26	0	5917	52	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
401951		0	647	16	1	0	636	6	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
402846		0	278	0	1	0	277	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
402873		0	465	0	0	0	465	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
403067		0	1467	-157	0	0	1624	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
403151		0	22222	796	11	0	21492	77	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
403179		0	17958	1239	47	0	17510	838	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-269		
403254		0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
403656		0	896	110	91	0	827	132	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
403870		0	7725	-378	178	0	7935	10	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12		
403946		0	16020	400	32	0	15619	31	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-150		
404653		0	3885	0	2	0	3903	20	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
404943		0	592	48	0	0	544	0	0				7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0		
406022		0	3329	69	0	0	3263	3	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
406059		0	4471	24	15	0	4472	40	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50		
406666		0	2506	41	0	0	2466	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9		
406974		0	2668	0	0	0	2668	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
407168		0	1569	75	0	0	1586	92	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
407506		0	17695	90	871	0	17785	1020	-31				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10		
407645		0	2032	0	14	0	2025	7	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46		
407850		0	356	0	2	0	354	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
408307		0	5084	0	9	0	5121	46	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
408642		0	11467	-238	9	0	11726	30	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288		
