"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	Fully insured, affiliate sweep depos	Fully insured, affiliate, retail swe	Not fully insured, affiliate sweep d	Not fully insured, affiliate, retail	Fully insured, non-affiliate sweep d	Fully insured, non-affiliate, retail	Not fully insured, non-affiliate swe	Not fully insured, non-affiliate, re	Designated exception sweep deposit	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
559179	10931	0	0	3189	0	7850	0	0	0	0	23688	0	0		6739	1548		7850	23688	0	0	1717	0	0	1185	6272	1109	635	7457	0	1695	314	0	2461	2009	0	0	1695	0																	
560214	15057	0	4720	10280	0	19365	0	0	0	0	47108	0	5042		11440	5744		14645	42066	0	0	497	0	0	6049	10966	3313	241	17015	5064	674	0	0	9129	5738	0	0	5738	0																	
560353	124711	0	12568	10527	0	23168	0	0	0	0	169057	0	80426		4918	19952		10600	88631	0	0	501	0	0	4941	11205	1142	150	16146	700	6256	0	0	12520	6956	2776	0	6956	0																	
560438	16269	0	3615	23975	0	26607	0	0	5223	0	41337	0	6527		4796	1801		22773	34803	219	7	0	0	0	2700	7712	2364	1961	10412	500	6501	1527	0	9943	8528	3223	0	7001	0																	
560830	23658	0	10699	39531	0	39531	0	0	0	0	61643	0	3595		15704	9809		28832	58048	0	0	1342	0	0	13159	11700	1309	143	22698	931	934	0	0	10607	1865	0	0	1865	0																	
561145	30918	0	28225	76542	0	161681	0	0	12000	0	335805	0	33394		60248	124166		133208	302164	248	247	2953	12000	10000	53913	65579	4294	498	108091	15098	41073	264	0	64036	56435	18377	0	53218	0																	
561574	48214	0	44871	401641	0	401641	0	0	74941	0	537561	0	20557		42399	222153		353297	514021	3473	2983	3414	74941	10983	56408	116100	28818	106	172508	14052	51711	0	0	159032	65763	234074	0	65763	1394																	
561659	159224	0	61115	361900	0	507682	0	0	0	0	651697	0	111847		76635	168456	20514	444583	539382	1984	468	9500	0	0	47981	78799	25967	3229	126780	82736	68762	13749	2794	79342	168041	67713	0	151498	0	0		0		54663		0		54663	true	101169	121465	113889	35197	139329	11691	
561864	34496	0	515	355740	0	370354	0	0	0	0	224969	0	15120		4499	151996		369839	209849	0	0	919	0	0	4956	9863	0	0	14819	10048	13610	0	0	10319	23658	0	0	23658	0																	
562058	58926	2	23996	109730	0	183739	0	0	26640	0	292306	0	40289		63396	41728		158499	249564	1242	2453	7320	14133	14133	35542	87371	12399	295	93451	21179	34015	851	0	72211	56045	76022	12507	55194	2205																	
563233	74526	0	5527	113906	0	197720	0	0	0	0	131377	0	639		21705	13487		192193	130738	0	0	4096	0	0	11298	19523	3710	1401	29552	3643	2959	494	336	14227	7432	0	0	6602	0																	
563336	12213	0	3803	48573	0	71170	0	0	9492	0	73336	0	5395		17721	27012		67367	67941	0	0	979	9492	9492	7342	16390	768	470	12629	5060	4082	0	0	7248	9142	0	0	9142	0																	
563457	19485	0	4107	18263	0	37992	0	0	0	0	37982	0	1527		7835	4214		33885	36455	0	0	976	0	0	3753	6503	1382	0	9665	1863	781	0	0	3803	2644	0	0	2358	0																	
563934	2854	0	12059	14046	0	28561	0	0	1017	0	25531	0	5041		3110	10456		16502	20490	0	0	1430	1017	0	1909	2897	1146	15	4806	2309	3540	405	0	2857	6254	0	0	5849	0																	
564052	23552	0	6697	43455	0	54814	0	0	0	0	99866	0	5331		17347	44973		48117	94535	0	0	539	0	0	4653	16277	1798	4572	20930	360	3344	0	336	9954	4040	0	0	3704	0																	
564324	84330	0	45794	236827	0	318852	0	0	0	0	466862	0	32222		46624	234907		273058	434390	0	250	2354	0	0	34465	38588	8781	1281	68133	42707	20529	1274	0	36491	64510	11534	0	63236	0																	
564463	30446	0	2091	62320	0	131545	0	0	0	0	165733	0	11798		20738	34439		129454	146175	0	7760	0	0	0	9893	36293	18910	9831	46186	3799	14455	4929	2738	54189	25921	0	0	18254	7539																	
564557	55932	0	467166	546473	0	1062842	0	0	164	0	761043	0	14631		70906	193791	1240	595676	746412	0	0	494	164	164	54056	139138	14087	1074	193194	71191	202777	20722	8275	137449	302965	0	0	273968	0	0		0		164		0		0	true	254499	50210	105302	88489	48185	7747	
564678	16673	0	27004	5754	0	36959	0	0	0	0	99527	0	32335		14728	2857	3868	9955	67192	0	0	887	0	0	5462	29031	1699	226	34493	5681	37898	0	0	21689	43579	0	0	43579	3085	0		0		0		0		0	true							
564838	26290	0	4619	58553	0	83835	0	0	0	0	91223	0	863		18563	12360		79216	90360	0	0	2305	0	0	12452	18927	4348	858	30150	2377	10611	3000	0	18021	15988	0	0	12988	0																	
564977	700706	0	1581	93199	0	396023	0	0	0	0	1230442	0	158273		113734	2462	31343	394442	1072008	0	161	9049	0	0	69357	170208	12488	6814	239565	163340	101322	3204	540	145133	268406	0	0	264662	0	0		0		0		0		0	true	0	1923	0	2462	0	700706	
565143	34101	0	13717	106415	0	140356	0	0	10000	0	126716	0	5209		52187	7405	12959	125151	121507	1488	0	5062	10000	10000	10890	46057	16825	679	56947	1101	4498	5160	0	22264	10759	25610	0	5599	0	0		0		17569		0		17569	true							
565170	11035	0	0	3347	0	16047	0	0	0	0	88503	0	0		9022	45312		16047	88503	0	0	10546	0	0	5124	9094	1953	114	14218	1816	5607	4978	3471	7264	15872	0	0	7423	0																	
565536	26779	0	7611	20738	0	39623	0	0	0	0	93969	0	29810		15941	27238		32012	64159	0	0	1463	0	0	5219	14134	8523	705	19352	1582	8452	1337	0	12640	11371	0	0	10034	0																	
565750	75751	1	13020	216552	0	321143	0	0	30462	0	554967	0	62959		111039	216163		306386	490371	1736	1637	6911	30462	30462	74431	100449	7219	1340	162857	25319	54294	0	0	72401	79613	117065	0	79613	3193																	
565844	9226	0	32750	46175	0	79103	0	0	0	0	59539	0	2967		9644	31109	847	46353	56572	0	0	118	0	0	6342	7199	736	18	13541	1326	3219	364	0	4651	4909	0	0	4545	0	0		0		0		0		0	true							
566056	39472	0	8803	109516	0	109516	0	0	14641	0	161260	102	16668		34343	54248		97381	129849	3332	14641	2395	14641	0	9760	23411	1858	14844	33171	3161	13462	1043	0	15531	17666	2549	0	16623	0																	
566243	43225	1	18271	61241	0	140773	0	0	0	0	152497	0	19414		20869	65527		122501	133083	0	0	3478	0	0	9435	19706	6017	0	27283	1014	7573	0	0	14289	8587	0	0	8323	0																	
567240	23441	3001	20532	37625	0	79882	0	0	0	0	100249	1103	4114		34550	3565		56349	90413	0	4619	3419	0	0	12607	31681	16049	1477	43252	1537	7765	2127	0	27264	11429	0	0	9302	0																	
567679	51412	0	1	40968	0	72965	0	0	0	0	151728	0	44548		22077	13470		72895	103570	69	3610	4054	0	0	17356	19910	4951	1232	37266	26045	17352	0	0	21372	43397	13470	0	43397	2429																	
567736	24710	0	12422	46745	0	63048	0	0	0	0	88574	0	3960		14479	11667		50626	84614	0	0	1286	0	0	5524	23838	3398	2100	29362	5014	7557	3494	1273	20380	17338	0	0	12571	0																	
568126	93213	0	14133	108406	0	154152	0	0	0	0	186119	0	3544		34848	20600		140019	182575	0	0	2981	0	0	10309	34700	5259	346	45009	6784	14412	496	0	15766	21692	0	0	21196	0																	
568135	39723	0	7579	55313	0	78336	0	0	5726	0	170402	0	16503		33658	46279		70757	153899	0	0	3370	5726	0	20370	30045	4077	6518	50289	10248	10414	1962	766	27351	23390	0	0	16567	0																	
568359	34226	0	12175	57892	0	113760	0	0	60619	0	548544	0	14819		112892	106539	19438	101585	468042	0	65683	6610	60619	29095	48266	194983	80267	473	242287	6588	63175	12975	1052	211097	83790	8335	0	69763	6512	0		0		0		0		0	true							
568377	36059	0	3311	1097	0	42416	0	0	0	0	112175	0	0		35240	0		39105	112175	0	0	9632	0	0	9745	37778	12671	3146	47391	1832	8247	2111	584	28102	12774	0	0	10079	0																	
568470	801991	17	12546	33721	0	108623	0	0	32234	0	1642845	0	142211		207589	310030	48025	96060	1500634	0	0	15384	2284	494	91624	281377	25055	1328	373001	27862	79669	23909	0	191795	131440	0	10000	107531	0	0		0		0		0		0	true	15377	31030	179064	80877	419811	347471	
568939	40702	0	6213	67924	0	121122	0	0	0	0	105998	0	5822		22949	1668		114909	100176	0	0	6032	0	0	10502	21025	7700	4901	31167	4336	12286	2878	0	21179	19500	0	0	16622	0																	
570558	28243	0	14890	94927	0	148432	0	0	0	0	116456	0	2137		19237	41200		133542	114319	0	0	0	0	0	7449	10711	1077	0	17955	16667	11109	0	0	0	27776	0	0	27776	0																	
570651	12278	0	1479	15530	0	24661	0	0	0	0	38178	0	3051		10441	5008		23182	35127	0	0	0	0	0	2538	13583	1832	0	16121	1821	1118	0	0	7512	2939	0	0	2939	0																	
571135	13674	0	15537	27856	0	42492	0	0	0	0	62144	0	5884		19479	8512	5728	26955	56260	0	0	2066	0	0	4491	15755	10260	41	20246	2632	5587	1192	0	11068	9411	0	0	8219	0	0		0		0		0		0	true							
571265	65208	0	32115	164303	0	218316	0	0	5000	0	203401	0	6878		29158	41179	9096	186201	196239	0	284	5409	5000	5000	21203	41648	2383	262	57184	14547	16971	0	0	36338	31518	7384	0	31518	0	0		0		5321		0		5321	true	0						
571920	39202	0	7417	15757	0	89550	0	0	0	0	144737	0	46036		25952	30518		82133	98701	0	0	2138	0	0	19117	22227	2346	736	40601	5582	24429	579	0	18474	30590	1028	0	30011	0																	
571957	5957	0	7718	11182	0	19758	0	0	0	0	22317	4	4114		4371	6727		12040	18199	0	0	115	0	0	1052	4783	1253	418	5835	0	1526	287	316	3134	2129	0	0	1526	0																	
572347	9854	0	3542	31955	0	41614	0	0	0	0	38217	0	7640		6573	11797	1287	38071	28343	1	2234	0	0	0	2456	9680	933	15	12136	561	2921	0	0	6511	3482	2234	0	3482	2234	0		0		0		0		0	true							
572374	11949	0	169513	1528933	0	2442367	0	0	685480	0	2388363	0	59298		426152	1075425	93353	2266128	2325642	6726	3423	0	300000	150000	218097	506840	14685	3490	722005	159185	298042	100390	260	316959	557877	417370	285647	456597	13987	0		0		0		0		0	true	1528933	737195	411070	664355	11949	0	
572459	15867	5	22507	48221	0	120397	0	0	0	0	224142	0	15809		54655	56272		97873	208311	12	22	12668	0	0	17666	63928	12293	5959	81593	22788	27079	2290	0	45193	52157	0	0	49866	504																	
572655	28340	0	16555	87575	0	179778	0	0	0	0	89905	0	1790		8625	10124	2231	163223	88115	0	0	0	0	0	9933	15112	654	0	25045	13683	12058	0	0	17074	25741	0	0	25741	0	0		0		0		0		0	false							
573036	88119	0	26399	118473	0	295536	0	0	5026	0	237135	0	9613		21776	80408		268145	227273	992	249	1842	5026	5026	8254	29115	7556	1640	37369	7727	9646	4317	353	24789	22043	84325	0	17373	0																	
573335	24361	0	104049	74902	0	226139	0	0	0	0	136720	0	4124		33224	5263		122090	132596	0	0	0	0	0	10090	44240	18645	2452	54330	2914	24491	4264	0	42203	31669	0	0	27405	0																	
574079	75919	0	24498	43116	0	141886	0	0	0	0	151236	0	777		28909	19361		117388	150459	0	0	2271	0	0	7530	30295	8334	2043	37825	2623	4380	752	0	19292	7755	0	0	7003	0																	
574949	33746	0	5924	75605	0	75843	0	0	433736	0	667208	0	18685		484105	65062		69919	634889	0	13634	7298	433736	91846	32519	143293	209313	157999	175812	6177	10678	8035	386	59019	25276	22575	0	16855	13121																	
574976	420952	0	47437	399481	0	711112	0	0	0	0	1073726	0	2371		145375	203313		663675	1071355	0	0	14084	0	0	119829	117267	28047	11564	237096	97146	69206	5103	1300	131331	172755	1442	0	166352	0																	
575133	11388	0	13250	25870	0	49051	0	0	0	0	42693	0	6543		9195	671		35801	36150	0	0	713	0	0	4526	11600	1234	284	16126	4283	8268	439	0	8448	12990	0	0	12551	0																	
575254	137325	0	67927	581543	0	853830	0	0	207311	0	2876266	0	296816		83341	2357975	29775	779533	2578173	6370	1277	13207	207311	207311	40885	151996	11322	3008	192881	17633	152730	1754	1637	123871	173754	283995	0	170363	0	0		0		283995		0		0	true	138917	116038	0	863465	0	137325	
575348	18859	0	4823	38553	0	52506	0	0	0	0	66926	0	1987		15538	1858		47683	64939	0	0	1767	0	0	6058	21028	7529	1250	27086	3834	4467	2043	0	20327	10344	0	0	8301	0																	
575375	14093	0	4229	6830	0	22730	0	0	0	0	47452	0	724		2588	29281	1818	18501	46728	0	0	519	0	0	673	1622	661	111	2181	287	724	0	0	479	1011	0	0	1011	0	0		0		0		0		0	true							
575759	50509	0	48684	204745	0	232576	0	0	0	0	252458	0	29390		46309	77481	11124	183326	222818	566	250	2085	0	0	24514	41473	29034	3174	65987	6933	17212	1432	697	51886	26274	33892	0	24145	249	0		0		13519		0		13519	true							
575834	46794	0	0	11549	0	12840	0	0	0	0	466580	0	31442		16244	342562		12272	435138	568	0	4538	0	0	9341	24627	3165	522	33966	15185	24384	0	0	21411	39569	7987	0	39569	0																	
576354	9657	0	1846	15939	0	19858	0	0	20444	0	101893	0	10126		13958	31688	2661	18012	88058	0	3709	1181	20444	0	10455	16364	18470	6971	26819	2967	4820	0	501	38302	8288	18126	0	7787	2965	0		0		0		0		0	true							
576578	20538	0	21478	8279	0	47798	0	0	2222	0	94666	0	1671		17378	31729		26320	92995	0	0	1709	2222	2222	9000	18227	3266	1609	27227	5483	3887	927	0	14724	10297	0	0	9370	0																	
576608	253764	0	20455	148222	0	463616	0	0	77104	0	721073	0	104126		134131	199338	25376	443154	614727	7	2220	12956	77104	77104	72257	109890	3987	634	182146	46488	23081	11632	0	52637	81201	55712	0	69569	0	0		0		44290		0		44290	true	16	269692	42041	157297	179585	46725	
576644	42628	0	8301	97579	0	182918	0	0	50122	0	321474	0	10409		97098	101027		174617	310670	0	395	4093	50122	40122	63781	49773	20378	10435	110121	9875	14435	9142	0	47269	33452	12729	0	24310	0																	
576952	53328	0	32070	57816	0	153356	0	0	0	0	157629	0	4391		13628	83492		121286	153238	0	0	0	0	0	3154	9821	4069	1338	12975	1316	555	303	253	4754	2427	1832	0	1871	0																	
577128	911168	0	6781	184173	0	417232	0	0	513756	0	6948621	0	1011811		1180253	3894220	168109	409321	5925196	1130	11614	59509	513756	513756	673652	1021490	47247	17447	1244616	136329	229447	11412	6209	579583	383397	165450	0	365776	0	0		0		199412		0		151501	true	67133	19436	1582870	1261974	842363	68805	
577137	73522	0	3088	282784	231	282784	0	0	68006	0	723880	0	56579		55553	387417	22965	279217	645170	248	22131	1802	68006	68006	66603	76682	6518	200	143285	28160	80253	2100	2425	94450	112938	83628	0	108413	20645	0		0		32000		0		0	true	76791	4236	118794	228651	13533	59989	
577230	5544	0	6541	3958	0	14093	0	0	10765	0	36320	0	0		4851	2655		7552	35088	0	1232	763	1002	0	2026	6815	1375	2796	8841	1516	5696	250	7646	8161	15108	0	2116	7212	1232																	
578116	81395	0	49158	196905	0	196905	0	0	10540	0	245949	0	18251		44053	46654		147119	227698	628	0	4220	10540	10540	23248	47638	7508	2904	70886	12501	22089	911	1100	37245	36601	13832	0	34590	0																	
578237	8847	46	10554	14830	0	27909	0	0	0	0	30808	72	7038		2239	10726		17309	23698	0	0	0	0	0	1903	2703	422	361	3691	0	3741	1828	277	3150	5846	0	0	3741	0																	
578255	946251	0	41507	85100	0	196033	0	0	0	0	1619020	0	439706		59532	242979		154030	1179078	496	236	4434	0	0	41560	130566	20281	3229	172126	61311	118971	36671	17201	136104	234154	22593	0	180282	0																	
578554	14083	0	6117	31908	0	44258	0	0	0	0	68711	0	4463		14032	12449		38141	64248	0	0	3018	0	0	5084	17446	10503	1407	22530	645	3902	3193	0	20408	7740	0	0	4546	0																	
578741	15427	0	1108	51766	0	58399	0	0	27658	0	279764	0	8423		46410	184261		57291	271341	0	0	4291	27658	22158	9778	43264	7333	41	53041	3201	15911	549	0	14005	19661	0	0	19112	0																	
578862	3519	0	20476	27328	0	49339	0	0	0	0	22699	0	3131		4291	8719	838	28863	19568	0	0	214	0	0	2545	5269	825	15	7814	0	1807	0	0	4363	1807	0	0	1807	0	0		0		0		0		0	true							
579140	35719	0	27842	162058	0	212745	0	0	25589	0	240177	0	24756		84032	37465		184903	214414	0	1007	7718	24582	5857	43702	42281	21778	20334	85782	26195	9716	768	2219	44063	38898	4822	0	35911	0																	
579319	14963	0	6610	13615	0	26926	0	0	0	0	28956	0	2294		3503	6498		20316	26662	0	0	101	0	0	588	3282	706	148	3870	1366	1405	0	0	1221	2771	0	0	2771	0																	
579364	33463	0	12056	137727	0	162109	0	0	3000	0	143422	0	9884		12685	18433		150053	133524	0	14	847	3000	0	14716	28264	6187	3000	42980	6488	27098	5773	0	39482	39359	7192	0	33586	0																	
579636	25121	0	15680	52753	0	89189	0	0	0	0	70267	0	6955		7589	20116		73509	63312	0	0	1116	0	0	4915	7852	1820	734	12766	2887	6823	0	0	7731	9710	0	0	9012	0																	
580155	58259	0	24118	131353	0	208574	0	0	33176	0	389510	0	30145		80217	69029		184456	359365	0	0	7838	20570	15136	22110	125763	19953	9008	147873	13351	66484	2481	3072	96617	85388	18774	12350	79835	0																	
580548	153919	0	17840	84652	0	178593	0	0	15000	0	397171	0	7100		91123	32764	16334	160753	390071	0	0	6267	0	0	61378	65583	23237	2284	125260	20030	33430	3765	781	61359	58006	0	15000	51435	0	0		0		0		0		0	true							
580847	27389	0	3664	42743	0	71833	0	0	0	0	80642	0	4704		14285	5817		68169	75938	0	0	1293	0	0	6423	20637	2096	300	26112	4128	13853	0	0	15170	17981	0	0	17981	0																	
580874	32495	1	6996	112359	0	171948	0	0	0	0	79825	0	1655		23100	324		164951	78170	0	0	2599	0	0	8841	25751	3270	930	33028	1313	6630	272	0	15691	8215	1917	0	7942	0																	
581237	12231	0	0	57217	0	75557	0	0	0	0	51301	0	0		2221	22079		75521	51301	36	0	329	0	0	2365	3659	0	0	6023	10060	908	0	0	3803	10968	0	0	10967	0																	
581358	16911	0	42450	36531	0	105517	0	0	0	0	111896	0	13923		31239	32423		60961	97973	2106	0	2071	0	0	16902	24059	4110	2071	40860	3064	12356	0	0	15903	15420	9085	0	15420	0																	
582654	20566	0	3590	15154	0	22556	0	0	5059	0	50034	0	4769		14613	537		18966	45265	0	0	2224	5059	5059	6408	8887	6296	731	15295	1438	4307	519	345	7709	6609	0	0	5745	0																	
582878	1677	0	0	0	0	0	0	0	0	0	34296	0	617		10297	936		0	33679	0	0	0	0	0	5123	15235	4142	414	20358	1679	4186	300	604	14617	6769	0	0	5865	0																	
582953	32129	0	99565	66294	0	217440	0	0	12287	0	180174	0	24746		52662	21500		116386	143142	1489	12286	3192	11540	1940	24418	51716	22961	3855	70068	4507	16748	2090	251	50288	23596	48518	0	21255	0																	
582971	271521	12	18643	466013	0	466013	0	0	0	0	795644	0	7401		129281	79688		447110	787754	248	489	14297	0	0	93419	169108	12230	4136	262465	51952	112363	935	290	149612	165540	35265	0	164315	0																	
583071	44722	0	258	11337	0	49865	0	0	0	0	87273	0	79		19557	5645		49607	87194	0	0	2335	0	0	5213	19891	4550	2159	25104	0	3980	559	553	12257	5092	0	0	3980	0																	
583268	17547	11	41925	116741	0	168191	0	0	0	0	596849	0	80612		27418	180520		126255	498814	0	17423	2568	0	0	31916	108762	74789	2106	140315	31719	113422	36070	0	190155	181211	0	0	145141	17423																	
583352	23706	0	21274	176963	0	282156	0	0	0	0	187324	0	4642		29073	82434		260882	182682	0	0	3847	0	0	15375	28072	13526	4408	43425	4463	9556	5205	578	32308	19802	0	0	14019	0																	
583754	4371	0	2847	101676	0	128717	0	0	40154	0	403662	0	45343		3655	247553		125870	338688	0	19631	966	0	0	7920	29933	8911	0	37853	8219	94604	1874	276	43110	104973	57947	40154	102823	37418																	
583905	478204	0	12159	172780	0	355926	0	0	180040	0	940445	0	24958		254735	45789		342031	915238	1736	249	13926	180040	160040	192811	122092	16764	6387	314903	12043	54965	3865	7525	83319	78398	119442	0	67008	0																	
584377	653322	0	51076	261609	0	300729	0	0	0	0	1062835	4652	9451		53447	246036	11496	247019	1048732	2634	0	0	0	0	18255	84419	8980	3171	102674	3840	44016	797	0	61378	48653	104782	0	47856	0	0		0		86839		13779		100618	true	20781	29571	156963	83436	364125	288279	
584724	128810	0	33897	135995	0	251366	0	0	0	0	386297	0	1946		68403	94153		217469	384351	0	0	6980	0	0	14610	66067	44184	689	80677	12615	10933	14236	0	57147	37784	0	0	23548	0																	
584920	223921	0	100645	1578183	0	2053371	0	0	0	0	1461643	0	11477		153781	780535		1952162	1450166	564	0	9657	0	0	110022	159785	11791	6157	269807	60581	106014	1014	1823	133974	169432	0	0	166595	0																	
585235	31304	0	6446	35360	0	49123	0	0	3000	0	74209	0	5903		10265	24988		42677	68306	0	0	595	3000	3000	6130	7627	825	335	13757	0	3000	0	0	4652	3000	0	0	3000	0																	
585749	161702	0	80402	169876	0	324851	0	0	0	0	432049	0	24774		88721	70256		243935	406681	514	594	0	0	0	25542	105063	17257	9258	130605	14489	24383	2274	1823	68401	42969	21941	0	38872	0																	
586027	9955	0	2087	18639	0	18639	0	0	99241	0	203682	0	42944		23274	26351		16552	107928	0	52810	214	80714	55169	29833	70880	48023	4529	100713	1988	7867	3867	390	129991	14112	0	11368	9855	35144																	
586072	55044	0	9575	168421	0	319832	0	0	0	0	505971	0	8659		75543	179948		310257	497312	0	0	14685	0	0	41401	141792	3211	60	183192	15687	67817	742	269	110921	84515	7187	0	83504	0																	
586335	10825	0	21942	33350	0	62253	0	0	0	0	48167	0	11392		9441	1018		40311	36775	0	0	0	0	0	2622	10014	8665	675	12636	262	4400	9687	0	12535	14349	0	0	4662	0																	
586960	25088	35	33660	38573	0	91090	0	0	11962	0	72397	0	10513		21064	7884		57395	61884	0	0	1438	11962	2398	4287	12456	9236	4164	16743	5295	2692	787	508	9079	9282	0	0	7987	0																	
587677	67293	0	3475	67488	0	71144	0	0	0	0	236634	0	11971		65286	59657		67669	224663	0	0	8664	0	0	27822	45848	19721	7476	73670	3577	4071	862	308	35579	8818	4290	0	7647	0																	
587752	8536	0	956	26502	0	28688	0	0	1	0	44832	0	4111		3552	24553		27732	40720	0	1	1415	1	1	1760	5136	435	31	6896	675	3431	275	0	3811	4381	0	0	4106	0																	
587800	1003469	1	84696	1751009	0	2262372	0	0	240000	0	3861985	0	306796		661482	1653896	80409	2177675	3555189	0	0	11183	240000	240000	646393	320296	25708	9515	966689	119183	80459	1815	1251	340430	202708	90014	0	199642	3601	0		0		87245		0		87245	true	802905	448962	852566	801330	882130	121339	
588245	22117	0	1107	31836	0	40943	0	0	56742	0	149540	0	4976		68115	23158		39836	144564	0	0	3161	56244	17521	8178	43001	36284	4104	51179	2157	6044	4497	0	23452	12698	0	0	8201	0																	
588348	24531	6	36955	26311	0	71957	0	0	0	0	161375	300	8454		27540	57597	16450	34996	152621	0	0	0	0	0	10355	31934	9830	0	42289	6418	18304	2406	0	24579	27128	0	0	24722	0	0		0		0		0		0	false							
588478	31924	0	874	7513	0	23805	0	0	0	0	161039	0	14182		23216	57835	9207	22931	146857	0	0	3646	0	0	12422	30612	7664	276	43034	3701	8405	8200	0	27758	20306	23672	0	12106	0	0		0		0		0		0	true							
589158	14830	0	3046	21729	0	50761	0	0	0	0	62615	0	12107		10740	6140		47715	50508	0	0	0	0	0	3840	15339	7842	861	19179	8541	4565	657	0	17142	13763	0	0	13106	250																	
589523	80649	0	39208	193214	0	636727	0	0	0	0	642862	0	13663		90619	314681		597519	629199	0	0	19188	0	0	66644	84952	19761	5637	133965	20869	39462	9796	411	86375	70538	0	0	58340	0																	
589943	182554	0	83783	269351	0	650132	0	0	206284	0	958796	0	103063		124881	142839	27522	560909	855498	5440	235	13360	206284	136762	133881	289206	76410	459	423087	39572	79608	10268	4000	375075	133448	269591	0	119180	0	0		0		192194		0		192194	true	60376	109139	48040	76557	148135	33660	
590220	328089	0	75516	57065	0	251856	0	0	0	0	753329	0	44608		50569	216286	22168	176340	708721	0	0	7194	0	0	41382	73481	5412	1917	106912	23486	62061	0	1214	71623	86761	0	0	85547	0	0		0		0		0		0	true	52224	124116	137804	78482	91378	236711	
590640	38998	0	187273	364811	0	364975	0	0	49911	0	282992	0	7564		73703	89299		177702	268128	0	7300	7144	49911	4018	14007	40789	34077	33895	54796	7513	14636	8137	1642	49064	31928	12620	0	22149	6200																	
590976	4115	0	0	31067	0	31067	0	0	35440	0	726329	44420	75727		76669	141144		31067	398881	0	207301	0	35440	26255	102366	275337	88449	0	377703	25808	73817	15028	265	389483	114918	0	0	99625	28470																	
591209	35768	0	6149	6317	0	62359	0	0	0	0	241208	0	10560		38796	68501		56210	230648	0	0	10284	0	0	6672	37958	30094	2768	44630	2547	24181	32467	251	38696	59446	0	0	26728	0																	
591320	124159	0	59432	405087	0	405397	0	0	0	0	284294	0	11074		30797	73791	14593	345965	273220	0	0	5164	0	0	28263	32617	7335	311	60629	12211	4796	811	0	37729	17818	0	0	17007	0	0		0		0		0		0	true							
591357	10620	0	974	22716	0	34101	0	0	5550	0	63741	0	2067		20196	9098		33127	61674	0	0	2228	5550	2873	6384	26310	5355	486	32694	796	4076	315	301	18339	5488	0	0	4872	0																	
