"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
644954																																																													0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
644963																																																													0	6097	0		29836			3321	0		0	50014	0	0	0	2338	0		20721	0	0	1973	365	0	0	29066	2336	4180	6906	3032	1012				0	0			302	0	863	0							0														0				0		0	704		5585													968			CONF	CONF					
645157																																																													0	57120	0		19158			16595	0		0	166213	0	55	0	19556	41	15530	36188	1015	5323	6548	915	367	5203	20238	35409	36415	7530	15348	31672				0	0			9457	147	35327	4791						106	0														59918				111		0	59	0	3889	0	0	0	0	0			0	0	0	0	0	18	5	0	CONF	CONF					
645317																																																													0	0	102844	0	0	79311	0	79311	38663		971	954336	1177	0	3988	211981	7815	152385	49606	13664	38698	65251	45349	47341	584	107617	117155	289112	207501	21188	302	0	0	0	951	3313	27		12462	36991	150910	293508	0	0				214	0														0				214	1672	3920	1672	0	1717	0	0	0	0	0	0	0	0	0	0	0	0	8484	0	0	CONF	CONF					
645465																																																													0	58225	66049	0	44481	456467	0	456467	0		343	1606839	0	7231	10383	189204	6963	118214	560706	31087	22042	40499	28499	18053	49024	718915	97569	359191	155316	50041	32405	0	0	0	0	767	0		27049	250764	188694	305641	0	7231				0	0													0	1587083				103	118	0	118	0	3473	0	0	0	89	0	14	0	0	0	0	0	0	1370	14	0	CONF	CONF				0	
645540																																																													0	36587	12023		15235			27568	4829		537	200622	0	0	0	42509	2112		48122	1172	2362	10570	20960	2862	4583	29340	15248	58876	44864	5068	4716				0	93			4687	3150	26920	16879							0														0				0		0	50		4703													2740			CONF	CONF					
645577																																																													0	3974	8828		432			7393	6092		0	152447	0	0	0	65378	1163		23648	4601	7791	1212	9978	5341	36293	15413	13010	8104	11197	11859	27456				0	12			5105	8718	14840	28994							66														73776				0		0	117		332													1069			CONF	CONF					
645625																																																													0	15234	941972	3401	1665	1368830	0	1368830	733108		217724	11889374	0	0	18028	2506853	19008	1926691	1364503	73911	80421	131508	290487	1625311	290539	4250510	347652	1462188	1529190	1559364	215373	0	0	0	0	25073	0		306508	879812	1480794	3015719	0	0				2216	4152														6984808				40168	158719	13740	162120	0	160358	0	0	0	0	29041	8531	0	380	0	0	0	0	40856	8531	0	CONF	CONF					
646042																																																													0	37289	0		16524			10003	0		2475	84284	0	0	0	10748	33		18357	371	1345	2683	3439	2909	0	13351	5201	18954	20081	13476	2473				0	3			0	456	1543	2875							0														44130				0		0	43		1626													666			CONF	CONF					
646145																																																													0	26898	515		4423			26537	160		1738	182849	0	0	0	64600	1158		61536	3183	10394	989	5007	5356	39288	17020	31173	14114	13683	16924	24993				0	0			2409	194	14159	22221							338														50006				268		0	163		12459													5215			CONF	CONF					
646172																																																													0	0	2520		0			527	45606		0	493492	0	0	0	306060	1377		77558	2849	1457	4387	15608	34886	244806	55546	17706	23730	56656	33101	449				0	856			22475	37022	26862	42313							511														120999				0		0	61		7016													797			CONF	CONF					
646444																																																													0	0	17811		0			61326	0		0	175408	0	0	0	1464	0		80722	1417	0	47	0	0	0	129734	22167	22043	0	0	0				0	0			0	38496	24552	31759							0													0	24773				0		0	0		0													0			CONF	CONF				0	
646471																																																													0	0	235		0			0	0		0	14522	11	0	0	13803	138		9	9	0	41	108	1920	11700	0	0	0	28	77	625				0	0			0	0	0	357							0														0				0		0	0		0													0			CONF	CONF					
646556																																																													2938	45354	33719		6961			11132	7220		0	393350	0	0	0	131284	3993		56918	5608	19866	40136	47993	17603	78	34378	53069	38349	27903	37047	71320				0	38			24748	18934	53941	48180							0														257100				0		0	0		3730													1178			CONF	CONF					
646743																																																													0	81695	9472		43003			61160	3753		3487	427271	0	0	369	63956	7968		71635	453	2327	10670	16822	26059	7624	53456	43719	103891	108357	44168	8802				0	62			8093	17559	53131	60026							13														140222				1000		2286	293		5474													5853			CONF	CONF					
646873																																																													0	6727	9745		184			30750	14473		2469	216129	204	0	0	74185	2759		13828	1535	4689	500	10735	5927	50302	23533	3891	6036	38986	23289	46136				277	1			4018	10076	38484	20390							0														97790				213		0	11		1143													641			CONF	CONF					
647218																																																													0	7873	33633		1078			67055	21042		3478	503666	0	0	0	105001	2683		51363	4439	5769	10165	34405	6686	43136	48464	22358	43129	70376	65340	147639				2453	1461			17085	25755	77722	110015							46														104601				0		0	9701		6770													10861			CONF	CONF					
647245																																																													0	31011	3007	0	26507	18474	0	18474	0		0	188177	0	3789	0	56496	0	49875	34203	1163	1889	5393	5487	31091	11473	32066	2314	18733	30520	42012	2403	0	0	0	0	0	0		1264	3956	5965	22945	0	3789				0	0														71228				0	44	0	44	0	1397	0	0	0	0	0	0	0	0	0	0	0	0	13322	0	0	CONF	CONF					
647414																																																													0	0	4765		150			14139	9982		0	94075	0	0	0	41818	690	12528	995	28	34	394	2041	16984	22337	15687	1009	2680	3846	15056	13681				0	40			0	365	5645	15313						0	0														0				0		0	9	0	504	0	0	0	0	0			0	0		0	0	655	0	0	CONF	CONF					
647759																																																													0	7893	0		10842			15884	0		827	112357	0	0	0	31385	57		20055	5300	5406	42	4781	3001	12479	15649	21723	15351	19660	3294	5052				0	0			4012	6752	1050	15301							31														30477				0		0	168		4196													13990			CONF	CONF					
647777																																																													0	1163	323		0			0	6898		0	137612	0	0	0	109834	678	12679	126	689	3252	2865	4397	25305	73268	401	390	1569	5709	12912	6797				0	0			2449	1300	7035	7857						0	0														122814				0		0	0	0	0	0	0	0	0	0			0	0		0	0	75	0	259	CONF	CONF					
647955																																																													0	785	7406		0			9523	2251		0	74008	0	0	0	19098	2155		4084	789	647	3503	8508	895	4661	5613	7699	7365	18286	5230	10607				0	0			243	5840	14940	8752							0														26335				203		600	1		759													1655			CONF	CONF					
648130																																																													0	388	53590	0	0	93609	1664	95273	34354		0	543013	682	0	0	63505	7	59785	51366	4126	1336	6455	29887	21701	0	133440	30973	60791	65677	188794	517	0	0	0	0	4375	0		3479	12414	59976	207210	0	0				0	0													0	277791				144	166	0	166	0	4	0	0	0	0	144	0	0	0	0	0	0	0	8954	0	1283	CONF	CONF				0	
648242																																																													0	235374	65947	0	145590	123890	0	123890	103498		504	1975541	0	0	0	551155	15495	135916	344595	13115	16299	75368	134847	130392	180797	359287	66576	315368	379112	294314	4349	0	0	0	0	74	0		33804	68895	339882	280480	0	0				0	0														1575022				0	203	5178	203	0	2159	0	0	0	0	0	0	0	0	0	0	0	0	3413	0	3252	CONF	CONF					
648251																																																													0	26040	83		1968			17717	0		117	192068	0	0	0	69268	474		48901	5108	19682	27467	14390	1014	1337	13287	33636	28777	12035	9773	23352				0	0			9128	17051	31520	15246							751													0	47614				0		0	48		1460													1948			CONF	CONF				0	
648345																																																													0	3379	2786		1927			5163	4156		474	89672	0	0	0	46530	1289	0	10763	1545	2306	7749	14594	16460	3854	10406	4550	10828	11989	5222	126				0	0			3591	901	6722	7771						0	0														46530				0		0	16	0	3094	0	0	0	0	0			0	0		0	0	1873	0	0	CONF	CONF					
648550																																																													0	24313	0		22356			13750	0		0	86572	0	0	0	5937	0		20244	820	1118	706	2578	376	339	20565	12289	15331	16808	7729	7738				0	0			594	120	1709	5368							0														27110				0		0	0		7376													5049			CONF	CONF					
649342																																																													0	41235	50417		28550			31645	621		1240	380163	0	0	0	36267	1471		112676	1186	3090	14532	15106	1277	832	96269	21968	52623	81033	73992	15206				0	20			44874	43301	19817	74234							0													88175	179617				0		3741	0		1916													814			CONF	CONF				360	
649632																																																													0	11378	0		11252			9632	337		0	48385	0	0	0	1878	132	1196	18864	124	340	278	397	565	73	14246	4155	9097	6412	10119	2014				0	0			0	4633	4539	1855						0	0														0				0		0	91	0	1769	0	0	0	0	0			0	0	0	0	0	889	0	0	CONF	CONF					
651121																																																													0	14041	15821		292			16540	13529		3372	196259	483	0	0	35488	69		19029	4851	3188	6720	8373	10908	1292	26101	8410	23844	22933	59512	19642				0	1512			3848	7857	48611	30483							228														32852				488		0	356		906													4017			CONF	CONF					
651149																																																													0	11015	0		7622			5058	0		310	47477	0	0	71	13965	1012		11015	114	1889	3944	5362	1281	1378	268	10747	8322	6567	5026	2582				0	0			1998	0	3617	1323							0														6862				0		0	0		622													935			CONF	CONF					
651158																																																													0	20081	0		7406			4625	0		895	58701	0	0	0	17068	0		9022	902	2135	3331	9889	732	79	3773	8555	6678	8642	7238	6722				0	0			646	86	1944	369							0														0				0		0	1119		3461													1001			CONF	CONF					
651354																																																													0	1368	0		906			6805	0		1141	26884	0	0	0	7970	29		3879	84	258	1186	2498	1407	2296	1694	2936	3846	6896	2144	1265				0	4			1462	237	2506	0							0														0				0		0	378		2884													1194			CONF	CONF					
651448	0			0	0	0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0													0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0		0	0	0	0	0	0							0	0	0	0	0			0	0	0	0						0	0																			0	0			0	0	0	0	0	0				0				0		0	CONF	CONF					
651541																																																													0	61676	1767		20640			18190	1367		0	196435	0	797	362	45076	1626		36187	191	3739	9364	10157	15018	6607	20956	16249	21712	39040	42792	10612				0	52			7044	1864	16837	11516							0														70899				5		2326	2037		2545													1075			CONF	CONF					
651859																																																													0	435736	170105	52	201646	203975	0	203975	78604		36183	4103023	0	0	0	719103	52412	192885	377745	49734	22961	83524	166709	83540	311945	1043409	322713	732803	835291	428614	11630	0	0	0	101	2717	0		173973	581303	346832	1052239	0	0				0	0													0	2163015				1742	787	519	839	0	12672	0	0	0	0	0	0	0	1742	1182	560	0	0	34064	0	0	CONF	CONF				0	
651952																																																													2684	22030	504		8318			14949	34		1150	108109	0	0	0	13963	55		15596	912	413	142	301	9350	2845	16780	11141	4032	13256	8190	40746				0	0			1505	8348	33032	143							0														108108				0		0	611		130													653			CONF	CONF					
652043																																																													0	85099	361		71323			41855	2166		494	312478	0	0	0	52908	614		69650	1473	3134	15011	22463	9569	1107	32992	36658	76264	47581	58271	5281				0	36			3739	7103	18725	19521							0														99142				0		0	38		6516													1980			CONF	CONF					
652070																																																													0	0	0		0			228	1260		0	38888	0	0	0	30527	277		3697	247	1286	379	682	10316	17617	2160	2832	22	13	1042	2292				0	0			5965	409	0	0							0														0				0		0	34		0													188			CONF	CONF					
652874																																																													0	0	1554881	2079	0	123919	0	123919	22747		0	9808644	0	0	0	5614394	0	2225688	4088381	496136	391097	141240	685617	863421	2976988	2662329	538819	596994	273278	94333	20293	0	0	0	0	150	0		1	150703	18041	522046	0	0				0	0													0	8912282				0	0	1778530	2079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21153	0	0	CONF	CONF				0	
652959																																																													0	5216	0		3699			557	0		0	12300	0	0	0	1815	0		4231	0	165	397	65	1189	0	1156	2910	906	1240	3583	685				0	0			0	0	0	36							0													0	600				0		0	5		753													219			CONF	CONF				0	
653134																																																													0	2318	5676		2919			18773	8160		0	249198	0	0	0	45877	427		60806	2148	3914	9681	20628	8971	151	33360	39523	66738	48659	14249	0				0	31			12560	32195	10222	92656							0														113123				475		2163	25		2386													12810			CONF	CONF					
653433																																																													0	22570	21		21415			7817	1562		658	69143	0	0	0	6601	604		24391	500	995	2129	2958	0	0	22304	5892	17506	15429	923	216				0	37			844	0	3983	100							0														0				0		0	52		1223													1656			CONF	CONF					
653611																																																													0	9614	26714		977			22914	24260		15935	771394	0	0	0	144726	19479		9714	7679	20036	31872	39171	29910	15918	60143	45058	135555	212352	137441	35780				0	870			5981	8079	49080	171781							57														421275				114		0	738		263569													6677			CONF	CONF					
653778																																																													0	2622	1736		86			15684	2378		0	118742	0	0	0	62331	1062		7465	320	874	2501	3099	15372	39929	4240	9467	6783	6620	21383	7215				0	0			4184	6887	263	9935							240														62501				655		0	0		30													11544			CONF	CONF					
653947																																																													0	54670	2084		40622			61493	3940		2833	339232	0	0	0	13369	173		120148	51	39	182	961	751	11385	60957	59114	51863	62018	20168	70228				0	19			22382	29412	42448	61952							0													0	21592				4882		0	66		2754													1015			CONF	CONF				0	
654047																																																													0	976	0		686			1748	0		53	27371	0	0	0	20127	155		2147	618	264	1210	681	8241	9113	528	1011	2425	2352	733	195				0	0			525	15	483	277							0														0				0		0	0		1556													770			CONF	CONF					
654300																																																													0	581	39157		0			107	8610		0	230948	0	0	0	139599	3785	48576	9565	2116	5772	14939	18839	31815	65436	11286	5666	23295	22202	24706	4194				0	19			3980	2625	6521	25518						0	291														119050				0		0	35	0	240	0	0	0	0	0			0	0		0	0	171	0	0	CONF	CONF					
654579																																																													0	131	596		45			1121	195		0	36424	0	0	0	27953	742		2074	303	579	7820	16345	2646	0	1188	4	3113	2981	1161	0				0	0			0	37	4243	224							0														28695				0		0	0		957													180			CONF	CONF					
655530																																																													0	9133	1116		7605			5668	0		451	31016	0	0	0	536	0		7279	0	10	457	69	0	0	2255	5014	7026	11054	5131	0				0	0			288	1331	1603	2921							0													0	0				0		0	0		198													166			CONF	CONF				0	
655839																																																													0	120476	4247		11656			48068	5223		1502	489005	228	0	0	98793	1940		100267	2256	7526	9627	30308	48976	101	68710	30367	73539	131255	86569	0				1083	1084			6005	42877	55047	83730							0													0	154860				4029		0	333		2688													4481			CONF	CONF				0	
656032																																																													0	35821	148		26282			8784	1506		264	114635	0	0	0	18403	3087		23839	253	907	4605	4759	5240	2639	22237	4223	30471	16231	21581	1489				0	0			779	1157	9144	3381							0														56016				0		0	23		2785													3071			CONF	CONF					
656377																																																													0	7375	7080810	0	10647	1741287	0	1741287	246749		87915	23992717	0	9627	81902	8717180	396	2028830	1224275	45113	286776	571321	769639	660082	6363420	4678079	971852	1399374	1226400	3268152	3691703	0	0	0	4540	19565	0		428521	1712475	911342	2973468	0	9627				0	4400													0	14570190				63961	383	0	383	0	0	0	13138	0	5093	0	45730	0	0	0	0	0	0	40437	45730	393	CONF	CONF				0	
656470																																																													0	48838	55580		33303			143127	100756		13076	1476459	0	0	0	93775	4010		279664	10781	23213	17354	11389	6450	24588	393858	300993	448990	170263	56254	5019				3623	493			56632	251067	247480	383627							45													0	126796				0		0	1700		29948													9424			CONF	CONF				0	
656658																																																													0	5800	0		2476			1356	0		0	31789	0	0	0	1964	0		3909	0	45	1338	581	0	0	5091	6736	5472	6485	6041	0				0	0			47	124	3168	15640							0														0				0		0	7		476													731			CONF	CONF					
656779																																																													0	0	38531		0			2394	0		124	123203	0	0	0	73094	591		179	262	3679	9555	11631	31742	16112	3693	3504	14330	9970	17656	605				0	0			475	3281	1391	3132							40														70558				25		0	0		27													163			CONF	CONF					
657178																																																													0	0	12887		0			0	1623		0	117269	0	0	0	91699	268		53	354	1054	6468	12037	24829	46187	1546	980	4009	6832	3735	8416				0	11			0	0	0	10766							0														37489				123		0	1		0													14			CONF	CONF					
657271																																																													0	0	88540	0	274	85731	0	85731	68085		0	2861670	0	0	0	1524036	108528	556530	61819	9864	143103	87905	124470	522526	628794	14859	48932	185541	365436	664832	50758	0	0	0	0	13483	0		16712	44178	82738	80243	0	0				4	1732														1330235				4	1268	0	1268	0	416285	0	0	0	0	0	0	0	0	0	0	0	0	331569	0	0	CONF	CONF					
657365																																																													415	873	417229	0	0	1283544	0	1283544	1537		0	6181840	0	0	5800	994696	0	724310	2072803	15101	88419	36084	109091	488863	257138	1433139	536144	1851840	1239366	107411	5218	0	0	415	0	0	0		0	105534	768474	2558972	0	0				0	0														2453801				0	1504	42861	1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6201	0	747	CONF	CONF					
657459																																																													0	0	159818	349	0	547165	0	547165	35740		782	2163633	0	0	0	328068	8070	161745	380911	19487	10673	45232	75243	132016	43311	588708	87106	560728	462207	113458	18866	0	0	0	4006	0	0		51988	180087	292378	492192	0	0				0	66													0	1467598				179	360	0	709	0	2987	0	0	0	0	179	0	0	0	0	0	0	0	59643	0	0	CONF	CONF				0	
657758																																																													0	18827	0		10301			6895	1942		0	69134	0	0	0	9176	18		12670	130	430	1491	3434	937	2754	9029	13422	8814	10269	6870	11470				0	0			1353	3217	5247	8248							0													0	0				0		0	29		2060													1821			CONF	CONF				0	
657954																																																													0	36436	719		28882			18603	1054		99	140844	-12	0	0	35187	1331		31390	850	1537	8375	8545	9095	6753	8928	25313	43170	21413	5391	1430				0	19			2193	142	7400	4197							0														67212				88		0	56		3254													1260			CONF	CONF					
658072																																																													0	0	3073		0			0	1226		0	50115	0	0	0	40016	904		471	0	11	129	644	6656	32576	1448	460	844	626	1607	5114				0	0			0	0	2063	2698							0													0	46161				79		0	0		126													9			CONF	CONF				0	
658474																																																													0	0	0		0			0	0		0	89278	0	0	0	88618	0		39	4	15	683	1273	29236	57407	0	20	0	0	158	482				0	0			60	189	0	391							0														0				0		0	0		0													20			CONF	CONF					
658924																																																													0	1561	3520		734			28153	0		125	87514	0	0	0	27741	293		7734	813	1148	2071	3310	16926	3228	3802	4612	9553	15612	23507	2672				0	0			328	3214	5703	6652							0														0				405		0	45		3137													6308			CONF	CONF					
659341																																																													0	39238	19454		9931			21310	3442		1110	387415	0	0	0	45682	1155		41350	939	3934	8463	13022	13292	5779	24142	42909	104282	118915	48920	2329				0	3			3168	10003	138551	80829							0														62139				14604		4150	50		2330													7009			CONF	CONF					
659556																																																													0	72991	0		20308			23276	645		0	204405	0	2111	0	59446	466	55291	47681	2186	11491	29943	15461	311	0	23523	49908	51600	16447	2426	1054				0	30			4938	3050	9355	5007						0	0														141028				0		0	79	0	1450	0	0	0	0	0			0	0	0	0	0	1253	0	0	CONF	CONF					
659640																																																													0	515	0		56			816	0		0	37006	0	0	0	1	0		515	0	1	0	0	0	0	84	445	652	251	2736	31495				0	0			0	0	0	947							0														0				0		0	14		706													33951			CONF	CONF					
659734																																																													0	8095	0		4143			2974	596		0	28192	0	0	0	5093	34		5274	115	429	49	454	533	3512	4882	2257	1655	5208	2427	6670				0	8			0	0	3880	2818							0														0				0		0	16		418													117			CONF	CONF					
659855																																																													1403	719716	1532181	0	715496	2054843	0	2054843	540005		275561	18225528	12481	339	2070	2245653	23959	442309	2363661	266637	290227	559332	432301	685137	3367	4848082	2561198	4441800	2443965	1487350	27040	1403	0	0	72597	24082	0		291263	1317983	3060750	4406937	0	339				1000	1019													0	9581229				31949	104159	0	104159	0	478829	379	237	5958	4822	2039	10000	0	7514	6075	1377	0	0	372253	10000	46743	CONF	CONF				0	
660066																																																													0	26050	0		714			2140	0		297	51330	0	0	0	13303	0		4296	0	596	28	2593	9917	169	513	3187	4250	6988	23089	0				0	0			120	0	0	6524							0														22629				0		0	4		0													2178			CONF	CONF					
660253																																																													0	41472	1091		24934			8516	1068		0	112067	0	96	0	23210	900		32440	791	4134	4478	11264	2456	41	15326	15530	11245	26326	18129	2303				0	0			4130	90	3681	101							0														57171				0		0	11		1985													782			CONF	CONF					
660271																																																													0	21116	2010		10948			22767	12190		1743	254854	0	0	0	82046	2993		37005	5166	14056	2037	1487	8122	50341	43287	30967	29377	18575	18194	31780				0	0			5973	5134	46960	14565							130														135587				243		0	5589		11941													8879			CONF	CONF					
660570																																																													0	4327	28215		66			16054	8937		1559	337753	617	0	14385	97415	2731		7047	540	145	4784	19423	34531	37858	45322	18114	10779	81686	70161	13691				0	0			204	11174	58648	103884							0														0				509		4000	1147		0													9			CONF	CONF					
660655																																																													0	16526	391423	550	39057	848326	0	848326	75810		3286	3773362	0	299	0	142621	12053	67165	580120	12059	31162	49985	32931	15192	521	745033	626084	1295162	727731	212604	4723	0	0	0	2752	3401	0		23233	331440	402372	692088	0	299				0	0														2126142				0	2025	0	2575	0	719637	0	0	0	0	0	0	0	0	0	0	0	0	66463	0	493	CONF	CONF					
660879																																																													0	942	0		58			6728	0		0	39925	0	0	0	15672	364		5014	750	906	4753	665	1669	6930	1214	4837	5249	6715	2390	3509				0	0			0	2346	1080	2861							0														0				308		0	0		2655													7219			CONF	CONF					
