"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							23053	4679	68753	0	0	3484	0	21586	437350	383283	2234	390917	0	5194	5400	0	46433	800	437350	0	0	50540	0	0	800	0	83154	300129	4	1231	0	299381	294187	-5707	0	0	0	0	46433	0	21608	
1856																																							13813	542	7753	0	98	440	0	715	51455	44708	108	44816	0	374	0	0	6639	500	51455	0	0	566	0	0	5732	0	4358	40350	4	1231	0	27022	26648	-159	446	0	0	0	6639	0	1000	
2161																																							2464	4106	96603	0	0	19194	0	19385	375567	325003	6911	349914	0	2894	18000	0	25653	1000	375567	0	0	15651	0	0	20476	0	88504	236499	1b	1231	0	232592	229698	-11474	4117	0	0	0	25653	0	0	
2732																																							85205	7506	34821	0	1112	2818	0	7438	708541	587767	5128	592895	0	5062	0	0	115646	0	708541	0	0	110565	0	0	5789	0	130668	457099	2b	1231	0	574703	569641	-708	0	0	0	0	115646	0	0	
2750																																							262	1091	15296	0	0	265	0	4804	67208	55810	762	59897	0	512	3325	0	7311	111	67208	0	0	769	0	0	7500	0	7686	48124	4	1231	0	45805	45293	-1069	122	0	0	0	7311	75	0	
3252																																							0	9108	206078	0	0	513	0	5888	352036	313282	729	315011	0	3650	1000	0	37025	200	352036	0	0	40155	0	0	300	0	65780	247502	9	1231	0	121099	117449	-3630	13000	0	0	0	37025	0	0	
3458																																							3439	1944	17293	0	0	2468	0	2812	77576	71428	352	73280	0	607	500	0	4296	100	77576	0	0	4871	0	0	1101	0	12186	59242	5	1231	0	49101	48494	-1776	328	0	0	1000	4296	0	798	
3720																																							39860	6157	93288	0	0	4242	360	14526	386742	343688	2959	346647	0	1687	0	0	40095	2400	386742	0	0	31767	0	0	18600	0	105427	238261	1b	1231	-5227	189794	188107	-7445	225	0	0	0	40095	0	39977	
3971																																							44831	10562	190018	2551	9280	14353	894	37759	1194215	974334	15625	1071606	0	13751	81647	0	122609	98	1194215	0	0	21322	0	0	115831	0	168805	805529	1a	1231	0	895190	881439	-14642	1647	0	0	0	122609	881	0	
4156																																							1933	6776	54733	0	1783	5404	0	9351	273066	242489	1750	251866	0	2614	1500	0	21200	1200	273066	0	0	18735	0	0	6657	0	60273	182216	4	1231	0	192405	189791	-5392	3170	0	0	6127	21200	125	0	
4231																																							39335	1771	68375	0	0	839	0	6964	166135	147177	634	147811	0	908	0	0	18324	500	166135	0	0	10022	0	0	12100	0	40148	107029	2b	1231	0	48769	47861	-4298	0	0	0	0	18324	0	990	
5069																																							47763	2904	10656	0	0	28133	8971	9094	578206	340388	8099	348487	0	13568	0	0	229719	4500	578206	0	0	220759	0	0	4129	0	22561	317827	1a	1231	0	483372	469804	331	0	0	0	0	229719	881	0	
5135																																							72858	5797	97074	0	1042	6804	3075	17388	619466	497164	4750	513081	0	5315	11167	0	106385	651	619466	0	0	81934	0	0	24391	0	106311	390853	1b	1231	0	420743	415428	-591	0	0	0	0	106385	0	0	
5210																																							35740	17345	425114	2471	37366	26530	467	140035	2395476	1852208	24583	2134079	0	20172	237447	0	261397	4798	2395476	0	0	195083	0	0	108340	88	500093	1352115	2a	1231	0	1664980	1644808	-46824	0	0	0	19841	261397	918	64594	
5461																																							19405	17908	72741	0	47	12627	0	19873	800529	691545	8476	740021	0	6829	40000	0	60508	2059	800529	0	0	77560	0	0	4241	0	264476	427069	2b	1231	0	429907	423078	-23352	0	0	0	0	60508	0	234850	
5751																																							0	7086	112504	0	1089	1948	0	9276	310886	274940	1925	276865	0	2512	0	0	34021	600	310886	0	0	32245	0	0	8752	0	42599	232341	4	1231	0	165198	162686	-7576	10087	0	0	0	34021	0	6210	
6039																																							38844	5148	34995	0	0	8792	0	8362	469875	421236	4939	426175	0	5270	0	0	43700	469	469875	0	0	13047	0	0	30568	0	131375	289861	2b	1231	0	352004	346734	-384	27000	0	0	0	43700	0	0	
6329																																							207842	34469	178550	0	0	41076	370	47608	1938360	1738506	12917	1786423	0	23167	35000	0	151937	2600	1938360	0	0	127579	0	0	39400	1515	444222	1294284	2a	1231	0	1450096	1426929	-17642	1	0	0	0	151937	0	0	
7009																																							81127	505	125118	0	0	1782	0	11031	549044	427484	10374	437858	0	0	0	0	111186	500	549044	0	0	111234	0	0	552	0	111167	316317	2a	1231	0	328663	328663	-1100	0	0	0	0	111186	818	0	
7045																																							25443	3503	144449	0	0	1590	0	6481	295804	280737	961	281698	0	1129	0	0	14106	100	295804	0	0	24270	0	0	2325	0	35571	245166	1a	1231	0	115155	114026	-12589	0	0	0	0	14106	0	312	
7072																																							377	6158	36419	0	6796	12783	189	20942	445073	379850	4651	404001	0	3085	19500	0	41072	0	445073	0	0	40754	0	0	4060	548	67983	311867	1a	1231	0	309508	306423	-3742	9322	0	0	0	41072	0	45116	
7456																																							1812	2715	33095	0	0	759	0	4839	131288	120397	537	120934	0	930	0	0	10354	400	131288	0	0	5128	0	0	6600	0	30540	89857	4	1231	0	88998	88068	-1774	0	0	0	0	10354	0	0	
7634																																							9954	719	13034	0	0	382	0	1102	85904	76110	368	76478	0	1360	0	0	9426	200	85904	0	0	2817	0	0	8060	0	17049	59061	2b	1231	0	62073	60713	-1651	0	0	0	0	9426	0	0	
8462																																							1076	5113	106957	0	0	298	0	1354	197646	166364	1398	175062	0	1979	7300	0	22584	350	197646	0	0	29640	0	0	350	0	36170	130194	4	1231	0	80747	78768	-7756	4080	0	0	0	22584	0	0	
8631																																							8484	2919	18185	0	0	2687	0	3923	75656	68740	914	69654	0	407	0	0	6002	500	75656	0	0	6097	0	0	800	0	23738	45002	1a	1231	0	36956	36549	-1395	2909	0	0	0	6002	0	0	
9357																																							90123	3998	49566	1940	31044	2928	0	5718	540159	425946	7127	433073	0	3467	0	0	107086	500	540159	0	0	52314	0	0	56160	0	163718	262228	1b	1231	0	357440	353973	-1888	0	0	0	0	107086	869	0	
9553																																							4508	2482	37458	0	0	893	0	9976	231340	149606	1630	213053	0	1132	61817	0	18287	400	231340	0	0	21561	0	0	1700	0	31449	118157	4	1231	0	137166	136034	-5374	8435	0	0	0	18287	0	31554	
9807																																							146950	11860	354778	0	0	22518	2332	161179	2642308	2200651	17661	2300233	0	29071	50000	0	342075	20000	2642308	0	0	216257	0	0	112272	0	134639	2066012	2a	1231	0	1788730	1759659	-6454	0	0	0	31921	342075	1111	181921	
9955																																							51407	1942	60924	0	0	5497	0	4388	242096	188618	705	217824	0	1813	28501	0	24272	110	242096	0	0	24830	0	0	3023	0	45057	143561	4	1231	0	109752	107939	-3691	0	9999	0	0	24272	0	0	
10250																																							8025	4692	182470	0	0	8702	0	6280	659008	621594	2797	629391	0	4259	5000	0	29617	1500	659008	0	0	19583	0	0	37250	0	169670	451924	2b	1231	0	386514	382255	-28716	1300	0	0	0	29617	0	65284	
10849																																							6994	1727	57117	0	694	5891	0	4828	281254	253214	1102	254316	0	2852	0	0	26938	16	281254	0	0	16991	0	0	15375	0	36938	216276	1b	1231	0	206855	204003	-5444	0	0	0	0	26938	0	0	
11145																																							6929	8625	125681	87	-460	7288	0	20825	441819	378712	2579	405272	0	3834	23981	0	36547	1000	441819	0	0	24697	0	0	25000	0	84835	293877	1a	1231	0	264737	260903	-14150	11941	0	0	0	36547	0	0	
11640																																							12365	7404	107836	0	0	3772	0	25804	385159	345848	3391	349239	0	2892	0	0	35920	650	385159	0	0	3987	0	0	43395	0	85976	259872	1a	1231	0	230870	227978	-12112	0	0	0	0	35920	0	0	
11837																																							11281	833	69915	0	0	972	0	3074	159514	148601	249	148850	0	986	0	0	10664	314	159514	0	0	4162	0	0	11686	0	14566	134035	2b	1231	0	74425	73439	-5498	0	0	0	0	10664	0	0	
12030																																							72187	35302	55138	0	0	3714	695	29129	605602	503937	5833	509770	0	10244	0	0	95832	300	605602	0	0	95890	0	0	300	0	199246	304691	1a	1231	0	414819	404575	-658	4670	0	0	0	95832	0	192	
12142																																							18062	7043	65267	0	0	4471	0	12135	324738	304146	2995	307141	0	2359	0	0	17597	1250	324738	0	0	9938	0	0	22950	0	100547	203599	4	1231	0	160634	158275	-16541	6575	0	0	0	17597	0	52910	
12311	11192041	1664662	26800599	202216	5993461	1359127	9641	6519017	192859200	4110033	174775230	434147	2279561	11381921	845927	17649823	39999	192859200	422358	662546	3205620	2395913	780000	16483025	489712	2a	0	122672664	120393103	-2858821	0	134703	18083970	1209	15416141	0	0	0			26800599							157640100					11381921					422358	662546						34152536	123487564		1231					0	0	0	134703		1209		
12647																																							32537	2409	0	0	190	3065	0	2032	211509	176745	454	190049	0	1167	12850	0	21460	250	211509	0	0	4154	0	0	17056	0	53117	123628	1a	1231	0	111727	110560	0	0	0	0	0	21460	0	60716	
12946																																							7876	25929	574734	0	36870	66307	0	99179	2822316	2497602	23396	2611032	0	30224	90034	0	211284	1	2822316	0	0	186905	0	0	95183	9379	463950	2033652	2a	1231	0	2027770	1997546	-70805	0	0	0	0	211284	4496	0	
13103																																							199523	22371	385348	980	18069	27697	0	60526	3072018	2548185	43666	2658791	4408	21903	66940	0	408819	500	3072018	0	0	411077	0	0	34019	7068	407636	2140549	2a	1231	0	2331537	2309634	-36777	0	0	0	0	413227	14538	26264	
13251																																							6458	1571	3325	0	0	1336	0	1707	62693	54989	201	55190	0	725	0	0	7503	25	62693	0	0	3774	0	0	3975	0	11700	43289	4	1231	0	47831	47106	-271	1190	0	0	0	7503	0	0	
13457																																							954	723	2650	0	642	2116	0	582	47958	33364	231	33595	0	302	0	0	14363	50	47958	0	0	-120	0	0	14450	0	5857	27507	5	1231	0	35152	34850	-17	5441	0	0	0	14363	0	0	
14155																																							6415	6424	29148	0	0	6118	0	10858	373911	316352	2453	334805	0	4343	16000	0	39106	176	373911	0	0	39724	0	0	160	0	47994	268358	6	1231	0	319291	314948	-954	0	0	0	0	39106	0	0	
14650																																							3360	1197	0	0	0	238	0	2245	93973	84195	603	84798	0	1018	0	0	9175	200	93973	0	0	5835	0	0	3140	0	16228	67967	4	1231	0	72411	71393	0	9647	0	0	0	9175	0	5893	
14753																																							6624	1060	9776	0	0	88	0	866	57523	51157	207	51364	0	560	0	0	6159	300	57523	0	0	4360	0	977	1277	0	24326	26831	4	1231	0	27312	26752	-755	11681	0	0	0	6159	108	568	
14865																																							31270	19741	226429	0	787	9061	0	27722	850416	762857	9514	772371	0	6189	0	0	78045	730	850416	0	0	67634	0	0	15909	0	198851	564006	2a	1231	0	538044	531855	-6228	470	0	0	0	78045	0	3081	
14977																																							11917	614	4135	0	0	1505	0	789	57497	46053	296	46349	0	675	0	0	11148	0	57497	0	0	11153	0	0	0	0	13421	32632	1b	1231	0	38976	38301	-5	236	0	0	0	11148	0	0	
16551																																							1511	5352	75485	0	4557	9213	0	11828	442896	368366	1227	405093	0	4773	35500	0	37803	175	442896	0	0	24136	0	0	19825	697	96705	271661	2b	1231	0	314965	310192	-6333	0	0	0	0	37803	0	24061	
17110																																							39105	936	0	0	0	10942	0	4772	168541	114089	21242	135331	0	279	0	0	33210	300	168541	0	0	25924	0	0	6986	0	0	114089	1b	1231	0	85152	84873	0	0	0	0	0	33210	27813	100	
17147																																							410497	100514	1620209	0	744834	153674	4886	719684	18306406	14956079	341751	16049297	0	204681	621203	0	2257109	10871	18306406	0	0	762263	112728	125	1680013	15118	2409860	12546220	2a	1231	0	12465582	12260901	-196163	0	0	0	130264	2257109	0	2163361	
17259																																							2445	826	18559	0	0	1347	0	3310	72136	57083	1695	68000	0	218	2995	0	4136	769	72136	0	0	4308	0	0	769	0	15023	42060	4	1231	0	45565	45347	-1710	2	0	6227	0	4136	0	300	
17950																																							11219	12130	349813	0	4794	8214	0	19540	742124	690288	3158	693446	0	5890	0	0	48678	725	742124	0	0	44996	0	0	32837	0	159166	531122	2b	731	0	342304	336414	-29880	0	0	0	0	48678	0	0	
17978																																							31991	2828	0	0	0	5085	411	1770	311812	181054	443	181497	0	1437	0	0	130315	0	311812	0	0	130315	0	0	0	0	3059	177995	1a	1231	0	150293	148856	0	0	0	0	0	130315	0	120871	
18050																																							26838	8731	362856	0	0	12026	239	22940	966598	879303	4868	899149	0	6735	14978	0	67449	1214	966598	0	0	79745	0	0	34671	0	306020	573283	2b	1231	0	539703	532968	-48181	0	0	0	0	67449	0	0	
18827																																							11443	20663	397902	3739	47614	40304	36	136096	2713910	2256770	35299	2465191	0	21939	173122	0	248719	693	2713910	0	0	98250	0	0	162569	0	520594	1736176	2a	1231	0	2076541	2054602	-12793	0	0	0	0	248719	1511	0	
18836																																							18152	2161	36904	0	0	4674	273	8335	217462	196263	2731	198994	0	1697	0	0	18468	180	217462	0	0	19081	0	0	1676	0	56682	139581	2a	1231	0	148660	146963	-2469	0	0	0	0	18468	0	0	
18854																																							185076	25323	151872	0	8417	15376	0	33713	1773972	1580212	14429	1594641	0	19696	0	0	179331	40	1773972	0	0	170782	0	0	14198	0	452365	1127847	2a	1231	0	1373891	1354195	-5689	0	0	0	0	179331	0	0	
19356																																							2479	1054	16030	0	781	1228	361	5025	143322	125773	1102	131875	0	1293	5000	0	11447	2025	143322	0	0	4450	0	0	6200	0	27418	98355	5	1231	0	111510	110217	-1228	6147	0	0	0	11447	0	0	
19936																																							78689	2334	99339	0	0	3871	0	13109	439021	395824	3257	404320	0	4212	5239	0	34701	420	439021	0	0	29026	0	0	13797	0	91882	303942	2a	1231	0	240127	235915	-8542	0	0	0	0	34701	0	5764	
19972																																							25639	1545	0	0	0	327	0	6508	113480	88004	1307	89311	0	395	0	0	24169	0	113480	0	0	24169	0	0	0	0	124	87879	1a	1231	0	51209	50814	0	0	0	0	0	24169	1717	26930	
20053																																							359	5094	6889	0	0	371	0	3625	186812	157280	444	164724	0	1770	7000	0	22088	150	186812	0	0	16137	0	0	6053	0	38635	118645	4	930	0	159202	157432	-252	13042	0	0	0	22088	0	0	
20633																																							7589	4107	62477	0	0	5684	349	14135	362819	303715	2120	326088	0	2689	20253	0	36731	1106	362819	0	0	38179	0	0	2816	0	37329	266386	2b	1231	0	270229	267540	-5370	276	0	0	0	36731	662	0	
20857																																							21529	3317	136817	0	5435	7139	0	7092	614799	565983	2480	576192	0	2200	6769	0	38607	200	614799	0	0	2872	0	0	45893	0	138886	427097	2b	1231	0	339928	337728	-10358	0	0	0	960	38607	75	95667	
21256																																							963	303	2978	0	0	131	0	520	11841	10706	23	10729	0	113	0	0	1112	105	11841	0	0	624	0	0	495	0	3354	7352	5	1231	0	7059	6946	-112	0	0	0	0	1112	0	0	
21359																																							9704	1719	21143	0	0	406	83	1408	73692	68228	318	68546	0	479	0	0	5146	550	73692	0	0	3577	0	0	3350	0	16283	51945	5	1231	0	39468	38989	-2331	0	0	0	0	5146	0	240	
21658																																							4401	3901	54851	0	0	1596	40	6493	217792	188456	1472	200109	0	2384	10181	0	17683	100	217792	0	0	17669	0	0	4157	0	18860	169596	4	1231	0	148460	146076	-4243	340	0	0	0	17683	94	0	
22048																																							17210	3893	51871	0	0	3536	235	10514	310658	283270	2751	286527	0	3810	506	0	24131	1000	310658	0	0	23864	0	0	6650	0	54649	228621	2b	1231	0	227209	223399	-7383	0	0	0	0	24131	0	0	
22543																																							30652	796	7090	0	3754	17111	0	3003	361331	325101	1966	327067	0	2541	0	0	34264	602	361331	0	0	21891	0	0	11843	563	107095	218006	2a	1231	0	272577	270036	-72	28227	0	0	0	34264	99	0	
22552																																							1775	1506	17469	0	0	2243	298	2127	128232	104113	425	120662	0	894	6009	0	7570	100	128232	0	0	1884	0	0	7400	0	28336	75777	4	1231	0	102739	101845	-1814	0	0	10115	0	7570	77	892	
22730																																							10478	3702	119558	0	0	3003	0	10168	265093	236348	881	252683	0	1611	6217	0	12410	250	265093	0	0	22251	0	0	300	0	88395	147953	2b	1231	0	119663	118052	-10391	132	0	0	9237	12410	0	0	
23456																																							4586	5676	82624	0	4451	4845	0	6611	361022	324934	1592	335813	0	3242	9287	0	25209	126	361022	0	0	34720	0	0	1012	366	44325	280609	9	1231	0	248371	245129	-10649	6172	0	0	0	25209	0	562	
23504																																							298866	68787	856486	0	159276	96489	0	579746	13474036	10919188	113129	12063351	119	76068	905900	0	1410566	1	13474036	125134	125134	665855	0	0	840184	8973	2941021	7978167	2a	1231	-10191	10764583	10688515	-85283	0	0	0	0	1410685	2433	589331	
23643																																							6159	1212	76284	0	0	1153	65	9762	251544	232271	1314	240585	0	1696	7000	0	10959	200	251544	0	0	23075	0	0	2300	0	50154	182117	5	1231	0	156480	154784	-14616	2125	0	0	0	10959	0	0	
23755																																							18050	1377	49977	0	1319	5496	0	8315	317354	283281	2169	300450	0	1977	15000	0	16904	110	317354	0	0	23113	0	0	4615	0	62058	221223	4	1231	0	195351	193374	-10934	1329	0	0	0	16904	0	38117	
24006																																							29423	13265	290805	0	101871	24605	0	84805	2006689	1681955	16336	1726282	0	14662	13781	0	280407	0	2006689	14210	14210	176126	0	0	109346	0	211154	1470801	2a	1231	0	1346888	1332226	-5065	115479	0	0	0	280407	0	0	
24378																																							3617	649	4028	0	0	1512	0	1151	75885	61526	343	67869	0	312	6000	0	8016	0	75885	0	0	8165	0	0	0	0	12992	48534	1a	1231	0	54278	53966	-149	1282	0	0	0	8016	0	9680	
24659																																							5455	1341	28200	0	1226	666	69	988	111850	99356	444	99800	0	589	0	0	12050	50	111850	0	0	4074	0	0	7950	0	29855	69501	4	1231	0	50221	49632	-24	120	0	0	0	12050	15	24138	
24949																																							47523	5303	49532	0	839	4067	0	17030	486540	421846	4283	431129	0	6265	5000	0	55411	1800	486540	0	0	22907	0	0	33223	0	103774	318072	2b	1231	0	271731	265466	-2519	688	0	0	0	55411	0	96092	
25357																																							5706	6007	21535	0	394	5565	131	12907	631604	568301	2282	570583	0	6089	0	0	61021	1957	631604	0	0	10330	549	0	49558	0	81482	486819	1b	1231	0	516807	510718	-824	47270	0	0	0	61021	0	20822	
25647																																							37797	5447	24907	0	0	7102	0	5434	370488	331191	2570	333761	0	3663	0	0	36727	12	370488	0	0	7596	0	0	30829	0	48404	282787	2b	1231	0	293464	289801	-1710	0	0	0	0	36727	0	0	
26765																																							733694	32175	166581	0	5201	60162	4050	108607	4201765	3648776	44121	3842897	0	44656	150000	0	358868	2360	4201765	0	0	73290	0	0	308537	615	1119016	2529760	2a	1231	0	3129899	3085243	-25319	0	0	0	0	358868	0	5437	
27070																																							19183	11144	188552	0	16804	18683	0	49443	950710	681877	4974	828101	0	6358	141250	0	122609	0	950710	0	0	138382	0	0	0	83	64518	617359	2b	930	0	652029	645671	-15773	1147	0	0	0	122609	0	0	
27614																																							24314	7558	225378	0	2654	7470	0	21725	554046	521000	7591	528591	0	1671	0	0	25455	1515	554046	0	0	43485	0	0	11139	0	136091	384909	1a	1231	0	266618	264947	-30684	0	0	0	0	25455	0	0	
27847																																							20439	12552	133233	0	0	13465	21	29469	830415	741232	5011	766243	0	7364	20000	0	64172	430	830415	0	0	74569	0	0	7982	0	148186	593046	2a	1231	0	628582	621218	-18809	0	0	0	0	64172	0	18	
28013																																							225231	13550	1075741	0	41306	54377	0	284214	5848552	3972549	29878	5128912	108	37039	1096302	0	719532	0	5848552	17852	5183	312692	0	0	452663	0	734865	3237684	2a	1231	-14124	4162472	4125433	-31699	0	0	0	25000	719640	1038	9810	
28152																																							13513	2684	36339	0	0	1230	0	7004	226020	210450	2092	212542	0	1776	0	0	13478	105	226020	0	0	5889	0	0	12500	0	50579	159871	8	1231	0	148921	147145	-5016	0	0	0	0	13478	0	18105	
28675																																							660	1489	133598	0	511	1716	0	4348	259654	224758	1058	236868	0	1076	11052	0	22786	0	259654	0	0	27094	0	0	0	0	13160	211598	6	1231	0	118394	117318	-4308	0	0	0	0	22786	14	0	
28732																																							14962	2815	19843	0	0	2824	0	2839	152437	132513	1701	134214	0	1279	0	0	18223	250	152437	0	0	19166	0	0	307	0	48762	83751	1a	1231	0	95850	94571	-1500	4819	0	0	0	18223	0	9764	
29476																																							1266	1760	4069	0	199	2191	18	5399	110086	92699	755	94133	0	1451	679	0	15953	0	110086	0	0	10222	0	0	6069	0	11149	81550	1b	1231	-41	93456	92005	-297	2525	0	0	0	15953	0	654	
29636																																							148004	15068	152115	0	13304	20530	1234	76167	1471624	1210622	26463	1410339	0	6668	0	0	61285	1	1471624	0	0	11847	0	0	124806	540	264735	945887	2a	1231	0	666876	660208	-75369	0	0	0	173254	61285	439	384015	
29878																																							87188	6589	41627	0	0	19233	5841	27403	2175342	1401818	46140	1447958	0	17259	0	0	727384	0	2175342	0	0	735721	0	0	0	0	55531	1346287	1a	930	0	2004720	1987461	-8337	0	0	0	0	727384	0	0	
30052																																							3060	935	0	0	0	2266	0	318	45415	38751	170	38921	0	438	0	0	6494	1000	45415	0	0	4963	0	0	531	0	15432	23319	2a	1231	0	28902	28464	0	6356	0	0	0	6494	0	4016	
