"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
927134	22063	23985	561	0	0	930	0	0	23985	0	0	-1553	
927479	124212	124366	-520	0	0	0	0	0	124366	285	0	81	
928056	98680	97821	1520	0	0	0	0	0	97821	0	0	-661	
928421	243444	243408	4094	0	0	2000	0	0	243408	0	0	-2058	
928618	116924	115322	2029	0	0	750	0	0	115322	0	0	323	
929352	1302931	1289645	13220	0	0	0	0	0	1289645	0	0	66	
929932	46833	47025	1340	0	0	550	0	0	47025	0	0	-982	
929978	414980	406929	9934	0	0	0	0	0	406929	236	0	-2119	
930358	124815	124602	982	0	0	600	0	0	124602	0	0	-169	
930442	104171	102515	2645	0	0	0	0	0	102515	0	0	-989	
930853	28268	27197	1559	0	0	313	0	0	27197	0	0	-175	
930965	790567	830706	-38374	0	0	0	0	0	830706	0	0	-1765	
931038	116333	113590	2940	0	0	0	0	0	113590	0	0	-197	
931047	20768	20225	1086	0	0	539	0	0	20225	0	0	-4	
931159	5883	5583	822	0	0	300	0	0	5583	0	0	-222	
931207	7933	7447	501	0	0	0	0	0	7447	0	0	-15	
931270	23100	22734	194	0	0	0	0	0	22734	0	0	172	
931355	15612	15226	628	0	0	275	0	0	15226	0	0	33	
931458	1551	1539	12	0	0	0	0	0	1539	0	0	0	
931944	18336	18376	264	0	0	59	0	0	18376	0	0	-245	
932633	13434	13319	327	0	0	200	0	0	13319	0	0	-12	
932642	17095	17084	151	0	0	60	0	0	17084	0	0	-80	
932745	36022	36596	1139	0	0	1500	0	0	36596	0	0	-213	
932978	529177	526564	22297	0	0	16000	0	0	526564	0	0	-3684	
933023	579520	570100	9984	0	0	0	0	0	570100	0	0	-564	
933041	103979	101860	2059	0	1000	0	0	0	101860	0	0	-940	
933256	355819	353994	7677	0	0	5250	0	0	353994	0	0	-602	
933340	42474	39651	2823	0	0	0	0	0	39651	0	0	0	
933377	130427	128285	2890	0	0	604	0	0	128285	0	0	-144	
933621	316355	313365	6451	0	0	6000	0	0	313365	0	0	2539	
933966	2072130	2061860	49986	0	0	28000	0	0	2061860	0	0	-11716	
933975	378961	373331	9443	0	0	2787	0	0	373331	0	0	-1026	
934271	125919	101039	7274	0	0	3000	0	0	101039	20590	0	16	
934329	3678000	4000000	59000	0	0	0	0	0	4000000	-380000	0	-1000	
934673	77104	76187	784	0	0	0	0	0	76187	296	0	-163	
935250	63634	61623	2041	0	0	100	0	0	61623	0	0	70	
935308	55472	56192	430	0	0	0	0	0	56192	0	0	-1150	
935559	30891	30640	1194	0	0	560	0	0	30640	0	0	-383	
935577	20194	20287	22	0	0	0	0	0	20287	19	0	-134	
935719	16665	16521	671	0	0	0	0	0	16521	0	0	-527	
936136	641746	619889	22988	0	0	0	0	0	619889	0	0	-1131	
936426	1277680	1268441	32697	0	0	15660	0	-1002	1267439	0	0	-6796	
936462	2199069	2235605	-113293	0	0	64996	0	0	2235605	0	0	141753	
936583	291692	290808	1888	0	0	0	0	0	290808	0	0	-1004	
936640	27284	26541	800	0	0	0	0	0	26541	0	0	-57	
936837	22513	22397	1026	0	0	750	0	0	22397	0	0	-160	
936855	3176063	3123374	113921	0	0	22500	0	0	3123374	0	0	-38732	
937339	29930	29909	435	0	0	226	0	0	29909	0	0	-188	
937553	12985	13949	751	0	0	1367	0	0	13949	0	0	-348	
937740	53995	55087	461	0	0	225	0	0	55087	0	0	-1328	
937759	15848	15828	191	0	0	0	0	0	15828	0	0	-171	
937834	3457	3374	154	0	0	0	0	0	3374	0	0	-71	
937843	6888	6802	301	0	0	120	0	0	6802	0	0	-95	
938354	13077	12859	218	0	0	0	0	0	12859	0	0	0	
938550	10501	9878	624	0	0	0	0	0	9878	0	0	-1	
938859	106059	101499	7820	0	0	2934	0	0	101499	0	0	-326	
939070	18995	19090	-95	0	0	0	0	0	19090	0	0	0	
939249	184060	185083	3346	0	0	2000	0	0	185083	0	0	-2369	
940021	11137	10728	430	0	0	55	0	0	10728	0	0	34	
940311	2943000	3001000	117000	0	0	150000	0	0	3001000	0	0	-25000	
940674	16428	17067	-151	0	0	100	0	-292	16775	0	0	-96	
940731	30306	30393	869	0	0	550	0	0	30393	0	0	-406	
940852	4596	4950	58	0	0	237	0	0	4950	0	0	-175	
941541	7358	7432	191	0	0	105	0	0	7432	0	0	-160	
941804	14909	14959	450	0	0	223	0	0	14959	0	0	-277	
942454	22342	21886	472	0	0	200	0	0	21886	0	0	184	
942539	26444	25882	1040	0	0	281	0	0	25882	0	0	-197	
942847	21369	21024	499	0	0	0	0	0	21024	0	0	-154	
943143	9148	9165	-32	0	0	0	0	0	9165	0	0	15	
943152	1635	1694	-20	0	0	0	0	0	1694	0	0	-39	
943273	9016	8983	28	0	0	0	0	0	8983	0	0	5	
943675	60183	59919	1019	0	0	375	0	0	59919	0	0	-380	
943853	8400	8085	313	0	0	0	0	0	8085	0	0	2	
943974	15065	15613	44	0	0	0	0	0	15613	0	0	-592	
944047	42976	41447	1541	0	0	0	0	0	41447	0	0	-12	
944337	29021	29512	989	0	0	1250	0	0	29512	0	0	-230	
944355	54222	53905	467	0	0	0	0	0	53905	0	0	-150	
944627	37080	37148	1033	0	0	520	0	0	37148	0	0	-581	
944739	2351	3804	791	0	0	0	0	0	3804	0	0	-2244	
944748	7189	7599	164	0	0	446	0	0	7599	0	0	-128	
944935	7225	7250	134	0	0	84	0	0	7250	0	0	-75	
945026	33954	35910	531	0	0	744	0	0	35910	0	0	-1743	
945053	371778	376044	9846	0	0	4042	0	0	376044	0	0	-10070	
945071	53738	53306	932	0	0	0	0	0	53306	0	0	-500	
945950	7961	8093	138	0	0	391	0	0	8093	0	0	121	
946274	22210	21683	550	0	0	0	0	0	21683	0	0	-23	
946555	21754	21959	522	0	0	0	0	0	21959	0	0	-727	
947525	17392	17810	56	0	0	0	0	0	17810	0	0	-474	
947749	51177	48910	2379	0	0	50	0	0	48910	0	0	-62	
947776	17131	17488	310	0	0	0	0	0	17488	0	0	-667	
948250	17042	17659	775	0	0	675	0	0	17659	0	0	-717	
948278	17240	17562	-322	0	0	0	0	0	17562	0	0	0	
948531	21981	21447	1027	0	0	500	0	0	21447	0	0	7	
949154	437192	435774	11342	0	0	5200	0	0	435774	0	0	-4724	
949453	4494	4375	181	0	0	0	0	0	4375	0	0	-62	
950141	81467	79418	3299	0	0	1000	0	0	79418	0	0	-250	
950178	107556	108137	-652	0	0	0	0	0	108137	0	0	71	
950356	10637	11726	425	0	0	1141	0	0	11726	0	0	-373	
950758	21114	20794	693	0	0	0	0	0	20794	0	0	-373	
951102	60463	59939	1108	0	0	0	0	0	59939	0	0	-584	
952172	141252	139796	560	0	0	0	0	0	139796	443	0	453	
952257	12831	12912	192	0	0	50	0	0	12912	0	0	-223	
952677	213803	209772	4489	0	93	0	0	0	209772	0	0	-551	
952846	16058	15926	132	0	0	0	0	0	15926	0	0	0	
953535	70930	70058	978	0	0	0	102	0	70058	0	0	-4	
953843	31385	30854	1952	0	0	1500	0	0	30854	0	0	79	
953852	16681	16376	604	0	0	395	0	0	16376	0	0	96	
954158	9417	9748	177	0	0	250	0	0	9748	0	0	-258	
954251	21892	21467	689	0	0	346	0	0	21467	0	0	82	
954279	60167	60551	918	0	0	0	0	0	60551	0	0	-1302	
954653	9621	9681	150	0	0	170	0	0	9681	0	0	-40	
954671	23443	23338	994	0	0	600	0	0	23338	0	0	-289	
955753	11179	11175	232	0	0	0	0	0	11175	0	0	-228	
955940	22715	22729	725	0	0	535	0	0	22729	0	0	-204	
955959	30019	30654	465	0	0	0	0	0	30654	0	0	-1100	
955977	89712	63102	-4939	31842	0	0	0	0	63102	29	0	-322	
956134	6256	6984	64	0	0	50	0	0	6984	0	0	-742	
956152	7975	8028	385	0	0	0	0	0	8028	0	0	-438	
956255	17339	18398	631	0	0	550	0	0	18398	0	0	-1140	
956358	8872	9089	542	0	0	550	0	0	9089	0	0	-209	
956376	19521	19519	259	0	0	0	0	0	19519	0	0	-257	
956527	25946	25647	366	0	0	0	0	0	25647	0	0	-67	
956554	22454	21931	568	0	0	0	0	0	21931	0	0	-45	
956750	70119	70752	2063	0	0	0	0	0	70752	80	0	-2776	
956938	112860	109697	3349	0	0	0	0	0	109697	42	0	-228	
956956	18845	17993	716	0	0	174	0	0	17993	0	0	310	
957757	27799	27142	854	0	0	0	0	0	27142	0	0	-197	
958204	160399	157602	1363	0	0	0	0	0	157602	0	0	1434	
958231	9910	10154	217	0	0	461	0	0	10154	0	0	0	
958558	44276	43414	961	0	0	0	0	0	43414	0	0	-99	
958727	365167	365149	6912	0	0	6250	0	0	365149	128	0	-772	
958763	16619	16695	352	0	0	0	0	0	16695	0	0	-428	
959304	808505	799324	6315	0	0	0	0	0	799324	0	0	2866	
959443	34237	34646	720	0	-154	372	0	0	34646	0	0	-603	
959630	3352	3437	-14	0	0	0	0	0	3437	0	0	-71	
959715	130035	128319	1901	0	0	0	0	0	128319	0	0	-185	
960047	8043	7935	211	0	0	85	0	0	7935	0	0	-18	
960551	8449	10356	244	0	0	193	0	0	10356	0	0	-1958	
960560	91986	90658	1397	0	0	0	0	0	90658	-36	0	-33	
960935	154143	150985	3675	0	0	500	0	0	150985	0	0	-17	
961259	24411	26957	3586	0	0	3250	0	0	26957	0	0	-2882	
961343	22598	22576	400	0	0	220	0	0	22576	0	0	-158	
961400	63218	62416	943	0	0	0	0	0	62416	0	0	-141	
961446	12797	12522	403	0	0	64	0	0	12522	0	0	-64	
961576	299201	296103	4584	0	0	1061	0	0	296103	-414	0	-11	
961624	1098618	1094474	8378	0	0	0	0	0	1094474	0	0	-4234	
961811	31365	31269	922	0	0	620	0	0	31269	0	0	-206	
962313	13276	12797	628	0	0	0	0	0	12797	0	0	-149	
962890	223273	221267	5051	0	0	2500	0	0	221267	158	0	-703	
962966	3501593	3402714	99808	0	63	0	0	0	3402714	0	0	-992	
963002	44623	44403	234	0	0	0	0	0	44403	0	0	-14	
963730	39019	37651	1368	0	0	0	0	0	37651	0	0	0	
963945	1719140	1645882	87610	0	49018	64614	0	0	1645882	0	0	1244	
964157	34413	33223	1274	0	0	0	0	0	33223	0	0	-84	
964250	8599	8554	311	0	0	200	0	0	8554	0	0	-66	
965051	7700	7566	289	0	0	0	0	0	7566	0	0	-155	
965789	237571	227706	4771	0	5000	0	0	0	227706	558	0	-464	
966272	15901	15871	230	0	0	0	0	0	15871	0	0	-200	
966722	37683	38398	540	0	0	237	0	0	38398	0	0	-1018	
966731	24931	25075	1273	0	0	864	0	0	25075	0	0	-553	
966973	20245	20223	25	0	0	0	0	0	20223	0	0	-3	
967046	74949	72743	2654	0	0	650	0	0	72743	0	0	202	
967952	19126	18988	230	0	0	0	0	0	18988	0	0	-92	
968070	943135	936281	13708	0	-2421	0	0	0	936281	196	0	-4629	
968155	11923	12349	341	0	0	650	0	0	12349	0	0	-117	
968249	34498	35607	413	0	0	325	0	0	35607	0	0	-1197	
968744	38197	37718	874	0	0	0	0	0	37718	0	0	-395	
969059	6448	7277	270	0	0	1000	0	0	7277	0	0	-99	
969255	34287	32572	1636	0	0	0	0	0	32572	0	0	79	
969639	21585	21538	406	0	0	0	0	-40	21498	0	0	-319	
969844	22305	22136	211	0	0	46	0	0	22136	0	0	4	
969956	8224	8281	335	0	0	0	0	0	8281	0	0	-392	
970055	23279	21034	636	0	0	1214	0	0	21034	0	0	2823	
971070	13553	13734	-77	0	0	0	0	0	13734	0	0	-104	
971379	2277	2339	-32	0	0	0	0	-30	2309	0	0	0	
971959	285180	252528	11215	24674	0	694	0	0	252528	0	0	-2543	
972143	14768	13512	445	0	1000	125	0	0	13512	0	0	-64	
972406	44792	50235	8841	0	0	14284	0	0	50235	0	0	0	
972648	182992	188220	3250	0	0	7000	0	0	188220	0	0	-1478	
972732	108605	106543	3486	0	0	471	0	0	106543	0	0	-953	
972750	7980	8023	161	0	0	125	0	0	8023	0	0	-79	
972769	93003	92052	984	0	0	0	0	0	92052	0	0	-33	
972862	122009	122768	3778	0	0	3785	0	0	122768	84	0	-836	
973252	5583	5552	151	0	0	70	0	0	5552	0	0	-50	
974558	20199	19905	335	0	0	0	0	0	19905	0	0	-41	
974754	35331	38549	1861	0	0	2135	0	0	38549	0	0	-2944	
975153	35846	35739	671	0	0	303	0	0	35739	0	0	-261	
975256	55354	55869	2195	0	0	2300	0	0	55869	0	0	-410	
975452	5619	5481	117	0	0	0	0	0	5481	0	0	21	
975751	249623	247885	11238	0	0	9500	0	0	247885	0	0	0	
975854	45913	44796	1102	0	0	0	0	0	44796	0	0	15	
976534	20498	20624	154	0	0	62	0	2	20626	0	0	-220	
976552	88499	89296	-14	0	0	0	0	0	89296	0	0	-783	
976703	358303	345481	21975	0	0	8400	0	0	345481	0	0	-753	
976954	1987	1961	26	0	0	0	0	0	1961	0	0	0	
977045	5431	5618	220	0	0	400	0	0	5618	0	0	-7	
977250	42611	41604	966	0	0	0	0	0	41604	0	0	41	
977616	27762	27262	633	0	0	0	0	0	27262	0	0	-133	
977652	16292	16257	489	0	0	374	0	0	16257	0	0	-80	
977951	79105	78103	478	0	0	10	0	0	78103	0	0	534	
978118	316261	313381	7591	0	0	2952	0	0	313381	0	0	-1759	
979133	12910	13384	228	0	0	0	0	0	13384	0	0	-702	
979151	24212	25314	498	0	0	1162	0	0	25314	0	0	-438	
979357	5871	5748	101	0	0	0	0	0	5748	0	0	22	
979375	314555	313718	881	0	0	0	0	0	313718	729	0	-773	
979629	78425	76413	2222	0	0	783	0	0	76413	149	0	424	
979759	38730	39723	779	0	0	0	0	0	39723	0	0	-1772	
980438	24836	25213	405	0	0	750	0	0	25213	0	0	-32	
980531	99115	99297	3903	0	0	1273	0	-7	99290	0	0	-2805	
980661	2501924	2471680	56104	0	-390	35000	0	0	2471680	3100	0	6430	
980773	56961	56308	469	0	0	0	0	0	56308	0	0	184	
980951	23603	24319	464	0	0	300	0	0	24319	0	0	-880	
980960	110021	107897	3424	0	0	1300	0	0	107897	0	0	0	
981275	1017428	1020330	18518	0	0	13000	0	0	1020330	-58	0	-8362	
981350	2407	2300	103	0	0	0	0	0	2300	0	0	4	
981453	2767	2910	34	0	0	49	0	0	2910	0	0	-128	
982142	130853	130640	3208	0	0	2300	0	0	130640	0	0	-695	
982348	98369	99152	3476	0	0	2462	0	0	99152	12	153	-1962	
982553	54900	53285	1794	0	0	150	0	0	53285	0	0	-29	
983055	3278	3278	18	0	0	0	0	0	3278	0	0	-18	
983158	6398	6221	377	0	0	200	0	0	6221	0	0	0	
983457	161223	161146	3993	0	0	2500	0	0	161146	0	0	-1416	
983550	10030	10627	531	0	0	0	0	0	10627	0	0	-1128	
984258	50090	51122	1341	0	0	1750	0	0	51122	0	0	-623	
984351	8545	8913	496	0	0	343	0	0	8913	0	0	-521	
984454	7947	9040	185	0	0	1200	0	0	9040	0	0	-78	
984856	14628	14437	497	0	0	200	0	0	14437	0	0	-106	
985451	15221	13980	1015	0	0	0	0	0	13980	0	0	226	
985479	52926	52846	1574	0	0	506	0	0	52846	0	0	-988	
986159	10564	10334	437	0	0	109	0	0	10334	0	0	-98	
986551	13346	13074	264	0	0	0	0	0	13074	0	0	8	
986757	4663	4671	58	0	0	20	0	0	4671	0	0	-46	
986935	14190	14539	293	0	0	0	0	0	14539	0	0	-642	
987231	34315	33948	1102	0	-12	547	0	0	33948	0	0	-176	
987259	29846	30167	991	0	0	1157	0	0	30167	0	0	-155	
987576	6731	6689	42	0	0	0	0	0	6689	0	0	0	
987651	20042	19785	721	0	0	230	0	0	19785	0	0	-234	
987848	10889	11077	188	0	0	0	0	0	11077	0	0	-376	
988144	20231	20191	22	0	0	0	0	0	20191	0	0	18	
988153	62946	61049	3525	0	0	1500	0	0	61049	0	0	-128	
988256	7856	7771	26	0	0	0	0	0	7771	0	0	59	
988452	11115	11818	467	0	0	360	0	0	11818	0	0	-810	
989141	28669	28626	259	0	0	0	0	0	28626	0	0	-216	
989347	50085	47963	2386	0	0	260	0	0	47963	0	0	-4	
989534	21431	21815	792	0	0	1176	0	0	21815	0	0	0	
989730	35019	34610	892	0	0	350	0	0	34610	0	0	-133	
989758	17172	16447	819	0	0	0	0	0	16447	0	0	-94	
989851	8812	8903	127	0	0	0	0	0	8903	0	0	-218	
990053	20776	21338	1170	0	0	1714	0	0	21338	0	0	-18	
990352	85799	85563	2035	0	0	1500	0	0	85563	0	0	-299	
990642	30071	29697	695	0	0	0	0	0	29697	0	0	-321	
991078	5718	5657	61	0	0	0	0	0	5657	0	0	0	
991135	10598	10332	284	0	0	0	0	0	10332	0	0	-18	
991340	980669	965688	30894	0	0	12961	0	0	965688	0	0	-2952	
991359	18684	23566	1146	0	0	6000	0	0	23566	0	0	-28	
991555	11861	12501	245	0	0	0	0	0	12501	0	0	-885	
991621	59730	59269	2283	0	0	725	0	0	59269	0	0	-1097	
991854	1782	1770	110	0	0	100	0	0	1770	0	0	2	
992851	19876	21254	645	0	0	687	0	0	21254	0	0	-1336	
993250	22057	21416	387	0	400	150	0	0	21416	0	0	4	
994435	135367	131356	5637	0	0	0	0	0	131356	45	0	-1671	
994770	3165	3152	13	0	0	0	0	0	3152	0	0	0	
995076	325729	317500	12651	0	0	5295	0	0	317500	0	0	873	
995272	132877	132560	787	0	0	0	0	0	132560	0	0	-470	
995517	51082	49451	1757	0	0	0	0	0	49451	0	0	-126	
995571	18260	18499	1084	0	0	800	0	0	18499	0	0	-523	
995674	17045	16050	563	0	750	318	0	0	16050	0	0	0	
995955	5129	5126	219	0	0	246	0	0	5126	0	0	30	
996260	677356	669696	9341	0	0	0	0	0	669696	22	0	-1703	
997155	9108	9250	107	0	0	210	0	0	9250	0	0	-39	
997557	5458	5479	155	0	0	0	0	0	5479	9	0	-185	
997847	76703	75748	2032	0	0	0	0	0	75748	0	0	-1077	
998358	4765	4424	351	0	0	0	0	0	4424	0	0	-10	
998648	19994	19746	315	0	0	0	0	0	19746	0	0	-67	
998657	9378	9202	163	0	0	0	0	0	9202	0	0	13	
998844	107359	107774	3844	0	0	4080	0	0	107774	0	0	-179	
999935	55554	53969	2174	0	0	600	0	0	53969	0	0	11	
1000052	57684	55998	1810	0	0	0	0	0	55998	0	0	-124	
1000276	53203	53371	307	0	0	0	0	0	53371	0	0	-475	
1000641	77254	75621	1942	0	0	323	0	0	75621	0	0	14	
1000856	5584	5545	12	0	0	0	0	0	5545	0	0	27	
1000959	24076	23697	786	0	0	471	0	0	23697	0	0	64	
1001059	64879	63838	2212	0	0	0	0	0	63838	0	0	-1171	
1001152	1549261	1536535	61564	0	0	40000	0	0	1536535	0	0	-8838	
1001639	365820	359889	8404	0	0	3075	0	0	359889	0	0	602	
1001648	260009	252316	7842	0	5500	5200	0	0	252316	0	0	-449	
1001853	39765	38978	809	0	0	0	0	0	38978	0	0	-22	
1002373	71294	72832	542	0	0	0	0	0	72832	0	0	-2080	
1002458	10136	9969	181	0	0	0	0	0	9969	0	0	-14	
1002878	1512748	1507851	32526	0	0	25000	0	0	1507851	1303	0	-3932	
1002953	13009	12654	394	0	0	0	0	0	12654	0	0	-39	
1003455	6913	7774	478	0	0	0	0	0	7774	0	0	-1339	
1003558	20229	20119	587	0	0	500	0	0	20119	0	0	23	
1003839	73897	73089	1026	0	0	176	0	0	73089	0	0	-42	
1003950	10192	8371	238	0	1692	0	0	0	8371	0	0	-109	
1004256	4590	4580	101	0	0	50	0	0	4580	0	0	-41	
1004470	158045	154445	3885	0	0	0	0	0	154445	0	0	-285	
1005075	78586	78564	22	0	0	0	0	0	78564	0	0	0	
1005552	18346	18380	294	0	0	0	0	-66	18314	0	0	-262	
1005655	15443	14915	561	0	0	0	0	0	14915	0	0	-33	
1005851	12287	11756	231	0	500	200	0	0	11756	0	0	0	
1006148	131741	132298	1601	0	0	1191	0	0	132298	0	0	-967	
1006157	4993	6178	201	0	0	550	0	0	6178	0	0	-836	
1006513	28434	28693	863	0	0	685	0	0	28693	0	0	-437	
1006559	13962	13973	292	0	0	250	0	0	13973	0	0	-53	
1006652	19732	21415	1389	0	0	3152	0	0	21415	0	0	80	
1007015	399960	392674	8006	0	0	1050	0	0	392674	0	0	330	
1007051	11844	12007	113	0	0	63	0	0	12007	0	0	-213	
1007154	63744	63853	80	0	0	0	0	0	63853	0	0	-189	
1007417	56523	58492	3892	0	0	1668	0	0	58492	0	0	-4193	
1007734	37052	35604	545	0	1057	0	0	0	35604	0	0	-154	
1007752	24432	24253	611	0	0	0	0	0	24253	0	0	-432	
1007819	189936	187921	5659	0	0	2197	0	0	187921	0	0	-1447	
1007873	61522	61058	456	0	0	0	0	0	61058	0	0	8	
1007930	9755	9457	326	0	0	0	0	0	9457	0	0	-28	
1007958	6364	6365	172	0	0	99	0	0	6365	0	0	-74	
1008076	20653	21512	-211	0	0	0	0	0	21512	0	0	-648	
1008151	7339	7298	373	0	0	157	0	0	7298	0	0	-175	
1008209	22060	22199	180	0	0	167	0	0	22199	0	0	-152	
1008432	41453	40630	1577	0	0	700	0	0	40630	0	0	-54	
1008450	4062	3997	70	0	0	0	0	0	3997	0	0	-5	
1008553	13228	13798	476	0	0	1100	0	0	13798	196	0	-142	
1008674	52004	53509	256	0	0	0	0	0	53509	0	0	-1761	
1008955	8206	8455	273	0	0	221	0	0	8455	0	0	-301	
1009242	101688	100586	2210	0	0	0	0	0	100586	0	0	-1108	
1009354	337840	338410	9876	0	0	0	0	0	338410	0	0	-10446	
1009756	31418	31803	868	0	0	757	0	0	31803	0	0	-496	
1009840	8697	8944	106	0	0	0	0	-14	8930	0	0	-339	
1010015	32467	32430	755	0	0	456	0	0	32430	0	0	-262	
1010574	30072	29575	599	0	0	0	0	0	29575	0	0	-102	
1011432	20875	20260	576	0	0	0	0	0	20260	0	0	39	
1011526	618627	599239	29864	0	0	0	0	0	599239	748	0	-11224	
1011553	10195	10093	182	0	0	0	0	0	10093	0	0	-80	
1011638	119329	116676	4555	0	0	600	0	0	116676	0	0	-1302	
1011656	22916	22796	118	0	0	0	0	0	22796	0	0	2	
1011852	2114	2076	38	0	0	0	0	0	2076	0	0	0	
1011955	60949	61110	1981	0	0	1400	0	0	61110	0	0	-742	
1012251	42551	43376	594	0	0	415	0	0	43376	0	0	-1004	
1012457	4265	4103	136	0	0	0	0	0	4103	0	0	26	
1012671	121812	121182	815	0	0	0	0	0	121182	0	0	-185	
1013070	125870	125376	1398	0	0	0	0	0	125376	0	0	-904	
1013650	17299	17127	400	0	0	0	0	0	17127	0	0	-228	
1013744	63249	24388	-249	0	0	0	0	0	24388	39460	0	-350	
1014059	10195	10943	259	0	0	950	0	0	10943	0	0	-57	
1014125	76487	75604	1848	0	0	590	0	0	75604	0	0	-375	
1014246	9132	9050	234	0	0	150	0	0	9050	0	0	-2	
1014255	4350	4169	181	0	0	0	0	0	4169	0	0	0	
1014376	37130	36703	560	0	0	0	0	0	36703	0	0	-133	
1014451	6423	6094	468	0	0	50	0	0	6094	0	0	-89	
1014554	8302	8698	344	0	0	740	0	0	8698	0	0	0	
1014657	50910	50331	1831	0	0	1753	0	0	50331	0	0	501	
1014853	20981	23303	623	0	0	0	0	0	23303	0	0	-2945	
1015252	37945	36294	3590	0	0	1200	0	0	36294	0	0	-739	
1015270	31433	32536	318	0	0	0	0	0	32536	0	0	-1421	
1015458	8007	7810	195	0	1	0	0	0	7810	0	0	1	
1015560	458908	453425	5483	0	0	0	0	0	453425	0	0	0	
1015832	22798	23194	-506	0	-50	0	0	0	23194	0	0	160	
1015841	14168	14612	605	0	0	426	0	0	14612	0	0	-623	
1015850	49475	47638	2154	0	0	0	0	0	47638	0	0	-317	
1016174	36832	36656	11	0	0	0	0	224	36880	0	0	-59	
1016231	146875	146571	1952	0	0	1587	0	0	146571	0	0	-61	
1016259	93594	92705	4183	0	0	2300	0	0	92705	0	0	-994	
1016558	4241	4172	116	0	0	0	0	0	4172	0	0	-47	
1016718	42611	42074	789	0	0	0	0	0	42074	0	0	-252	
1016848	8565	8925	375	0	0	675	0	0	8925	0	0	-60	
1016857	89445	88071	5078	0	0	2617	0	0	88071	0	0	-1087	
1016941	54575	53770	805	0	0	0	0	0	53770	0	0	0	
1017425	55248	56105	1976	0	0	1650	0	0	56105	0	0	-1183	
1017555	5206	5551	150	0	0	276	0	0	5551	0	0	-219	
1017564	9524	8989	672	0	0	55	0	0	8989	0	0	-82	
1017854	7982	7887	117	0	0	0	0	0	7887	0	0	-22	
1017939	3214125	3145900	66559	0	0	0	0	0	3145900	0	0	1666	
1017957	19324	19575	484	0	0	683	0	0	19575	0	0	-52	
1018927	318513	305315	8855	0	0	2543	0	0	305315	0	0	6886	
1157415	355601	371885	31001	0	0	47000	0	0	371885	0	0	-285	
1160509	24223	24212	900	0	0	650	0	0	24212	0	0	-239	
1162017	133784	131810	4601	0	0	2089	0	0	131810	208	0	-746	
1163283	12531	12163	507	0	0	0	0	0	12163	0	0	-139	
1169650	129325	125364	4000	0	0	0	0	0	125364	0	0	-39	
1176881	1084717	921752	157389	0	0	0	0	0	921752	0	0	5576	
1176920	6461	6450	153	0	0	142	0	0	6450	0	0	0	
1187001	572419	542726	48393	0	0	18700	0	0	542726	0	0	0	
1187551	18415	18249	166	0	0	0	0	0	18249	0	0	0	
1188772	82913	83238	363	0	0	0	0	0	83238	0	0	-688	
1188987	33225	31653	1984	0	0	800	0	0	31653	0	0	388	
1190476	1744096	1748265	43095	0	0	35000	0	0	1748265	2125	0	-14389	
1191352	12541	12907	449	0	0	0	0	0	12907	0	0	-815	
1211371	93449	91840	1955	0	0	0	0	0	91840	9	0	-355	
1216022	12607000	12165000	444000	0	0	0	0	0	12165000	0	0	-2000	
1216826	177313	213759	-36743	0	0	0	0	0	213759	297	0	0	
1218446	33264	33074	188	0	0	0	0	0	33074	0	0	2	
1222519	77595	77159	3676	0	0	1168	0	0	77159	0	0	-2072	
1222948	94550	95354	1594	0	0	2398	0	0	95354	0	0	0	
1225752	10510	11059	156	0	0	0	0	0	11059	0	0	-705	
1225761	1432091	1345681	24402	0	0	0	0	0	1345681	0	0	62008	
1225798	19402	18657	745	0	0	0	0	0	18657	0	0	0	
1228034	117135	115050	2974	0	0	1577	0	0	115050	0	0	688	
1293078	12585	12723	469	0	0	350	0	0	12723	0	0	-257	
1356768	392880	387568	9424	0	0	2000	0	0	387568	0	0	-2112	
1369870	13723	13491	245	0	0	0	0	0	13491	0	0	-13	
1386251	1147095	1120362	44698	0	0	16127	0	0	1120362	441	0	-2279	
1387203	18869	20872	325	0	0	1210	0	0	20872	0	0	-1118	
1387605	199900	197085	2676	0	0	0	0	0	197085	0	0	139	
1391778	1273745	1383868	89557	0	0	200000	0	0	1383868	1640	0	-1320	
1394621	146595	143377	3615	0	0	0	0	0	143377	0	0	-397	
1394676	16513795	16654264	1560695	0	0	1700000	0	0	16654264	0	0	-1164	
1396764	125233	124656	982	0	0	0	0	0	124656	0	0	-405	
1397471	21509	21436	106	0	0	0	0	0	21436	0	0	-33	
1402384	15824	16042	576	0	0	722	0	0	16042	0	0	-72	
1404481	19189	20109	221	0	0	480	0	0	20109	0	0	-661	
1404883	23695	23039	1153	0	0	470	0	0	23039	0	0	-27	
1412712	112101	115408	-1265	0	0	3025	0	0	115408	0	0	983	
1414819	82973	84471	2490	0	0	0	0	0	84471	0	0	-3988	
1418255	11270	11287	188	0	0	205	0	0	11287	0	0	0	
1429028	88611	87286	1708	0	0	0	0	0	87286	0	0	-383	
1435092	5939	6813	21	0	0	0	0	0	6813	0	0	-895	
1436204	427806	431819	3240	0	0	6000	0	0	431819	853	0	-2106	
1440117	61654	61544	1019	0	0	439	0	0	61544	4	0	-474	
1443266	2257000	2233000	24000	0	0	0	0	0	2233000	0	0	0	
