"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
11837	8480	0	56895	15976	0	91889	0	0	0	0	42931	0	80	55298	10548	10841	2052	34994	42851	0	0	612	0	0	3460	7748	3738	3418	11208	0	996	3350	900	7816	5246	0	0	996	0	0	0	0	0	0	true							
12030	58842	0	52289	186855	0	240192	0	0	0	0	209531	0	1524	53813	49618	49832	14689	187903	207807	0	200	4616	0	0	18787	37151	27473	2471	55938	256	7504	7215	0	36264	14975	0	0	7760	0	0	0	0	0	0	false							
12142	46360	0	19940	105566	0	183807	0	0	0	0	101575	0	2013	18393	17094	16017	6403	163867	99562	0	0	1964	0	0	13266	14540	1998	0	23302	2975	5615	804	0	12710	9394	0	0	8251	0	0	0	0	0	0	true							
12311	19710765	107	7392912	62552879	0	85184104	0	0	5830571	0	66573342	0	1560897	4069232	2728028	41632540	1235894	77780884	65004916	10201	7529	136473	5830571	5830571	611958	1388194	2219143	75977	2000152	111226	299549	515010	8980	1567244	934765	2806468	0	410775	0	0	224962	8058435	0	2508587	true	11797015	18162608	24246648	15066127	409365	19285417	
12647	36904	0	3156	73699	0	85524	0	0	0	0	97513	0	7141	0	10095	38069	2892	82368	90372	0	0	761	0	0	4011	8124	4406	0	12135	1459	3043	1500	0	6444	6001	0	0	4502	0	0	0	0	0	0	true							
12656	3290	0	1176	5664	0	9115	0	0	0	0	9735	0	1582	1227	1810	2390	910	7939	8153	0	0	421	0	0	573	1818	459	669	2391	0	0	537	0	1708	537	0	0	0	0	0	0	0	0	0	true							
12946	169683	0	353971	290858	0	969381	0	0	0	0	1310532	0	162486	512264	133168	579258	48331	602703	1148004	12707	42	22568	0	0	85479	102593	84015	7731	164955	102911	96257	82070	537	146649	281775	363846	0	188134	0	0	0	0	0	0	true	138552	72596	299760	150092	152121	17562	
13103	817201	0	33817	166510	0	354433	0	0	0	0	2062846	0	395842	0	114714	927026	60908	320543	1665593	73	1411	24823	0	0	33949	62876	83401	17669	96825	26353	37260	52318	4791	83181	120722	7500	0	63613	0	0	0	0	0	0	true	16861	136539	470101	242208	288101	348363	
13251	6845	0	722	13744	0	18902	0	0	0	0	38553	0	3602	2974	4161	27046	954	18180	34951	0	0	0	0	0	2176	1695	789	0	3871	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	true							
13457	4179	0	389	7361	0	11035	0	0	0	0	10284	0	333	367	1775	2536	1047	10646	9951	0	0	0	0	0	998	1258	807	0	2256	0	506	0	0	1287	506	0	0	506	0	0	0	0	0	0	false							
14155	38196	0	10813	100663	0	164822	0	0	0	0	126980	0	13562	24375	15255	53287	6545	151518	112900	2491	518	2889	0	0	4597	15605	8109	1520	20202	1411	3731	263	260	14577	5666	45561	0	5142	0	0	0	33688	0	33688	true							
14650	8836	0	3614	13426	0	19339	0	0	0	0	20362	0	38	2945	3237	1725	1979	15725	17099	0	3225	1215	0	0	1243	3515	3188	229	4758	259	260	1108	0	4937	1627	0	0	519	0	0	0	0	0	0	true							
14753	25774	1	1074	24458	0	24458	0	0	0	0	36467	0	1002	1692	6597	0	2637	23383	35465	0	0	674	0	0	3812	5176	863	68	8988	774	0	0	0	3322	774	0	0	774	0	0	0	0	0	0	false							
14865	178869	5	48863	510762	0	510762	0	0	0	0	308491	0	29562	37674	20752	86098	15195	461894	278916	0	13	5805	0	0	19792	9491	7597	1381	24561	1565	1630	2068	0	17509	5263	89375	0	2631	0	0	0	0	0	0	true							
14977	6211	0	0	16453	0	20261	0	0	0	0	26369	0	0	0	6236	723	3581	20261	26369	0	0	1847	0	0	4405	9034	2023	100	13439	751	1373	1748	0	9327	3872	0	0	2124	0	0	0	0	0	0	false							
16551	72268	0	14195	98313	0	167069	0	0	0	0	216523	0	9626	9205	46374	59255	23237	152874	206897	0	0	8533	0	0	10283	27270	32919	591	37553	3447	7355	3135	0	24689	13937	0	0	10802	0	0	0	0	0	0	true							
17110	0	0	0	0	0	0	0	0	0	0	116085	0	6836	0	16274	0	5327	0	109249	0	0	3377	0	0	53083	0	0	0	53083	63002	0	0	0	36809	63002	0	0	63002	0	0	0	0	0	0	false							
17147	1859257	0	1609941	3230156	0	8505535	0	0	668580	0	5933948	0	1042042	4142	533942	2797883	144852	6894654	4891906	940	0	31891	668580	668580	130816	686544	86326	13018	805896	79201	259399	18126	3377	382763	360103	123950	0	338600	19862	0	0	0	0	0	true	297165	1980265	1208667	1079345	1237322	618796	
17259	15265	0	1825	14442	0	22293	0	0	0	0	33528	0	4238	5563	7159	1721	4433	20468	29290	0	0	2184	0	0	3178	7408	1789	576	10586	1123	2189	279	0	5792	3591	0	0	3312	0	0	0	0	0	0	false							
17950	123154	351	64986	202324	0	314309	0	0	25007	0	393210	294	58057	89959	50393	171225	19125	248972	316609	0	18250	8334	25007	25007	19950	45259	12083	2277	65208	6110	10575	1356	1220	29176	19261	25676	0	16685	0	0	0	15196	0	15196	true							
17978	64512	0	0	2687	0	49451	0	0	0	0	146490	0	1095	774	38248	2833	27385	49451	142624	0	2771	11963	0	0	10838	33590	10104	6038	44421	1964	15978	632	0	22324	18574	0	0	17942	0	0	0	0	0	0	true							
18050	142849	0	106557	334379	0	461598	0	0	0	0	418230	0	17840	105789	41473	99107	12489	355041	398405	0	1985	5307	0	0	25491	45694	21553	0	70103	8004	54847	20683	0	51265	83534	34891	0	61843	0	0	0	15763	0	15763	false							
18827	1261858	0	35889	80515	0	160051	0	0	0	0	1648182	0	362784	357841	53318	253664	17553	122324	1284981	1838	417	4338	0	0	9620	37284	22410	14884	46904	17865	25822	1721	3052	30882	48460	9780	0	43687	0	0	0	0	0	0	true	41486	14183	94130	93988	521403	475635	
18836	30995	5	3979	53157	0	68736	0	0	0	0	112797	0	11782	10068	29752	30346	12995	64752	100774	0	241	5020	0	0	14462	18200	11698	3449	28789	1385	1146	1116	0	18056	3647	1848	0	2531	0	0	0	102	0	102	true							
18854	139667	0	271295	808915	0	845320	0	0	249908	0	584355	0	11996	51642	31625	261187	6121	574025	552505	0	19854	1694	249908	249908	58183	64177	18301	267	122263	12292	22580	7701	0	109303	42573	434851	0	34872	19855	0	0	0	0	0	true	0	0	144765	116422	92479	6656	
19356	12934	0	6194	42288	0	63664	0	0	6087	0	45077	0	2121	6873	8129	4229	1489	51383	38738	6087	4218	427	0	0	3367	6783	4235	420	9919	1917	8687	2506	0	6675	13109	0	6087	8060	0	0	0	0	0	0	false							
19936	24835	0	46295	117227	0	231076	0	0	0	0	172742	0	22651	60672	17451	106042	7865	184781	150091	0	0	3691	0	0	7184	20322	4159	2993	27490	1106	5567	533	0	17208	7206	0	0	6672	0	0	0	0	0	0	true							
19972	97309	0	0	0	0	0	0	0	0	0	97309	0	0	0	0	0	0	0	97309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	19499	0	3315	35195	0	47601	0	0	10574	0	86347	0	3764	0	22935	28786	8095	44286	82583	0	0	2499	4956	2219	2724	12653	14609	24	15377	0	3780	4271	0	7076	8051	5618	0	3780	0	0	0	0	0	0	true							
20633	58999	0	20668	43635	0	164434	0	0	0	0	140172	0	13750	18513	23484	28262	11463	143766	125675	0	747	3868	0	0	3556	6978	30688	4567	10534	0	270	6852	0	22305	7122	22801	0	270	0	0	0	17076	0	17076	true							
20857	57421	0	53792	169432	0	267894	0	0	0	0	171036	0	19738	67613	21556	63214	12640	214102	151298	0	0	0	0	0	9542	18109	5757	2185	27651	3967	3629	6453	759	14036	14808	0	0	7596	0	0	0	0	0	0	true							
21256	1590	0	3024	3717	0	7320	0	0	0	0	3742	0	313	2104	465	639	1199	4296	3429	0	0	826	0	0	104	90	245	248	194	0	0	0	826	222	826	0	0	0	0	0	0	0	0	0	true							
21359	15729	0	2988	19619	0	29078	0	0	0	0	38486	0	2133	1819	3390	17567	3739	26090	36353	0	0	0	0	0	1032	2995	872	35	4027	256	0	0	0	1543	256	0	0	256	0	0	0	0	0	0	true							
21658	34213	3	13262	22176	0	110102	0	0	3	0	88137	0	1987	10455	26432	12859	14921	96837	86150	0	0	5763	3	3	5642	16906	12113	1529	22517	928	1421	1909	617	9758	4875	0	0	2349	0	0	0	0	0	0	true						9	
22048	38217	0	30862	161617	0	161617	0	0	461	0	98784	0	10909	17474	17743	0	6759	130755	87875	0	0	3108	461	461	7650	19890	13595	102	2541	2183	11276	5871	0	23494	19330	0	0	13459	0	0	0	0	0	0	true							
22543	78111	15	23061	146736	0	191466	0	0	0	0	142862	0	23994	0	9543	44599	5060	167893	118370	497	498	2144	0	0	2177	9392	3974	1307	11569	551	808	1943	0	7307	3302	18794	0	1359	0	0	0	15690	0	15690	true							
22552	18998	0	3793	1058	0	52084	0	0	1990	0	53142	0	4978	3611	12075	8454	2792	48291	48164	0	0	226	1990	249	5246	7251	8608	11	12497	518	2548	1507	0	9041	4573	0	0	3066	0	0	0	0	0	0	true							
22730	40	0	45947	116925	0	159330	0	0	0	0	98778	0	18403	58012	8244	85113	2329	113383	80375	0	0	474	0	0	2321	3482	4238	1665	5341	546	374	1000	0	3462	1920	0	0	920	0	0	0	0	0	0	true							
23456	32795	0	12359	148245	0	148245	0	0	0	0	121723	0	12295	19979	33967	20305	13770	135886	109428	0	0	3443	0	0	6550	24223	20145	2086	30773	1130	12972	1262	256	19038	15620	0	0	14101	0	0	0	0	0	0	true							
23504	5241513	0	191563	1207589	0	1386201	0	0	538852	0	8889147	0	1853613	1520106	259076	2532270	139131	1194638	7035534	0	0	47477	538852	532890	221300	496853	129469	19907	718153	28086	184441	33055	2253	608453	247835	496722	0	212527	0	0	0	565381	0	405762	true	364222	27466	980839	927843	1198448	1080082	
23643	20795	0	30539	57688	0	109727	0	0	7012	0	123039	0	13528	34120	24910	9632	6465	79188	109411	0	100	2905	0	0	9984	21812	16541	1976	31796	8006	18731	9876	5686	25402	42300	0	2000	26737	0	0	0	0	0	0	true							
23755	102395	155	12795	74610	0	140917	0	0	0	0	144871	0	5848	14587	7933	26779	3804	127967	139023	0	0	907	0	0	3941	4735	3133	1478	8676	1000	0	1107	302	5355	2409	0	0	1000	0	0	0	0	0	0	false							
24006	397198	2	76622	230789	0	499732	0	0	20000	0	1113466	0	39677	109328	140006	353689	59040	423108	1073789	0	0	19740	20000	0	47294	134034	85133	15219	181328	7898	52897	17244	2859	141674	80898	601	0	60795	0	0	0	601	601	601	true	72778	136759	206630	147058	344093	40081	
24378	27270	0	0	12085	0	19968	0	0	0	0	46250	14	500	500	10537	1143	4510	19968	45736	0	0	1241	0	0	1202	4351	6029	5373	5552	0	0	315	567	6418	882	0	0	0	0	0	0	0	0	0	false							
24659	41390	0	2430	34405	0	58927	0	0	0	0	52388	0	2865	1278	7504	689	3872	56497	49523	0	0	1647	0	0	3887	2939	1895	869	6282	719	0	0	0	2086	719	0	0	719	0	0	0	0	0	0	true							
24949	63609	0	21157	154912	0	206411	0	0	0	0	253488	0	5155	11391	55080	99591	11971	183511	248333	1743	0	2760	0	0	17794	26517	34613	423	44259	0	5205	5736	0	24267	10941	18722	0	5205	0	0	0	15733	0	15733	true							
25357	274418	80	13429	14444	0	55712	0	0	21000	0	421498	252	4163	11103	47974	51245	9173	42203	417083	0	0	5096	21000	21000	37935	36150	4086	5853	74085	2115	6440	1310	1946	36050	11811	0	0	8555	0	0	0	0	0	0	true							
25647	25445	26	0	68522	0	70461	0	0	0	0	236133	0	1017	0	41140	68067	9198	70435	234618	0	498	4368	0	0	13040	56427	36828	1393	69390	3436	21863	8969	665	66548	34933	0	0	25299	498	0	0	0	0	0	false							
26457	4230	0	2212	6347	0	11671	0	0	0	0	28714	0	4537	6000	4962	16893	473	9459	24177	0	0	272	0	0	1684	3468	1339	68	5152	252	508	272	0	1597	1032	0	0	760	0	0	0	0	0	0	true							
26765	83979	0	38995	122440	0	295136	0	0	0	0	2635589	0	141559	143867	51686	2075545	15533	255541	2492961	600	1069	12926	0	0	33033	116418	13823	2887	149451	56723	210582	39885	2714	114475	309904	17843	0	267305	744	0	0	10210	0	10210	true	65360	92460	227189	559038	81215	2764	
27070	181000	0	10494	184185	0	184185	0	0	5503	0	550221	0	14147	2508	121004	136718	55453	172944	535476	747	598	20317	5503	5503	41989	114435	41568	2003	49976	5558	17326	9372	252	78991	32508	16657	0	22619	0	0	0	13069	0	13069	false							
27548	178961	0	110454	353295	0	717235	0	0	0	0	480576	0	27146	137600	41686	214755	19977	600068	452184	6713	1246	577	0	0	14227	26290	24849	4700	40517	4018	7393	3110	2274	28381	16795	92843	0	11410	498	0	0	92843	0	77246	true	84610	227040	142409	71581	167835	8152	
27614	153648	0	29188	147591	0	271152	0	0	0	0	258030	0	31423	47404	25700	50981	532	241964	226607	0	0	532	0	0	7283	27863	6701	2666	34592	1128	2886	4621	252	18813	8887	0	0	4014	0	0	0	0	0	0	true							
27847	84894	0	62490	168483	0	294089	0	0	4198	0	421865	0	25821	68969	102597	50245	37093	230851	387421	748	8623	19092	0	0	24280	92906	98427	1666	117186	6832	42561	18437	1616	114682	69446	23775	4198	49393	8623	0	0	0	0	0	true							
28013	940680	0	365244	298178	0	497300	0	0	390035	0	3719368	0	241745	575663	525775	2038667	56562	132056	3477623	0	0	18014	390035	390035	427176	215377	32284	8398	642553	32122	15475	6052	3138	157460	56787	0	0	47597	0	0	0	0	0	0	true	79180	52876	1858250	180398	935611	5069	
28152	49251	0	8575	63342	0	90423	0	0	12	0	120745	0	7077	11135	15657	47421	8496	81848	113249	0	419	2907	12	12	9283	8173	4670	905	13502	1042	0	0	0	7374	1042	3906	0	1042	0	0	0	0	0	0	true							
28675	23097	0	18442	53631	0	54578	0	0	73855	0	145715	0	15356	0	84812	25458	3638	36136	130359	0	0	847	73855	67855	36201	40389	10775	1402	76590	326	5658	1906	503	3955	8393	0	0	5984	0	0	0	0	0	0	false							
28732	34869	0	3125	53449	0	62344	0	0	0	0	67602	0	3548	4972	5543	17415	3340	59219	64054	0	0	1392	0	0	3790	5962	1897	91	9752	1018	2259	300	0	6198	3577	0	0	3277	0	0	0	0	0	0	true							
