"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
474357	14479	2	6106	41281	0	41542	0	0	0	0	58458	0	3490		13327	21121		35434	54968	0	0	1619	0	0	6063	10289	3809	574	15898	0	2123	0	0	7408	2123	0	0	2123	0													
474450	4606	0	7309	51863	0	120216	0	0	0	0	115460	0	32059		18900	65851		112798	82413	109	988	698	0	0	4552	22829	3133	508	27229	400	11775	1533	272	12122	13980	251	0	12175	988													
474544	7764	0	3113	27691	0	34561	0	0	0	0	35186	0	1477		3428	20822		31448	33709	0	0	319	0	0	1876	3167	1002	5	5043	0	550	0	0	2622	550	0	0	550	0													
474656	4607	0	2077	25823	0	25823	0	0	0	0	59430	0	1327		5439	3276		23746	58103	0	0	718	0	0	3367	34153	7671	1068	36469	375	4244	669	0	40820	5288	9987	0	4619	20472													
474759	466481	0	142893	2037328	0	2082520	0	0	443766	0	3945976	0	401609		680042	2238834	69645	1939389	3544367	238	0	22640	443766	441029	169570	591425	196690	14705	760890	27787	159092	80092	1300	292348	268271	238658	0	186879	0	0	0	0	0	0	true	435810	1503579	1272054	966780	409590	56891	
474919	2244815	16	1971295	8280521	0	11997052	0	0	893071	0	9475244	0	457486		1751191	4591792	393006	10019841	9015815	5900	1943	100529	889070	735756	213934	1344808	753775	31744	1558681	26896	158546	105984	2950	593070	294376	446459	0	185442	0	0	0	552537	0	459334	true	1575711	2647050	2605681	1578392	2095613	111422	
475345	50769	0	11072	68193	0	81316	0	0	0	0	192812	0	54286		14252	98264		70244	121879	0	16647	1513	0	0	4347	16196	13951	5037	19984	778	3470	0	0	25279	4248	0	0	4248	0													
475354	132340	95	4658	204224	0	290497	0	0	0	0	310984	0	3558		24670	90492		285534	307426	210	0	0	0	0	7506	35882	13986	700	43387	2520	22911	4648	0	33402	30079	0	0	25431	0													
475653	44082	0	22202	99630	0	180885	0	0	18534	0	241909	0	21743		22222	111362		158683	220166	0	0	4214	5673	3769	9320	26332	21445	2819	35652	5616	12859	7695	379	37694	26549	0	11899	18475	0													
475756	33702	0	2567	17345	0	104699	0	0	0	0	100994	0	2115		10820	41951		102132	98879	0	0	363	0	0	2255	11039	3810	0	13294	2000	3904	2333	0	6284	8237	0	0	5904	0													
476445	7775	0	12257	29462	0	45149	0	0	1604	0	28523	0	253		8120	4653		32892	28270	0	0	0	0	0	2087	9777	3136	0	11864	0	532	563	0	6879	1095	0	0	532	0													
476472	20007	0	0	47553	0	47991	0	0	1	0	41842	0	5377		4812	10520		47991	36465	0	0	737	0	0	1097	3919	3448	378	4960	0	555	1919	0	4029	2474	0	0	555	0													
476539	69941	18	24067	15572	0	39124	0	0	0	0	314070	296	49249		20152	195178		14755	264099	284	426	4277	0	0	8981	23592	4381	1821	29610	1705	6968	1503	0	18623	10176	0	0	8315	0													
476810	1605000	9000	1748000	450329000	56805000	495898000	26946000	827000	73670000	997000	259898000	0	724000		16542000	161023000	17832000	403073000	255604000	7317000	1746000	352000	42382000	41211000	5194000	29367000	2609000	748000	34561000	29335000	28898000	1102000	17000	21376000	59352000	0	31121000	58233000	0	1779000	76000	49759000	2365000	14173000	true	31344000	36907000	56555000	103522000	0	1604000	
477303	123537	0	3963	169316	0	284930	0	0	21056	0	294965	0	4100		51024	77931		280967	290624	0	241	7498	21056	14050	7559	45855	25913	5884	39364	271	6215	872	928	34187	8286	84579	0	6486	0													
477321	177402	0	74752	263147	0	418711	0	0	39	0	535872	0	36249		73352	165719		343824	499573	135	50	6123	39	39	11584	79575	36499	2865	91129	2237	42295	17696	0	57171	62228	0	0	44532	0													
477349	42546	1	4961	59453	0	81882	0	0	28016	0	187911	2	16641		45085	79162	7296	76920	171268	0	0	3208	28016	22994	20634	29833	11103	395	27351	0	4240	0	0	16878	4240	0	0	4239	0	0	0	0	0	0	true							
477376	2289	0	295	2139	0	2139	0	0	0	0	4348	0	91		27	2032		1844	4257	0	0	0	0	0	10	17	0	0	27	0	0	0	0	0	0	0	0	0	0													
477639	4689	0	1397	16409	0	28927	0	0	0	0	64890	0	5538		10230	27155		27530	59152	0	200	1074	0	0	3736	13417	4661	864	17153	2834	4850	2405	278	12448	10368	0	0	7684	200													
477648	61414	0	35865	78645	0	132295	0	0	0	0	131583	0	5492		18609	39189		96430	126091	0	0	0	0	0	2429	12657	10219	769	15086	2367	1977	562	0	7465	4906	0	0	4344	0													
477844	22683	0	17219	59360	0	93412	0	0	1000	0	107159	0	19552		11165	46546		76193	87607	0	0	2074	0	0	5755	9678	6750	121	15433	2173	5047	7793	613	11139	15626	0	1000	7220	0													
478140	30555	0	10288	28003	0	75509	0	0	15833	0	84671	0	16404		17450	27113		65221	62179	0	6088	281	15833	0	5935	4288	9747	1869	7637	0	2581	2583	0	4390	5164	0	0	2300	0													
478195	26124	0	27352	193973	0	193973	0	0	74732	0	258496	0	34428		98089	54206		165274	222574	1347	1494	1597	74732	21617	10000	65261	68860	18783	75261	3006	7818	4085	352	64815	15261	67612	0	10824	6565													
478533	11799	0	3685	6550	0	23518	0	0	0	0	61842	0	10654		17138	6131	5682	19833	51188	0	0	1983	0	0	2543	12284	12304	1882	14827	8239	1920	4740	0	11875	14899	0	0	10158	0	0	0	0	0	0	true							
479071	11398	0	34	91618	0	95711	0	0	0	0	91687	0	1334		2879	70869		95677	90353	0	0	2084	0	0	473	2177	2124	941	2650	1418	746	517	1025	2835	3706	13	0	2164	0													
479268	677064	0	38778	2041568	0	2041568	0	0	0	0	1614743	0	17652		68632	663391	33957	2002790	1597091	0	0	10959	0	0	34510	80510	37995	159	115020	11450	80683	28980	0	84542	121113	0	0	92133	0	0	0	0	0	0	true	225635	656265	456165	207226	607508	69556	
479370	100147	0	22406	203797	0	203797	0	0	0	0	175821	0	2590		11941	40075		181391	173231	0	0	1953	0	0	4047	15986	8359	4145	20033	300	1350	1010	400	20597	3060	0	0	1650	0													
479446	42087	2	3684	43895	0	73831	0	0	0	0	152648	0	29029		20375	78460		70145	123619	0	0	905	0	0	2963	12598	9280	5536	15561	0	1473	251	0	10002	1724	0	0	1473	0													
479567	16571	0	2926	33873	0	38320	0	0	0	0	39943	0	7562		5443	7571		35394	32381	0	0	847	0	0	1037	8373	2236	153	9410	1000	3002	0	0	6356	4002	0	0	4002	0													
479754	18949	0	5550	61895	0	72539	0	0	8991	0	115269	0	5125		25688	14960		66989	110144	0	0	688	2684	2684	8924	30265	15348	31	39189	3677	17098	6018	0	28879	26793	460	4847	20775	0													
479839	527250	0	4264	45417	0	86992	0	0	0	0	821447	0	41581		65579	167945		82728	779866	0	0	8868	0	0	19890	56281	22119	2456	76157	3078	17733	4695	0	35167	25506	0	0	20811	0													
480059	40216	0	1549	27140	0	67602	0	0	0	0	51817	0	1110		6492	2680	2430	66053	50707	0	0	396	0	0	1327	3405	2739	1116	4732	334	0	0	0	2095	334	0	0	334	0	0	0	0	0	0	false							
480228	1014559000	481000	13521000	384888000	19391000	394313000	1382000	587000	13432000	142000	1508769000	24000	12622000		16280000	431700000	44444000	356718000	1495314000	2820000	80000	596000	222000	153000	6413000	16632000	3964000	370000	22998000	20758000	13029000	1305000	39000	11099000	35131000	481000	13210000	33787000	0	79063000	30473000	0	0	109536000	true	10782000	119652000	348002000	83423000	599529000	403693000	
480246	12741	0	9642	16811	0	29760	0	0	0	0	38628	0	8201		5840	13311		20118	30427	0	0	519	0	0	1856	4245	3060	58	6101	2839	518	0	0	3379	3357	0	0	3357	0													
480330	24191	0	1762	16465	0	21604	0	0	0	0	28237	0	0		2410	1047	979	19842	28237	0	0	108	0	0	735	751	1022	491	1486	0	0	0	0	589	0	0	0	0	0	0	0	0	0	0	true							
480433	46430	0	43069	112169	0	181756	0	0	0	0	162053	0	12363		16434	54411		138687	149690	0	0	2488	0	0	6983	24903	7872	426	29865	1967	13056	5462	544	23749	21029	0	0	14586	0													
480723	41479	0	9080	49842	0	84147	0	0	3624	0	138520	0	6743		21832	13156	3157	75067	122621	0	9156	363	3624	0	8009	31890	10377	7342	38396	1978	15359	4703	4227	35786	26267	3624	0	15813	9895	0	0	0	0	0	true							
480853	37707	0	8189	68729	0	98561	0	0	0	0	73191	0	1039		15322	6128		90372	72152	0	0	2026	0	0	6096	16989	2920	409	23085	550	2391	0	0	11093	2941	0	0	2941	0													
481159	12682	0	617	127066	0	167836	0	0	0	0	134852	0	0		3876	106721		167216	134852	3	0	699	0	0	1573	3922	898	334	5495	454	2676	5592	0	2851	8722	0	0	3130	0													
481177	173189	0	99488	329140	0	329140	0	0	9442	0	973606	0	93246		43879	686228	15227	229652	880123	0	237	3654	9442	9442	30687	40932	8844	4536	71528	9142	19748	300	0	41120	29190	77177	0	28890	0	0	0	0	0	0	false							
481430	141276	0	271	147826	0	187917	0	0	0	0	227441	0	8286		3311	42973		187646	218409	0	746	761	0	0	1723	7508	2265	110	9231	2956	26554	2076	0	8295	31586	16535	0	29510	0													
481579	13255	2	108	29457	0	29457	0	0	1	0	69493	0	2499		15452	18599	4304	29347	59043	0	7951	1405	1	1	6505	13890	13297	1800	19802	0	1473	674	0	20040	2147	0	0	1473	7951	0	0	0	0	0	true							
481627	84358	2	64650	302039	0	302040	0	0	41269	0	219973	0	7087		28897	26088		234399	212886	2989	0	3198	41269	18215	23967	25152	44013	4657	49119	1182	4409	6148	0	68892	11739	101452	0	5591	0													
481748	6109	0	9744	18029	0	37148	0	0	0	0	36257	0	3310		7398	18658		27404	32947	0	0	130	0	0	2308	6225	2326	121	8506	0	255	256	0	3581	511	0	0	255	0													
481944	44901	1	3914	83461	0	101398	0	0	0	0	97633	0	1361		13957	33658		97483	96272	0	0	878	0	0	10700	3904	2713	881	8735	878	0	0	0	4239	878	0	0	258	0													
482053	43123	0	10244	83176	0	174304	0	0	13443	0	295857	0	17986		75433	88254		163811	277622	249	249	9142	13443	3443	16274	81439	26119	2853	97713	2694	20045	7106	7950	51252	37795	802	0	22739	0													
482156	83922	0	83204	192485	0	251390	0	0	182240	0	518395	0	54716		48798	124923		168186	441352	0	22327	3755	182240	134247	127888	64590	63340	10308	192146	15715	22586	5124	0	217327	43425	49050	0	38301	0													
482370	17839	0	0	9474	0	18471	0	0	0	0	43171	0	0		9727	2305	1388	18471	43171	0	0	274	0	0	1963	13134	2281	354	15097	926	4369	0	0	8005	5295	0	0	5295	0	0	0	0	0	0	false							
482446	33859	3	17973	38501	0	81889	0	0	0	0	72861	0	2178		18722	6873		63913	70683	0	0	1329	0	0	2222	13924	9171	412	16146	1754	3865	780	0	7007	6399	0	0	5619	0													
483274	174498	0	84	71301	0	133912	0	0	0	0	555286	0	12152		137194	70061		133828	543134	0	0	20258	0	0	42955	113254	95330	2576	155490	10647	26154	19812	0	116920	56613	0	0	36425	0													
483537	12932	0	20085	40086	0	83320	0	0	0	0	54581	0	1195		5657	27526		63235	53386	0	0	1038	0	0	2608	6815	1378	0	9421	512	2309	500	0	5144	3321	0	0	2821	0													
483751	82385	2	42088	112892	0	193290	0	0	0	0	235145	0	43785		42292	56933		151200	190613	0	747	6276	0	0	13449	30480	20275	3546	43929	11775	10877	5424	0	25459	28076	14215	0	22652	0													
484057	12278	0	7404	37031	0	51786	0	0	0	0	77464	0	16309		7039	31979		44382	61155	0	0	599	0	0	3651	10524	2565	0	14175	2404	7608	6455	0	9701	16467	0	0	10012	0													
484776	19696	0	5064	33726	0	73627	0	0	2556	0	127991	0	6175		23847	45595		68563	121816	0	0	2063	2556	2000	5703	24642	11317	1495	29789	2518	13869	2591	565	19310	19543	3493	0	16387	0													
485054	10213	0	4171	24073	0	39972	0	0	0	0	26837	0	433		6742	5100		35801	26404	0	0	0	0	0	1979	6988	1213	321	8967	0	755	0	270	3758	1025	0	0	755	0													
485139	23196	0	4631	48356	0	59000	0	0	0	0	78493	0	3840		11431	19875	2490	54369	74653	0	0	1149	0	0	3508	9689	7403	2954	13197	2560	8243	762	303	12123	11868	0	0	10803	0	0	0	0	0	0	false							
485214	23556	0	24794	62653	0	94009	0	0	0	0	110259	0	16094		15924	24584		69215	94165	0	0	3292	0	0	5436	15952	18568	530	21388	5937	12057	3339	300	24563	21633	0	0	17994	0													
485456	0	0	3435	105956	0	164689	0	0	5498	0	112096	0	1079		31386	27100		159421	109765	1833	1252	8025	498	0	6414	18547	31408	7037	24961	639	11468	8100	1382	32021	21589	0	0	12107	0													
485559	2582048	41	3250059	13300244	0	17515254	0	0	595752	0	45298058	0	2038509		1291263	38939112	793111	13900992	43252856	364162	6693	129144	471931	471931	478021	1666274	191431	88375	2105019	433192	854225	59851	5530	1132837	1352798	1883249	106560	1278444	0	0	0	2445071	0	1989732	true	495478	763536	20893544	16209998	2578254	3794	
487142	33271	0	2744	27919	0	37853	0	0	0	0	67660	0	5556		18546	1153		35109	62104	0	0	2277	0	0	1986	5142	13730	4378	7128	2876	0	4854	270	6690	8000	0	0	2876	0													
487357	99783	0	43662	162283	0	299278	0	0	0	0	292891	0	14902		64346	76634	21979	255616	277989	0	0	9345	0	0	32604	45659	25060	2017	45591	4463	5385	1286	0	40994	11134	0	0	8685	0	396	26592	0	0	0	true							
487843	38452	0	8732	45342	0	45515	0	0	3018	0	62719	0	1115		11701	3066		36783	61604	0	0	1009	0	0	2034	4390	7752	2024	6424	0	0	5000	0	4499	5000	0	0	0	0													
488318	0	0	2610	95037	0	95037	0	0	0	0	0	0	0		0	0	0	72684	0	19743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
488420	26256	0	25696	28437	0	64443	0	0	0	0	70783	0	22583		4617	30708		38747	48200	0	0	0	0	0	1559	6016	4079	463	7575	400	586	716	0	7500	1702	0	0	986	0													
488653	53179	0	7072	133337	0	176619	0	0	0	0	84781	0	6		3915	15001		169547	84775	0	0	835	0	0	3367	5717	633	315	8765	1814	4448	308	0	6117	6570	0	0	6262	0													
488756	10643	0	1037	34214	0	46740	0	0	48638	0	92997	0	2621		10402	14302		45703	90376	0	0	941	1532	0	2350	9487	3738	2215	11837	22291	20982	3043	3946	7388	50262	0	40713	43273	0													
489155	2244	0	3595	24076	0	24076	0	0	0	0	32771	0	2205		3485	13917		20481	30566	0	0	655	0	0	3806	6502	505	0	10308	4865	0	931	0	7329	5796	0	0	4865	0													
489249	15501	0	3107	15711	0	23813	0	0	0	0	31897	0	6135		5911	6321		20706	25762	0	0	3147	0	0	5721	1221	1465	307	6935	927	0	0	433	2803	1360	0	0	927	0													
489548	238001	0	18856	18747	0	68751	0	0	20238	0	414445	0	82023		27837	42397		49895	324827	0	7595	3494	20238	20238	33518	45720	6479	460	79238	5743	39059	966	2102	58340	47870	35835	0	44801	7595													
489623	1818625	0	486393	4969362	0	4969362	0	0	0	0	3613842	0	239747		311524	1263367	164158	4474157	3366778	8812	7317	49515	0	0	147349	180478	117657	42659	283077	14503	13776	12538	2890	176619	43707	1693945	0	25154	5	0	0	1411128	0	1411128	true	1169722	699403	238159	1025208	1684360	120097	
490179	22593	0	0	62	0	6990	0	0	0	0	35094	0	0		7958	29	3312	6990	35094	0	0	0	0	0	2612	5076	3737	0	7438	0	251	797	0	3466	1048	0	0	251	0	0	0	0	0	0	false							
490348	28312	0	12442	28166	0	66868	0	0	408	0	49444	0	5895		5025	12340		54426	43549	0	0	0	408	209	1785	3240	2623	514	5025	277	0	353	0	3137	630	408	0	277	0													
490450	297376	0	124	77692	0	117811	0	0	0	0	1394569	0	9282		38041	871851		117687	1385287	0	0	12033	0	0	8518	62430	26933	6987	70948	5101	76810	34651	3911	66829	120473	0	0	81911	0													
490843	22694	0	34005	36637	0	76937	0	0	19410	0	98906	0	20823		15063	21134		42932	58673	0	19410	0	19410	0	2158	17492	14985	10773	19650	1221	3297	4152	1000	30345	9670	0	0	4518	249													
490955	2941	0	770	3039	0	4412	0	0	0	0	6230	0	2143		1048	1714		3642	4087	0	0	0	0	0	561	849	165	0	1410	0	0	0	0	527	0	0	0	0	0													
491224	17930216	134482	3708503	49905181	0	50367317	0	0	1642372	0	89893300	6034	746800		5239710	58832897	1016746	46176434	89114536	347898	25930	345218	1642372	594141	1057826	5809886	3018417	174720	6867712	260128	2076654	695526	37029	4821140	3069337	2005290	0	2336782	2320520	0	0	887095	0	887095	true	1104622	2309595	19978483	38196249	17500268	357488	
491402	108689	3	59214	191198	0	280596	0	0	39418	0	398267	0	27070		121187	78134		221379	371197	0	0	17200	39418	34554	34859	105872	33808	3291	139041	7592	19484	6264	274	56643	33614	63464	0	27075	0													
491653	9584	0	10032	13855	0	38385	0	0	0	0	52369	0	8400		2458	17380		28353	43969	0	0	0	0	0	2781	5815	1564	837	8595	3577	7551	3281	0	8539	14408	0	0	11128	0													
491934	205029	0	317818	576844	0	1340915	0	0	87334	0	1214131	0	51754		268319	407368		1021353	1160195	1744	2182	21002	87334	87334	98104	247841	93764	9112	345945	26112	89965	35234	1603	180501	152914	153931	0	116077	0													
492650	51801	2	14591	19166	0	46344	0	0	153431	0	977778	0	11663		136788	385037	26341	31720	900373	31	65742	10802	477	131	25302	153569	135857	11860	83789	34118	94617	58912	26704	189800	214352	5271	90585	127735	67617	0	0	9231	270	9370	false							
492810	8615	0	7310	15516	0	35763	0	0	3609	0	40936	0	968		13133	2920	1564	28453	39968	0	0	387	0	0	3194	9746	10777	2390	12227	0	2026	1267	0	12975	3293	0	0	2026	0	0	0	0	0	0	true							
493077	37712	0	0	4045	0	27626	0	0	0	0	71499	0	0		12826	10514		27626	71499	0	0	848	0	0	1373	14059	5231	378	15432	0	1944	289	0	8214	2233	0	0	1944	0													
493152	22006	2438	17964	34420	0	94732	0	0	0	0	100674	459	9074		26548	12930		73832	91141	498	0	1098	0	0	4872	13845	20442	7310	18717	2261	6418	9608	983	19920	19270	15897	0	8679	0													
493741	92917	0	20743	55746	0	151625	0	0	0	0	236100	0	14830		15616	110770		130882	220414	0	856	454	0	0	2767	9396	10849	2545	12163	563	3337	2955	0	9941	6855	41071	0	3900	0													
493844	82277	0	20083	183314	0	260717	0	0	0	0	323553	0	796		33293	116268		240634	322757	0	0	6325	0	0	56388	9891	4213	4159	66279	41044	7884	1429	0	41358	50357	66784	0	48928	0													
494261	671917	0	850382	2151102	0	6564379	0	0	6092100	0	21962867	0	321810		4746742	14362358	578336	5699436	21634934	14561	6123	22112	6087170	2928676	370551	1458102	3604147	378987	1828653	1808	345945	763129	5923	1065045	1116805	6744450	2253	347753	1001092	0	0	7453992	0	5883081	true	358409	361649	924924	13352967	525785	146132	
494654	3280	0	0	67405	0	67405	0	0	53255	0	265449	0	745		6404	112576		67393	153904	12	110800	721	0	0	1372	35557	37539	11764	36929	25986	29862	6023	1490	79828	63361	5002	53255	55848	56945													
495419	70394	24	20515	210005	0	279619	0	0	0	0	311989	0	42998		48598	112925		258819	268147	261	844	8277	0	0	15352	42791	31644	7185	57582	3723	16171	10094	1710	48374	31698	0	0	19894	0													
495558	49288	0	0	29984	0	66010	0	0	0	0	57128	0	15		3554	2631		65958	57113	52	0	427	0	0	734	1727	1602	895	2461	251	0	0	0	1404	251	0	0	251	0													
496434	4154	0	712	9214	0	12459	0	0	0	0	26730	0	2040		4443	12401		11747	24690	0	0	517	0	0	1189	3725	1511	0	4914	2100	0	1650	0	1983	3750	0	0	2100	0													
496845	66152	0	22038	80029	0	158209	0	0	0	0	224949	0	25880		50104	35936	11280	136166	199069	5	0	5208	0	0	7587	32605	45730	4986	40192	252	14668	17033	0	40804	31953	0	0	14920	10439	0	0	0	0	0	true							
496957	3494	0	954	5928	0	10203	0	0	0	0	22461	0	1412		3298	11154		9249	21049	0	0	0	0	0	998	4108	1543	25	5106	366	774	0	0	3375	1140	0	0	1140	0													
497039	220138	0	149947	535654	0	777965	0	0	78058	0	662199	0	26003		205304	78771		627531	625046	487	11150	18370	78058	28403	73221	125974	114781	6720	199195	8123	20828	11740	1903	115392	42594	72146	0	28951	11150													
497404	64447988	199	9637141	34668775	0	48657592	0	18002	2152543	0	263087786	0	19090441		3269804	183056730	36673542	39020251	243979172	1	171	150584	908764	895889	1093198	4279853	1052935	77999	5373051	4288953	4280091	502883	7156	3234182	9079083	0	1240490	8569044	0	27326	275162	69232488	4927165	74158592	true	1899921	1560174	59148064	111882191	60640917	2258086	
497570	0	33	4	250166	0	250166	0	0	543400	0	5430867	0	25184		933840	2025226	224438	250129	5401704	0	3979	136823	543400	543400	464450	1381276	158564	10926	1845726	247072	1019604	118911	4839	1081376	1390426	447931	0	1266676	19	0	0	522931	0	522931	true	30688	117538	969844	1055382	0	0	
497655	29014	626	51365	44504	0	112176	0	0	0	0	44712	0	5017		2796	1812		60185	39695	0	0	560	0	0	606	2247	1859	360	2853	275	5039	1500	2000	2276	8814	150	0	5314	0													
497851	30599	0	24941	43496	0	102381	0	0	7541	0	100726	0	12345		21444	19188		74500	88381	2940	0	14219	7541	0	5657	18922	12031	657	24579	2509	10482	425	256	15823	13672	0	0	12991	3314													
497954	20591	0	149787	341593	0	341593	0	0	0	0	284737	0	10688		18327	112338		191806	257554	0	16495	1231	0	0	9720	42590	22116	1476	52310	20721	40599	10136	4451	57575	75907	5559	0	61320	13871													
498148	67438	0	8236	263181	0	360671	0	0	0	0	275969	0	9049		68221	23972		351812	266920	623	0	10835	0	0	14229	92760	23583	1599	106989	4255	40884	7250	0	63949	52389	3489	0	45139	0													
498317	146580	1491	157740	343409	0	508469	0	0	62635	0	577287	3128	15862		139861	179109	37436	348810	555763	428	2534	15462	62635	32699	15179	116906	60698	3772	132085	4013	41906	9124	0	56694	55043	1578	0	45919	3220	0	0	0	0	0	true	155959	21326	109063	65706	132581	13019	
498362	45921	0	75880	294866	0	582159	0	0	0	0	986424	0	153326		51417	610610	25301	502194	512951	4085	320147	13242	0	0	22815	94691	37059	10665	117506	14476	64601	82108	3477	113814	164662	302914	0	79077	0	0	0	0	0	0	true	56685	84796	110332	197760	45615	306	
498456	2750	0	303	13316	0	16349	0	0	0	0	10356	0	0		1032	4437		16046	10356	0	0	0	0	0	929	1498	42	0	2427	0	700	0	0	1437	700	0	0	700	0													
498531	22368	0	564	12500	0	68702	0	0	9569	0	199247	0	2305		45565	30449		68138	193635	0	3307	4534	9569	3	48670	20197	33532	9443	68867	18806	8023	6519	1240	66277	34588	0	0	26829	3304													
498625	51391	0	14764	59149	0	73666	0	0	0	0	93968	0	2918		12088	11545		58902	91050	0	0	526	0	0	2694	12362	4024	2542	15056	755	4973	526	3156	9534	9410	0	0	5728	0													
498942	18644	3	37969	14780	0	65054	0	0	0	0	34155	0	2853		8963	0		27082	31302	0	0	1961	0	0	2221	7440	2946	1989	9661	0	0	916	0	5632	916	0	0	0	0													
499154	9981	0	1020	56873	0	73745	0	0	0	0	111125	0	16375		2959	89374		72725	94750	0	0	358	0	0	1021	5812	850	751	6833	251	730	630	1725	5475	3336	23953	0	981	0													
499453	129059	300	35035	419835	0	499509	0	0	15053	0	359183	1571	58128		59141	109461		464174	292666	0	6818	2349	15053	15039	7718	53238	39979	1778	60955	1082	12585	3767	516	43572	17950	171229	0	13667	6804													
499501	153844	0	21400	152978	0	320073	0	0	46296	0	513127	0	10517		107307	175697		297927	498884	746	3726	5837	46296	41190	42916	58112	47121	4597	101028	2256	15879	12706	0	45438	30841	48790	0	18135	2978													
499743	16255	0	7569	44047	0	44271	0	0	0	0	153625	0	3240		29922	56343	4684	36702	142021	0	8364	1517	0	0	10882	41083	14216	197	51965	2545	11335	769	0	36456	14649	0	0	13880	8364	0	0	0	0	0	false							
499752	29300	0	5053	20971	0	28353	0	0	0	0	142718	0	12802		3068	107114		23300	129916	0	0	0	0	0	968	3343	1011	480	4311	502	0	0	0	2734	502	0	0	502	0													
499855	33467	0	0	106989	0	193810	0	0	11622	0	290106	0	3080		51387	89716		193633	287026	177	0	10284	11622	11622	15291	77531	36320	3714	92822	402	21900	11485	280	81469	34067	5343	0	22302	15466													
500256	42366	0	26463	147399	0	402336	0	0	0	0	115450	0	7797		6865	38447	2547	375873	107653	0	0	1338	0	0	4944	18779	1	0	23723	3637	7276	0	0	16859	10913	0	0	10912	0	0	0	0	0	0	false							
500658	4896	0	0	23828	0	30159	0	0	0	0	31036	0	0		1440	15241		30147	31036	12	0	647	0	0	1353	3573	274	154	4926	619	4669	257	0	3914	5545	0	0	5288	0													
501105	18751438	97	3887327	41383527	76047	42027272	1	0	8365613	0	119538748	1	7959084		8513119	87955047	1441033	37046355	111461242	1017445	118421	205893	8162790	5335840	903042	4920159	5413331	81768	5821513	206695	713324	587349	6594	2805182	1513962	0	202823	920019	0	0	0	8251040	114573	0	true	1436083	1486059	38480963	41849372	14947081	3531568	
501132	55663	15	26595	214353	0	294035	0	0	19823	0	427469	0	41251		76367	104170		267425	385216	0	1002	14180	19823	477	28802	64193	52932	19435	89846	19128	32392	41105	9647	88997	102272	15085	0	41483	0													
501459	50822	0	92999	176887	0	380252	0	0	0	0	493424	0	25921		69919	212731		287253	467254	0	249	5191	0	0	25459	79281	38735	2538	96085	49987	22993	10182	696	76094	83858	0	0	71661	4951													
501655	21224	5	4896	25905	0	40139	0	0	0	0	69025	10	15842		10611	16670	3515	35097	53173	141	0	748	0	0	2988	8100	4462	3133	11088	2770	9411	266	0	8072	12447	0	0	12181	0	0	0	0	0	0	true							
501767	16778	0	10350	50003	0	69248	0	0	0	0	59929	0	8397		8786	17292		58898	51532	0	0	1408	0	0	3653	10064	3005	408	13691	3843	4597	290	0	8344	8730	0	0	8440	0													
501815	268497	0	2170	38574	0	46107	0	0	0	0	405001	0	17393		32793	68964	5879	43937	387608	0	0	1432	0	0	3656	26931	25105	3418	30112	2788	4339	1030	274	26317	8431	0	0	7127	0	0	0	0	0	0	true							
502111	16700	0	0	23036	0	23662	0	0	106763	0	223912	0	0		113947	25770		23586	171628	76	52284	2757	106763	80743	12863	96747	34980	31521	109610	1113	2669	706	843	62164	5331	0	0	3782	57923													
502447	16633	0	7180	35018	0	50649	0	0	0	0	40028	0	1055		7409	8281		43469	38973	0	0	0	0	0	1549	9339	1402	409	10888	0	1632	783	0	5290	2415	0	0	1632	0													
502559	42635	0	413	106016	0	120419	0	0	1047	0	73756	0	4338		2867	21879		120006	69418	0	0	115	1047	249	846	2361	3097	586	3206	740	1072	542	0	4022	2353	0	0	1811	447													
502652	5904	0	5865	70183	0	97706	0	0	54655	0	305772	0	20720		63228	178601		91841	281934	0	3118	1310	54655	38376	12955	55958	21126	0	68913	6203	23862	1163	0	26811	31228	65206	0	30065	1608													
502746	65299	0	43942	184050	0	184050	0	0	0	0	181477	0	1075		29357	44557		139848	180402	260	0	6198	0	0	6429	28046	14646	3378	34475	1643	13892	1853	1731	23143	19119	1855	0	15535	0													
502849	241381	1	153299	710448	0	726741	0	0	260668	0	1859588	0	230761		144134	1033172		568554	1606907	4887	21920	14393	260668	260668	106314	284339	51120	3196	390376	10495	117315	12256	0	300835	140066	675849	0	127810	7935													
503547	20576	0	4189	15463	0	21646	0	0	0	0	27070	0	1047		3760	0		17457	26023	0	0	527	0	0	1170	1321	1974	706	2491	776	296	0	252	1410	1324	0	0	1072	0													
503640	40095	0	23	10383	0	10383	0	0	0	0	42953	0	110		1706	0		10360	42843	0	0	0	0	0	0	470	2083	0	470	0	0	306	0	847	306	8	0	0	7545													
