"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
1669	50232	0	44139	100758	0	205803	0	0	9017	0	153124	0	356		23210	25097		161603	152728	61	40	4673	0	0	7752	30666	6075	2421	37724	10183	18494	2204	0	23704	30881	0	9017	28677	0													
1856	1064	0	1899	5042	0	8523	0	0	0	0	27322	0	2714		2649	14531		6624	13969	0	10639	0	0	0	1069	7901	432	0	8970	513	1811	0	0	6753	2324	0	0	2324	0													
2161	37095	0	82828	85837	0	186373	0	0	29841	0	149820	0	19729		35600	63437	5694	102548	128598	997	1493	0	29841	0	0	5489	34942	507	5489	0	2050	6038	262	5337	8350	60821	0	2050	0	0	0	48155	0	40187	true							
2732	59856	0	5825	149963	0	200745	0	0	0	0	383895	0	35065		26527	132662		194920	348830	0	0	3384	0	0	9824	35982	14619	360	45629	36258	83502	10832	0	34258	130592	0	0	119760	0													
2750	18670	0	5784	7968	0	21811	0	0	0	0	34066	0	6829		5339	853		16027	27237	0	0	836	0	0	2448	4902	5028	63	6330	0	538	1565	0	7101	2103	0	0	538	0													
3252	19706	0	119173	52316	0	168488	0	0	3001	0	96448	0	44565		8427	18669		49315	51277	0	606	0	3001	3001	5803	10433	5095	1604	16236	20185	11656	3299	0	14507	35139	5327	0	31841	497													
3458	4849	0	3710	12335	0	20618	0	0	1500	0	50965	0	6164		14715	8991		16908	44801	0	0	0	1500	1500	2484	23544	5283	225	24529	2410	1281	1620	277	16822	5588	0	0	3690	0													
3720	75358	0	45511	111626	0	232431	0	0	0	0	121103	0	9979		16367	9474		186920	111124	0	0	1997	0	0	6242	11539	9309	0	17618	1004	7200	977	0	10724	9181	0	0	8204	0													
3971	142509	0	238	146251	0	255918	0	0	157971	0	627681	0	2477		252194	112936		255680	453303	0	171901	5746	157971	141075	81654	133570	98766	2555	215224	15642	22113	17936	0	64351	55691	0	0	37755	1840													
4156	32822	0	15791	52710	0	117535	0	0	0	0	127057	0	13831		13726	42398		101736	111742	8	1484	1998	0	0	16928	14826	6708	1822	31753	2163	5724	2679	986	26557	11552	14445	0	7887	498													
4231	23707	0	28480	43001	0	73913	0	0	0	0	66056	0	4436		12902	11923		45433	61620	0	0	7762	0	0	3814	10219	6636	4256	14033	500	2096	2371	535	12023	5502	0	0	2596	0													
5069	27863	0	0	29800	0	31374	0	0	207280	0	346501	6000	1228		132393	71543		31374	309332	0	29941	754	207280	144510	33371	71725	65884	9426	105096	11434	20626	26507	8122	48013	66689	0	0	32060	3506							1921						
5135	35320	0	60437	110619	0	208097	0	0	18551	0	256726	0	15538		63064	53982		147660	222637	0	18551	9093	18551	992	21778	77614	24409	0	99392	11078	29974	2569	0	60737	43621	0	0	41052	0													
5210	401182	36	139269	595861	0	1140035	0	0	0	0	936842	0	53718		143805	293038		999734	883124	996	0	16054	0	0	61384	93574	41997	7295	152549	6522	24946	6901	3	60445	38372	31966	0	30969	0													
5461	437586	0	7853	49825	0	49825	0	0	111424	0	673800	0	23510		5934	205170		41972	646311	0	3979	630	111424	0	2179	13551	750	141	15730	2721	11700	0	0	10689	14421	111424	0	14421	0													
5751	18705	0	8584	46932	0	87791	0	0	3279	0	151839	0	31066		14654	86900		79207	118532	0	2241	2409	1736	496	8452	11627	10398	1104	20079	2172	8199	4282	0	16927	14653	14111	1543	10371	448													
6039	48350	0	19658	168114	0	197678	0	0	0	0	164295	0	950		38568	41853	7997	178020	163345	0	0	1148	0	0	10629	40310	10397	672	50939	1454	6630	4000	0	23440	12084	0	0	8084	99	0	0	0	0	0	true							
6329	144340	0	20259	555169	0	727903	0	0	13134	0	785823	0	84023		74117	370295	11571	705155	698590	2489	3210	2670	13134	13134	46770	119132	20641	5842	165902	12095	61610	3927	1171	118268	78803	314037	0	73705	0	0	0	251635	0	251635	true	158176	129813	0	370295	144339	1	
7009	0	0	0	96923	0	96923	0	0	0	0	472203	0	0		0	472203		96923	472203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
7045	39397	0	11562	34277	0	167053	0	0	0	0	91828	0	8507		15757	22674	6601	155491	83321	0	0	714	0	0	3470	13806	6845	2375	7364	0	3262	0	0	10737	3262	0	0	2762	0	0	0	0	0	0	true							
7072	95199	7	3106	79386	0	108442	0	0	13346	0	277104	0	23237		38511	69113		105329	253867	0	0	3770	3346	3274	8007	32725	31460	2164	40732	0	27742	10695	0	35844	38437	0	10000	27742	0													
7456	34295	0	28618	29793	0	70317	0	0	0	0	56451	0	3830		11039	0		41699	52621	0	0	106	0	0	2972	11042	3730	314	14014	882	2416	800	0	7019	4098	0	0	3298	0													
7634	12561	0	1552	16978	0	22656	0	0	0	0	56273	0	161		11366	2681		21104	56112	0	0	4592	0	0	6315	16668	6135	1407	22983	295	8344	1868	0	19159	10507	0	0	8639	0													
8033	34648	0	2852	83491	0	127838	0	0	0	0	132821	0	560		37434	0		124986	131520	0	741	2875	0	0	9263	37866	25916	2379	47129	2093	12558	7848	250	37989	22749	0	0	14651	741													
8462	1243	0	7000	45487	0	97839	0	0	0	0	69388	0	14427		8403	8589		90588	54961	251	0	1878	0	0	6382	9899	1333	0	15744	4758	36660	524	0	9211	41942	0	0	41418	0													
8631	22835	0	1681	24456	0	29345	0	0	0	0	42484	0	1033		5692	4137		27664	41451	0	0	1247	0	0	1829	5323	2312	438	6652	259	3948	1403	0	4210	5610	0	0	4207	0													
9357	157228	234	1990	58368	0	65624	0	0	1	0	391516	12336	0		783	223656		63400	379180	0	0	329	1	1	552	1600	11	0	2152	3250	4893	325	0	1381	8468	13693	0	8143	0													
9553	25433	0	11451	36249	0	67107	0	0	4160	0	82900	0	3879		16290	11896		55656	78257	0	764	0	4160	0	4692	20717	7761	4039	25409	1701	5872	788	0	20919	8361	0	0	7573	0													
9807	674631	0	90366	160608	0	276865	0	0	0	0	1922802	0	449775		45618	904745	78346	186499	1473027	0	0	810	0	0	14789	78215	31816	170	93003	124548	91933	1954	0	79373	218435	10601	0	216481	28972	0	0	0	0	0	true	10154	31242	543753	102645	404317	251912	
9955	21236	30	4096	44420	0	70979	0	0	0	0	83873	0	15718		4104	53771		66853	68155	0	0	108	0	0	1290	3689	2006	317	4978	1263	301	0	0	3197	1564	0	0	1564	0													
10250	268088	0	6495	45395	0	107142	0	0	0	0	504318	0	16853		38612	136834		99900	486512	747	953	8177	0	0	22662	36941	21142	4491	59602	263	7621	5891	386	46623	14161	56208	0	7884	249													
10849	101894	0	2172	7018	0	14892	0	0	0	0	253010	0	42947		40070	46837		12636	210063	84	0	2638	0	0	9999	49004	14351	660	59003	5627	22238	2400	0	33944	30265	0	0	27865	1991													
11145	65734	0	58249	85199	0	184720	0	0	11753	0	174317	0	21676		35479	34063	9705	126471	152641	0	0	5622	11753	0	3911	15151	31164	3014	19062	1329	10348	9603	0	17762	21280	0	0	11676	0	0	0	0	0	0	true							
11640	24011	0	68718	102263	0	230622	0	0	0	0	121446	0	4301		25464	26658		161904	117145	0	0	9407	0	0	7161	25661	8060	6903	32805	1217	17629	1955	2189	22322	22990	0	0	18846	0													
11837	8101	0	48949	14838	0	81831	0	0	0	0	40997	0	80		10236	8885		32882	40917	0	0	603	0	0	2397	6678	6242	3448	9075	416	580	3850	400	8529	5246	0	0	996	0													
12030	54355	0	43031	178872	0	226870	0	0	0	0	203966	0	1478		51346	37369		183839	202288	0	200	4953	0	0	14586	53684	21041	3005	68270	3547	7490	8889	0	40970	19926	0	0	11037	0													
12142	43374	0	29740	103264	0	192815	0	0	5993	0	107922	0	3110		22224	15803		163075	104812	0	0	1846	5993	0	12352	18412	7888	0	26506	1441	8400	252	0	16428	10093	0	0	9501	0													
12311	19316582	52	7880428	58047737	0	79402357	249	0	4852211	0	69189404	0	1690633		3712837	41850699	1245192	71511020	67491661	10608	7110	172263	4852211	4852211	464065	4003252	1885961	66935	4467316	105869	1118367	373212	4463	2707375	1601911	3896391	0	1224236	0	0	188076	7661703	0	3608989	true	11809325	16995650	24792573	14658296	397992	18908115	
12647	33913	0	2478	53177	0	64381	0	0	0	0	108731	0	7334		9758	50646		61903	101397	0	0	0	0	0	3586	8649	4593	0	12235	1750	4093	1500	0	7070	7343	0	0	5843	0													
12656	3159	0	1655	6623	0	10215	0	0	811	0	9683	0	1424		1872	2496		8560	8259	0	0	324	0	0	532	1805	564	588	2337	0	0	539	0	1617	539	0	0	0	0													
12946	168408	0	365752	308746	0	1094907	0	0	0	0	1258361	0	126306		135483	554805		718924	1131233	10231	822	23085	0	0	40855	158296	81347	6712	197617	36030	156563	55066	278	151727	247937	473023	0	192593	0													
13103	790601	0	38787	174483	0	323208	0	0	0	0	2177207	0	511386		125754	988801	61306	284270	1665010	151	811	25736	0	0	26090	122187	71627	14662	148277	20631	80915	59318	2374	108812	163238	9140	0	101546	0	0	0	0	0	0	true	13455	105995	425955	242877	291210	307162	
13251	6037	0	492	12944	0	17934	0	0	0	0	43988	0	3293		4974	32857		17442	40695	0	0	0	0	0	1081	2923	1090	0	4004	0	0	0	0	120	0	0	0	0	0													
13457	4271	0	487	7847	0	11994	0	0	0	0	10463	0	333		1713	2558		11507	10130	0	0	0	0	0	300	1977	851	0	2276	0	506	0	0	1414	506	0	0	506	0													
14155	37401	0	10687	154261	0	157146	0	0	0	0	140267	0	15628		16780	54401		145710	123624	749	1015	2922	0	0	4113	27577	9275	1492	31690	0	3594	2412	0	25679	6006	57014	0	3594	0													
14650	9180	0	5204	13716	0	21827	0	0	0	0	22602	0	519		3258	3385		16623	18858	0	3225	1415	0	0	1767	3017	3202	279	4784	261	1110	400	0	5008	1771	0	0	1371	0													
14753	20336	3	1362	21902	0	21902	0	0	0	0	31185	0	2604		6023	0		20537	28581	0	0	670	0	0	2395	7071	297	5	9465	500	306	275	0	3745	1081	0	0	806	0													
14865	175756	3	37272	476800	0	476800	0	0	0	0	301602	0	21526		20105	80856		439525	280063	0	13	6380	0	0	20825	10684	7401	965	27062	2366	1590	1159	0	19769	5115	90616	0	3133	0													
14977	6099	0	0	13455	0	17289	0	0	0	0	26135	0	0		6059	671	3573	17289	26135	0	0	1859	0	0	4619	7814	2532	241	12433	256	2653	1250	0	9147	4159	0	0	2908	0	0	0	0	0	0	false							
16551	68634	0	13010	94842	0	157805	0	0	0	0	221815	0	22129		54400	50941		144795	199686	0	0	8945	0	0	9322	44014	22411	9730	53336	2409	11452	2902	0	31077	16763	0	0	13861	0													
17110	0	0	0	0	0	0	0	0	0	0	124024	0	6886		17565	0	5605	0	117138	0	0	3588	0	0	59633	0	0	0	59633	64391	0	0	0	42068	64391	0	0	64391	0	0	0	0	0	0	false							
17147	1790259	0	1594379	3027169	0	8485201	0	0	862075	0	6280900	0	1114226		741560	2709228	145155	6889828	5166674	994	0	32721	862075	781237	182348	907368	141929	10947	1077574	91639	367947	77018	2218	501032	538821	330010	0	459585	17672	0	0	0	0	0	true	296829	1936669	1131905	1055674	1195601	591941	
17259	14925	0	4284	15070	0	25263	0	0	0	0	35511	0	4569		7961	1631		20979	30942	0	0	2061	0	0	2789	8586	3290	741	11375	728	2039	780	0	7445	3547	0	0	2767	0													
17950	123153	391	59201	190406	0	295329	0	0	32079	0	401265	294	65566		57305	164139		235737	309871	0	25534	8620	32079	32079	41291	31421	12748	1799	72711	6569	16264	2660	1221	29954	26714	41120	0	22833	0													
17978	59935	0	0	2333	0	49873	0	0	0	0	143754	0	1097		39587	2929		49873	139883	0	2774	11422	0	0	6431	41963	8768	5296	48378	3291	14835	306	0	22871	18432	0	0	18125	0													
18050	140536	0	117456	348092	0	477257	0	0	0	0	422453	0	17685		41139	106210		359801	403499	0	1269	5305	0	0	26028	46389	18328	0	70674	8911	55178	20873	0	49605	84962	29842	0	63327	0													
18827	1203134	0	28738	73729	0	158255	0	0	0	0	1618101	0	310549		57776	252007		127681	1306730	1836	822	4430	0	0	9984	63817	14909	9953	73800	34664	27800	1314	519	40887	64297	11984	0	62463	0													
18836	30400	0	4107	52354	0	67621	0	0	0	0	115885	0	12064		29759	33974		63514	103103	0	718	4572	0	0	15418	14144	15920	3030	26699	690	805	1505	0	18752	3000	3042	0	1495	0													
18854	135802	0	302375	801622	0	836247	0	0	286880	0	658719	0	62155		32817	272382	5772	533872	557551	0	39013	1739	286880	286880	56299	105902	14897	1619	162200	2587	46904	21966	361	145900	71818	454194	0	49490	39013	0	0	0	0	0	true	0	0	133548	138792	89975	4952	
19356	13238	0	6881	54103	0	61798	0	0	15533	0	57438	0	3361		9293	5005		48384	50844	6533	3233	674	0	0	2040	10341	3746	406	12284	7278	8135	2250	5000	7241	22663	0	6533	15412	0													
19936	25137	0	46668	103887	0	210975	0	0	0	0	175260	0	17607		17864	103764		164307	157653	0	0	3457	0	0	7573	21718	3934	2283	29274	771	9177	903	0	17644	10851	0	0	9948	0													
19972	93870	0	0	0	0	0	0	0	0	0	93870	0	0		0	0		0	93870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
20053	17646	0	29625	44610	0	57471	0	0	4956	0	86488	0	2842		16875	32885		27846	83646	0	0	2405	4956	2219	6632	16344	2851	0	22976	2337	6134	1659	0	8952	10130	4552	0	8471	0													
20633	54422	0	20687	44010	0	167830	0	0	0	0	138152	0	13868		24465	24389		147143	123480	0	804	3400	0	0	3380	10235	31893	3092	13615	271	400	10070	0	24135	10741	19493	0	671	0													
20857	67916	0	46400	149536	0	251383	0	0	0	0	293354	0	35869		28807	147965		204797	257485	186	0	1878	0	0	10736	29300	9991	2247	40035	892	16532	7019	759	23465	25202	0	0	17424	0													
21256	1316	0	3545	4199	0	8090	0	0	0	0	3465	0	313		464	637		4545	3152	0	0	826	0	0	67	124	354	141	191	0	0	0	826	222	826	0	0	0	0													
21359	15319	0	2491	18729	0	28726	0	0	0	0	40938	0	2129		3602	19913		26235	38809	0	0	0	0	0	1361	2887	1158	43	4248	0	0	256	0	1846	256	0	0	0	0													
21658	31655	3	12222	22434	0	103955	0	0	0	0	85624	0	1739		26543	12596	14777	91730	83885	0	0	6000	0	0	5622	15509	13869	1485	21099	251	3126	1196	316	9941	4889	0	0	3377	0	0	0	0	0	0	true							
22048	37785	0	19205	153230	0	153230	0	0	309	0	101993	0	9897		19869	0		134025	92096	0	0	3070	309	309	8711	22964	13335	143	31653	6066	9445	3544	0	25284	19055	31242	0	15511	0													
22543	74607	0	21112	135913	0	177692	0	0	0	0	137655	0	7837		9771	39555		156330	129569	250	249	1867	0	0	3955	6680	6819	1189	10635	0	1729	3121	0	8873	4850	25782	0	1729	0													
22552	19557	0	3077	27409	0	45888	0	0	1741	0	54272	0	5091		10673	7815		42811	49181	0	0	0	1741	249	4149	6102	11601	471	5929	790	2277	1510	0	11650	4577	0	0	3067	0													
22730	87	0	42184	122807	0	158370	0	0	0	0	87142	0	18491		7806	74896		116186	68651	0	0	100	0	0	1852	3958	3470	1629	5271	0	250	1000	0	3103	1250	0	0	250	0													
23456	31023	0	10545	39100	0	135833	0	0	0	0	133094	0	13128		37304	19072		125288	119966	0	0	3407	0	0	6664	33279	22708	1632	39943	3011	13453	1996	256	26979	18716	0	0	16464	0													
23504	2333445	0	356132	3444317	0	4049512	0	0	842827	0	6539002	0	1765493		279088	2686290	133524	3693380	4773509	0	0	44775	842827	529909	373351	704701	134657	17931	1078052	91819	158517	35991	2300	951552	288627	645871	0	250336	0	0	0	723073	0	554669	true	1259837	145305	976274	991514	206215	1109050	
23643	19261	0	22346	51349	0	95453	0	0	7035	0	137543	0	24592		24435	9116		73107	112851	0	100	2970	7035	7035	9483	24500	18004	1980	33983	16545	20688	12292	5674	29531	55200	0	0	37233	0													
23755	84833	159	20346	76643	0	147472	0	0	0	0	127743	0	7474		9109	18854		126967	120269	0	0	781	0	0	2212	7464	8673	1264	9676	0	1360	3083	0	10504	4443	10147	0	1360	0													
24006	707433	5	33519	51416	0	134218	0	0	149918	0	1551899	0	33519		294830	312450		100694	1518380	0	0	19966	149918	129918	56384	301549	66062	11716	357933	13036	68958	12370	1941	140881	96305	0	0	81994	0													
24378	25601	0	0	11835	0	19297	0	0	0	0	45522	1	500		10528	928		19297	45021	0	0	1226	0	0	1349	3408	9250	3848	4757	0	0	884	252	7327	1136	0	0	0	0													
24659	40136	0	2250	31692	0	56528	0	0	0	0	50853	0	2565		7131	630		54253	48288	25	0	1535	0	0	3223	2919	2487	738	6142	720	0	0	0	2236	720	0	0	720	0													
24949	60621	0	13646	148764	0	194428	0	0	0	0	250476	0	4307		57109	90643		180121	246169	661	0	2661	0	0	9315	43094	30165	641	52314	3724	8551	3722	0	26106	15997	19179	0	12275	0													
25357	310383	80	20983	19686	0	67006	0	0	7000	0	460719	252	3927		33237	64489		45943	456540	0	0	5168	7000	7000	25358	34952	4282	4027	60310	3958	11155	1708	407	35382	17228	0	0	15113	0													
25647	22013	35	0	66633	0	66795	0	0	0	0	235748	0	1022		43698	59790	4484	66760	234726	0	0	4171	0	0	9034	68838	35205	917	77872	2879	28616	8052	404	70296	39951	0	0	31495	0	0	0	0	0	0	false							
26765	79533	0	25307	147263	0	294483	0	0	0	0	2616687	0	138573		51516	2035703		268328	2477789	848	325	13261	0	0	31786	115885	17162	3269	147671	61220	221578	48482	2069	116586	333349	20491	0	282798	0													
27070	165695	0	13217	156640	0	156640	0	0	912	0	529730	0	18339		126874	106135		142926	510993	497	398	20695	912	912	33152	124881	53291	1321	152594	3913	29294	12048	0	85771	45255	13935	0	32670	0													
27548	174482	0	80868	272759	0	688301	0	0	0	0	465731	0	15550		48580	185159		599629	448936	7804	1245	830	0	0	13945	40249	23742	4369	54194	3140	13491	5876	1280	33724	23787	128570	0	16631	498													
27614	130064	0	32089	143882	0	267952	0	0	0	0	264725	0	33754		38700	52762		235863	230971	0	0	878	0	0	10232	47799	6692	2631	57482	505	2621	10887	532	28654	14545	0	0	3126	0													
27847	83130	0	56485	158800	0	272516	0	0	4198	0	449392	0	29787		112681	47463		215987	411324	44	8281	18227	0	0	17480	115050	115687	1116	132530	5702	38249	23636	1880	136652	69467	35594	4198	43951	8281													
28013	945587	0	263480	292421	0	600767	0	0	152049	0	3294893	0	347214		317270	1741229	49571	337287	2947679	0	0	14616	152049	152049	284008	227851	30699	11237	511859	18120	27770	6351	2042	236525	54283	0	0	45890	0	0	0	0	0	0	true	164173	173114	1592450	148778	941794	3793	
28152	47572	0	6897	50160	0	74050	0	0	12	0	130581	0	8053		15722	59885	8429	67153	121781	0	747	2917	12	12	9551	7933	4398	700	13176	0	541	0	0	6861	541	10386	0	541	0	0	0	0	0	0	true							
28675	22327	0	22364	52911	0	53873	0	0	86667	0	158263	0	15093		97758	24170	3617	31509	143170	0	0	940	86667	79667	34260	54622	12211	1337	88882	1778	5891	1164	503	4672	9336	0	0	7669	0	0	0	0	0	0	false							
28732	32610	0	4004	54387	0	63471	0	0	0	0	61447	0	3555		5391	13050		59467	57892	0	0	1377	0	0	1612	7937	2406	0	9549	916	1946	970	0	6564	3832	0	0	2862	0													
29476	5797	0	4987	12403	0	31558	0	0	3089	0	45669	0	3803		9598	2672		26571	39880	0	1986	1855	0	0	2892	16937	7409	234	19829	3765	5511	453	0	17873	9729	4608	3089	9276	5576													
29636	126686	0	49256	87593	0	194217	0	0	0	0	921718	0	155360		79951	608843		144961	766358	0	0	16744	0	0	17056	66548	57023	3372	83604	4292	24663	12155	1080	64048	42190	0	0	28955	0													
29878	753962	0	0	55558	0	192951	0	0	0	0	1178886	0	0		174548	17013	80203	192951	1178886	0	0	29409	0	0	52055	214441	55907	12001	266495	8824	48069	13322	3293	159856	73508	0	0	56893	0	0	0	0	0	0	true	23054	128742	17001	12	735476	18486	
30052	5951	0	0	15727	0	19173	0	0	0	0	20245	0	0		679	11965		19173	20245	0	0	0	0	0	617	564	646	0	1181	0	0	502	0	1148	502	0	0	0	0													
30502	161955	2	117229	224704	0	551601	0	0	29986	0	468189	0	20683		67721	194518		429420	447506	4950	0	3968	29986	29986	23794	45034	19302	2939	68652	8085	7708	4854	0	23348	20647	0	0	15793	0													
30650	11127	0	1892	41662	0	72453	0	0	0	0	61716	0	495		7507	38793		70561	61221	0	0	494	0	0	2344	5202	3277	0	7546	0	424	549	0	3316	973	0	0	424	0													
30810	50081175	0	0	1561442	0	1584264	0	0	19053462	0	96907807	0	0		26134031	11410337	2881851	1584196	96907807	68	0	1099486	19053462	8439117	3455677	13005701	9996079	6520661	16461378	234018	1312755	458775	432629	6844087	2438177	0	0	1546773	12236876	0	0	3609787	0	1007353	true	1272313	0	5200035	6210302	50081175	0	
31134	23525	7871	8567	91124	0	109605	0	0	0	0	62698	200	343		12208	9236	5733	93167	62155	0	0	2202	0	0	5431	11749	2838	433	17179	925	8273	290	0	8242	9488	0	0	9198	0	0	0	0	0	0	true							
31255	14594	0	280935	295510	0	356347	0	0	42570	0	550542	0	143745		12629	449293	4446	75412	406797	0	0	1706	42570	42570	27503	22097	5529	962	49599	8826	18290	3449	0	43461	30565	69581	0	27116	0	0	0	0	0	0	false							
31657	19257	0	8052	47459	0	93807	0	0	0	0	77706	0	4722		13138	4922		85755	72984	0	0	2477	0	0	7299	23669	3118	0	30968	6271	12586	584	0	20948	19441	0	0	18856	0													
31826	53564	0	54290	161793	0	207959	0	0	0	0	215229	0	42148		30331	78174	15366	153669	173081	0	0	5812	0	0	15667	30051	14772	2728	35549	6374	10626	3006	267	32887	20273	24582	0	17000	0	0	0	0	0	0	false							
31835	13686	0	21414	50721	0	79285	0	0	0	0	83496	0	15512		14552	10150		57871	67984	0	0	1804	0	0	9735	27328	1565	6	37052	5260	14912	854	0	24082	21026	0	0	20172	0													
32234	48349	0	39397	92015	0	144942	0	0	71721	0	219781	0	46295		63513	43597		105545	170031	0	3455	1426	71721	71721	65458	35228	6415	827	100206	5335	10238	3583	749	44415	19905	1152	0	15573	3972													
32766	15729	0	5464	130275	0	130275	0	0	0	0	82425	0	7921		1836	59857		123072	73758	1739	746	1234	0	0	1667	2689	941	23	4356	0	511	1009	0	3483	1520	93515	0	511	0													
32971	52324	0	18762	81493	0	116605	0	0	0	0	202584	0	1661		20949	108159		97843	200923	0	0	1003	0	0	7543	14572	11085	1194	22109	500	5568	1641	0	13444	7709	44670	0	6068	0													
33147	143500	0	2847	39254	0	47841	0	0	24305	0	279792	0	55954		23951	8085		44994	223579	0	259	7817	24305	23242	15194	38471	20490	4479	53664	3554	38188	6338	1493	54683	49573	15723	0	41742	0													
