"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
34555		0	2392	15	4	0	2514	1	-140					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34742		0	4930	0	1	0	5008	0	-79					0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0		
35057		0	2054	8	18	0	2130	6	-96			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301	30000		115000	21000	0	0	96000	3000	1000			0		0	0	0	0	0	0	2000	0	0	0	0	2000	0	0	30000	-7000	0	
35646		0	475	43	0	0	434	2	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35879		0	910	0	1	0	909	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36456		0	2180	-650	3	0	2831	4	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36933		0	3192	40	0	0	3159	7	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80		
37051		0	900	-23	0	0	989	1	-65					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37341		0	1101	30	4	0	1067	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37435		0	15109	14	154	0	15109	168	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37640		0	44315	1100	285	0	44168	1238	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659		0	517	7	1	0	509	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37949		0	2265	60	331	0	1874	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
38740		0	2656	60	2	0	2066	56	584					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
39327		0	3260	215	11	0	2624	42	452					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-35		
39756		0	6379	300	1	0	6078	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40033		0	861	0	1	0	860	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
40499		0	46994	1747	25	0	45236	14	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	
40855		0	1413	0	0	0	1413	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41553		0	643	0	0	0	643	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41629		0	2239	0	67	0	2117	102	157					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41825		0	7855	-345	3	0	7330	0	867					0	0	1	154	0	155	0	0	0	0	0	0	0	0	0	0	0	
42037		0	515	0	37	0	500	22	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42354		0	2267	123	1	0	2146	3	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42372		0	3612	59	5	0	2627	3	924					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		
42420		0	133885	10073	710	0	102906	1883	22079					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2070	0	
42448		0	27225	865	205	0	25681	312	786			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42457		0	760	75	0	0	685	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43052			1236	30	4	0	1325	123	0																						
43351		0	5225	600	9	0	4623	7	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43856		0	528	5	0	0	556	33	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43959		0	899	38	1	0	830	50	80					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44040		0	4751	0	1	0	4753	3	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44433		0	7111	230	1	0	6880	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44741		42	5282	84	40	0	4785	23	396					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6		
44750		0	2149	0	1	0	2148	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44929		0	1141	15	3	0	1142	19	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45038		0	1362	65	5	0	1916	1040	416			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	
45047		0	2585	88	40	0	2680	127	-96					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45056		0	478	0	0	0	478	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45430		0	838	14	1	0	821	3	5					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45458		0	1754	46	0	0	1872	0	-164					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		
45551		0	8093	260	5	0	9504	136	-1540					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1540		
45560		0	15550	0	26	0	15444	41	121					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45775		0	986	0	0	0	974	0	12					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46053		0	2937	84	45	0	2895	87	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46941		0	1837	6	6	0	1839	14	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
47247		0	14023	450	6	0	8725	8	4850					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47256			388	6	0	0	382	0	0																						
47500		0	4105	164	6	0	4254	6	-313					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48057		0	772	0	0	0	775	3	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48150		0	234	3	0	0	224	3	10					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48374		0	11738	900	75	0	11414	756	105					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50		
48440		0	1705	0	0	0	1716	11	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49054		0	3279	0	2	0	3277	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49148		0	699	0	0	0	699	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49241		0	12438	0	93	0	9944	218	2619					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49652		0	2829	0	1	0	2888	60	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49858		0	1663	10	32	0	1621	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49951		0	739	3	1	0	463	0	272					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50144			578	15	9	0	570	16	0																						
50461		0	5095	0	0	0	5095	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51253		0	12246	150	73	0	12062	39	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51356			146	30	2	0	114	0	0				0																		
51459		0	1483	0	8	0	1589	3	-111					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
51842		0	14897	0	82	0	14215	0	600					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52719		0	0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951		0	4019	259	17	0	3777	34	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
53051		0	700	0	0	0	700	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
54058		0	6786	0	117	0	8988	19	-2300					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54656		0	3889	-440	26	0	4344	41	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	
54973		0	71296	1175	1327	0	72216	3422	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55336		0	3726	151	29	0	3831	109	-176					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-64		
55635		0	1083	0	19	0	954	4	114					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
55653		0	960	0	12	0	958	10	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
55970			7033	77	0	0	6956	0	0																						
56258		0	2235	60	2	0	2582	9	-400					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
56351		0	31628	900	82	0	28647	501	2500					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56548		0	9414	0	2	0	9413	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
56717		0	10383	-132	35	0	10588	45	-63					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
57040		0	1702	0	0	0	1702	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57451		0	6100	35	2	0	4947	1	1117					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58225		0	2684	0	6	0	2749	71	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58243		0	83803	0	1482	0	77268	103	5156					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58355		0	515	13	0	0	504	2	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58551		0	2971	120	78	0	3143	370	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58636		0	4766	75	59	0	4735	103	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58757		0	1548	-181	1	0	1888	160	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241		
58971		0	138976	2400	374	0	120839	891	16254					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
59316		0	19445	300	44	0	16999	364	2466					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
59352		0	6387	120	1	0	6266	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
59370		0	4409	0	66	0	2503	20	1860					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
59754		0	806	305	0	0	455	21	67					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8		
60143	0		641000	29000	14000	0	610000	12000	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	
60330		0	12586	200	343	0	12917	409	-465			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60545		0	2336	0	0	0	2336	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
60554		0	881	15	0	0	868	2	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
60648		0	4639	0	4	0	4641	6	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
61122		0	16871	414	94	0	14636	339	2066			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	
61355		0	17107	-1456	161	0	21707	2828	-477					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-337		
61476			5121	561	0	0	4561	1	0																						
61757		0	5929	0	3	0	5926	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61832		0	1870	0	0	0	2315	0	-445					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
61953		0	461	164	1	0	673	377	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
62044		0	294	0	0	0	261	0	33					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
62110		0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
62147		0	701	0	1	0	720	0	-20					0	0	0	20	0	20	0	0	0	0	0	0	0	0	0	0		
63050		0	3242	50	3	0	3200	11	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
63069			611852	45546	1568	0	599115	34371	-6			0	2783																		
63201		0	2185	54	2	0	2133	4	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
63573		0	6826	15	0	0	6811	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
63733		0	10747	200	80	0	11819	79	-1273					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
64150		0	2242	0	0	0	2242	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
64552		0	4603	82	4	0	4526	9	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64730		0	1347	0	9	0	2133	3	-792					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
65205		0	5431	134	0	0	5576	6	-273					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9		
65513	0		47	0	0	0	47	0	0					5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	
65559		0	4709	137	0	0	4572	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65858		0	15302	0	86	0	16314	322	-776					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
66154		0	1563	111	1	0	1451	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86		
66275		0	6386	270	68	0	6048	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
66677		0	1870	15	0	0	1855	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
