"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
8631		728	419																																	278	0	107								
9357		0	7857																																	155689	276439	6067								
9553		205	47																																	3205	0	48034								
9807	0	90961	324804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																13116	0	5184	MUNICIPAL LETTER OF CREDIT FHLBNY							
9955		0	1615																																	8523	0	18611								
10250		808	24665																																	33317	0	9077								
10849		4095	5863																																	4263	0	7821								
11145	0	2854	21042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																11174	0	746								
11640		5344	5284																																	5714	0	66212								
11837		904	5303																																	101	0	898								
12030		744	17936																																	12231	0	23292								
12142		942	2267																																	13920	0	11444								
12311																																														
12647		297	83																																	4267	0	14036								
12656		30	164																																	395	0	86								
12946		25692	223925																																	96643	0	70687								
13103	0	29131	86726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																37574	0	93974								
13251		137	0																																	1854	0	1101								
13457		0	0																																	570	0	2336								
14155		14731	2957																																	2083	0	8245								
14650		0	207																																	27	0	0								
14753		0	6																																	110	0	8151								
14865		4824	8755																																	66117	0	111582								
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																299	0	11230								
16551		842	2478																																	6018	0	659								
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																10866	0	146485								
17147	0	167035	540614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3179365	0	356423								
17259		209	1085																																	439	0	436								
17950		2996	11978																																	11482	0	30005								
17978		13573	287																																	0	0	54				Commit's to Originate Single Family Mortgages				
18050		4612	32585																																	7980	0	5309								
18827		15385	166485																																	132376	0	9165								
18836		5649	3798																																	882	0	6737								
18854	600	35904	30505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																116870	0	17209								
19356		689	5369																																	4611	0	2135								
19936		406	8082																																	12319	0	13578								
19972		6211	0																																	0	0	0								
20053		2686	0																																	7023	0	10570								
20633		347	11495																																	1546	0	1700								
20857		224	5035																																	21986	0	119006								
21256		0	0																																	76	0	14								
21359		2	531																																	1114	0	2481								
21658	0	1049	7041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3942	0	7009								
22048		1483	18164																																	10348	0	4853								
22543		5103	8614																																	19919	0	2308								
22552		341	3495																																	7790	0	9429								
22730		985	933																																	802	0	2936								
23456		2958	8536																																	4481	0	5896								
23504	1425048	12616	223839	0	0	94273	0	0	0	0	0	0	83811	10462	0	0	0	0	0	0	113767	0	120680	0	0	0	0	0	0	0	120680	0				762964	131567	6025								
23643		2426	13499																																	7092	0	403								
23755		5108	16889																																	6294	0	687								
24006		1663	43573																																	66319	0	0								
24378		296	918																																	16	0	29								
24659		0	542																																	1718	0	4295								
24949		3165	8861																																	19117	0	20843								
25357		10918	27866																																	4195	0	23244								
25647	0	9191	17013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																18426	0	2125								
26765		77506	490155																																	461515	0	60369								
27070		1209	19708																																	18175	0	6548								
27548		9355	41203																																	131085	0	43748								
27614		124	2771																																	5673	0	10529								
27847		4929	19511																																	7443	0	815								
28013	0	3735	95840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																113239	0	2434								
28152	0	780	3585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																9879	0	11229								
28675	0	2446	4061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7944	0	6195								
28732		10670	761																																	3465	0	2578								
29476		5152	5179																																	12711	0	637								
29636		6878	38467																																	10885	0	1788								
29878	0	1912	59632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	3759								
30052		2775	526																																	528	0	0								
30502		8370	28188																																	19236	0	34265								
30650		5491	4902																																	9655	0	1703								
30810																																														
31134	0	3465	1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3161	0	7101								
31255	0	23333	47568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																29501	9094	834								
31657		2127	0																																	2965	0	1023								
31826	0	4024	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	45031								
31835		0	0																																	1177	0	25174								
32234		610	905																																	16903	0	9062								
32766		16017	8856																																	24917	0	4472								
32971		11156	4103																																	5840	0	5255								
33147		7151	10871																																	30956	0	39799								
33259		17802	73178																																	50522	0	18185								
33370		149	250																																	0	0	0								
33839		0	0																																	546	0	2248								
33857	0	42589	47015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																63844	0	100195								
34434		7289	7957																																	5062	0	20392								
34537	0	788163	190394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				629408	0	1435858								
34555	0	2627	18256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4119	0	8526								
34742		54272	28279																																	9619	0	5669								
35057	5800	2884	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2151	0	12307								
35301																																														
35646		333	0																																	3402	0	0								
35879		3151	292																																	0	0	10246								
36456		106	0																																	495	0	10236								
36933		17288	6894																																	1603	0	2985								
37051		121	845																																	4237	0	12662								
37341		0	0																																	1090	0	1993								
37435		51796	74997																																	10799	0	3124								
37640	0	34841	260175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																348853	0	274642								
37659	0	593	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																808	0	1121								
37949		0	0																																	0	0	38772								
38740		2433	20629																																	3892	0	2114								
39327		8930	37630																																	19257	0	19637								
39756	3000	28467	5501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																108422	0	42335								
40033		0	500																																	62	0	190								
40499	0	14251	469447	0	0	113299	66065	0	6684	27850	78765	0	0	0	0	15213	50852	0	0	0																211369	0	88263								
40855		858	1025																																	1462	0	2711								
41553		353	0																																	234	0	1954								
41629		1201	8501																																	4743	10000	1990								
41825	0	28604	44188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																128416	0	4179								
42037		0	0																																	2513	0	14								
42354		10870	15874																																	3310	0	2114								
42372		26493	2145																																	793	0	3570								
42420	666800	77665	498832	0	0	227647	0	100349	0	0	7500	50488	111847	57812	0	0	0	0	54411	45938	0	0	0	0	0	0	0	0	0	0	0	0				797721	0	128787								
42448	173300	50347	73979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																52261	0	118063				POTENTIAL RECOURSE ON SOLD LOANS				
42457		1	2786																																	2046	0	10116								
43052		443	0																																	15835	0	1254								
43351		19723	12878																																	14299	0	16946			0					
43856		1571	0																																	1878	0	52								
43959		6507	946																																	4162	0	1882								
44040		2457	54																																	6986	0	33054								
44433	0	24243	11932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4088	0	0								
44741		17547	39657																																	5066	0	4379								
44750		8359	3825																																	2380	0	2								
44929	0	0	2498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4396	0	2198								
45038	0	11	3024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																14182	0	8875								
45047		2808	1821																																	1289	0	5913								
45056		9	69																																	5227	0	12634								
45430		3408	958																																	1	0	613								
45458		2273	3691																																	8142	0	17810								
45551		0	27433																																	0	0	306226								
45560	0	40621	266281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																108176	0	64855								
45775		884	0																																	510	0	7841								
46053		896	1225																																	6562	0	20693								
46941		888	3904																																	2670	0	8524								
47247	0	62623	13885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19550	0	4972								
47256		1374	557																																	27	0	750								
47500		0	6232																																	8107	0	11946								
48057		1115	1740																																	3560	0	9170								
48150		49	73																																	144	0	3442								
48374		2797	118487																																	39402	0	56549								
48440		0	0																																	6934	0	0				FHLB Pool (8026)	FHLB New (14578)	FHLB (17742)	FHLB (18555)	
49054		6486	11794																																	11221	0	2453								
49148		0	0																																	4920	0	1690								
49241		22107	70885																																	101910	0	77926								
49652		50	1905																																	1568	0	9036								
49858		27230	2313																																	3291	0	13								
49951		0	4151																																	2268	0	3499	Federal Home Loan Bank							
50144		615	0																																	1696	0	543								
50461	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																16692	0	192								
51253	0	2984	8690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1166	0	2512								
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	1205								
51459		36	2983																																	7637	0	34794								
51842	0	310	67289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																22929	0	20927								
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
52951		428	904																																	2367	0	4680								
53051		0	0																																	1244	0	1026								
54058	0	6387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	37131								
54656	0	3480	71537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19298	0	17369								
54973	0	97933	167504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																406131	0	86680								
55336		6317	12713																																	9735	0	676								
55635		3738	5026																																	1080	0	184								
55653		560	3380																																	9399	0	328								
55970		15538	35684																																	3520	0	986								
56258		540	10283																																	21083	0	9963								
56351	0	90886	90263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																141632	5000	85321								
56548		904	14125																																	1434	0	6142								
56717		3975	34363																																	31329	0	12114								
57040	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	11768								
57451		2767	41890																																	55515	0	3203								
58225		1888	7596																																	4328	0	1381								
58243	0	70163	181778	0	0	1538	0	0	1538	0	0	0	0	0	0	0	0	0	0	0																609636	30174	303391								
58355		1899	0																																	3360	0	1312								
58551		0	0																																	1856	0	12245								
58636		10530	14527																																	10404	0	9828								
58757		5679	9812																																	21718	0	28643								
58971	0	144692	438952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	11	0	0	0	0	0	0	0	0	0	0				1299884	0	517970								
59316	97450	10204	82398																																	92674	0	14916								
59352		5503	14178																																	5890	0	8491								
59370		3401	1690																																	5920	0	5313								
59754		244	3																																	358	0	55								
60143																																														
60330	0	11091	26249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																61959	0	17681								
60545		848	430																																	13685	0	24332								
60554		0	42																																	4286	0	6903								
60648		1252	5399																																	4805	0	8357								
61122	2500	23910	42967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																123509	0	4334								
61355		9429	45307																																	148672	0	25658								
61476		16783	28579																																	2826	0	62057								
61757	0	4017	50283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																36975	0	2904								
61832		6362	3125																																	9687	0	2929								
61953		1008	1979																																	128	0	1321								
62044		8543	4118																																	1919	0	10								
62110		0	0																																	0	0	0								
62147		1658	1259																																	489	0	2273								
63050		9864	16157																																	2173	0	2751								
63069																																														
63201		2592	710																																	8255	0	1808								
63573		47400	24225																																	8796	0	39								
63733	0	33533	29764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																15788	0	73029								
64150		958	1576																																	7863	0	10667								
64552	22650	9694	16021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4086	0	4394								
64730		5273	38053																																	2088	0	1728								
65205		2738	26653																																	5899	0	3477								
65513																																														
65559	0	12779	10837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																46077	0	46753								
65858		163911	161352																																	168596	0	102824	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
66154		12236	10556																																	18988	0	5051								
66275		11359	20451																																	34875	0	41448								
66677	0	6287	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	18216								
67142		2656	5545																																	2009	0	1954								
67151		51619	88014																																	63969	0	6202								
67209		33706	169138																																	37442	0	11301								
67254		0	0																																	0	0	0								
67656	0	6323	76747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																16363	0	26961								
67870		8490	5225																																	10082	0	1247								
68671		1015	0																																	0	0	0								
68756	0	28923	24848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																90593	0	47711								
68831		2465	2611																																	3558	0	5792								
69333	0	9378	15844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																164625	6484	4429								
69678		4742	10426																																	46700	0	34333								
70218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																490	0	1524								
70414		674	5953																																	36265	0	40248								
70638		1289	1301																																	1666	0	29066								
70955		0	0																																	0	0	728								
71073		4432	432																																	1851	0	15840								
71457		0	22248																																	22844	0	85728								
71859		0	0																																	580	0	72								
72258		321	1329																																	17000	0	15975								
72351		0	180																																	797	0	1073								
72454		164	89																																	6048	0	7694								
72678		1470	4240																																	575	0	2295								
73116		16397	35457																																	20367	0	479								
73152		0	189																																	369	0	4182								
73554		1530	9675																																	6357	0	40519								
73956		0	97																																	2245	0	520								
74056		0	55286																																	1767	0	35166								
74140	0	6372	27365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																150739	5000	44926								
74403	39150	25599	46775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																78080	0	15356								
74449		349	315																																	30	0	0								
75259		11638	22443																																	121570	0	83327								
75446		1579	2074																																	12004	0	21750								
75455		0	0																																	51	0	675								
75633																																														
75651		0	0																																	1164	0	3133								
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																494	0	8947								
76443		6421	2414																																	391	0	1745								
76854		14139	16819																																	21963	0	5644								
77150	0	58	2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2515	0	8395								
77253		4949	4477																																	810	0	29526								
77422		43	3368																																	1000	8400	4697								
77851	0	22899	187675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																353336	7625	196741								
78157		902	244																																	55	0	197								
78241		4459	13																																	560	0	7264								
78559		180	923																																	1106	0	2829								
79042	0	12487	26909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2883	0	188								
79127		262	157																																	674	0	35								
79145		4058	7141																																	762	0	3955								
79257		32	0																																	309	0	1002								
79855		2314	12580																																	4136	0	7544								
80150		0	0																																	0	0	2011								
80374		1300	0																																	821	0	931								
80431		1042	0																																	1403	0	500								
81175		8831	11991																																	17452	0	37321								
82033		6545	12047																																	3180	0	5398								
82257		0	0																																	341	0	6179								
82350		64	0																																	472	0	1139								
83151		6951	14982																																	24511	0	2193								
83375		15025	99125																																	210428	0	52898								
83638																																														
83834		1184	7739																																	7677	0	4107								
83852		0	50																																	946	0	12088								
83955		805	925																																	8967	0	5966								
84046		68	732																																	996	0	717								
84541		22473	68114																																	49631	0	131004								
85052		0	7273																																	3303	0	72								
85472	2300000	137069	753735	0	0	49015	0	33882	0	0	0	14015	35000	0	0	0	0	0	27416	6466	89422	4775	40	0	0	0	0	0	0	0	40	0				744781	0	129942								
85931		4574	826																																	2108	0	2982								
86349		2743	2413																																	3515	0	2285								
86675		22036	33572																																	256	0	114								
87047		263	2207																																	637	0	752								
87234		63725	42045																																	35206	0	1277								
87476		80	495																																	0	0	149								
87579	0	15843	17364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1294	0	13776								
88231		137102	54710																																	10754	25	386								
88259		422	237																																	1595	0	7859								
88352	0	1278	5353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7245	0	4763								
88455		4141	5663																																	32158	0	179271								
88950		150	4503																																	11386	0	2808								
89032		6839	521																																	3076	0	1568								
89135		4593	63																																	2823	0	2170								
89854		3673	5620																																	9903	0	19679								
89957		9756	6278																																	2320	0	1570								
90047		126	0																																	87	0	2469								
90177		0	0																																	0	0	7112								
90328		10685	34965																																	12567	0	21789								
90337	25000	9915	49853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																56506	0	6835								
90579		2491	11998																																	5156	0	0								
91615		0	0																																	0	0	14981	FHLB							
91754	0	1666	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																17238	0	23441								
91950		0	0																																	0	0	8419								
92144		0	0																																	0	0	6524								
92676	0	4336	20902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																61560	0	14170								
92706		3579	575																																	3592	0	4818								
92902		0	0																																	0	0	0								
93244		4002	10615																																	13851	0	15584								
93543		3740	17899																																	24891	0	20987								
93619																																														
94139		7307	22094																																	32336	0	13328								
94522	45000	35478	30142																																	30668	0	19614								
94755		1495	1631																																	2557	0	8600								
94858		735	441																																	2293	0	6466								
95051	0	5602	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3288	0	6022								
95677		0	0																																	682	0	238								
96553		256	1758																																	1389	0	16143								
97055		0	279																																	14292	0	55156								
97279		1316	90																																	876	0	563								
97457		840	4017																																	2087	0	10176								
97804		2270	155921																																	96256	0	13080								
97943		1931	1646																																	14576	0	20362								
98351		2128	7456																																	150	0	681								
98463		600	18500																																	47905	0	39345								
98717	0	0	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
99143		1501	3398																																	7511	0	28483								
99376	3388	0	606272	0	0	27672	0	0	0	0	0	0	0	27672	0	0	0	0	0	0																319550	169219	24				Commitments to purchase loans	Recourse on loans			
99442		2262	7380																																	13169	0	51580								
99536		39327	53407																																	23666	0	1211								
99853		0	9																																	164	0	146								
100236		15924	12693																																	5908	0	6520								
100357		15031	17588																																	17277	0	56283								
100562	0	36796	592653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				598517	0	343193								
100777		16028	251																																	14746	0	3251								
100843		3250	27143																																	4118	0	31470								
101037		37567	18424																																	20756	0	50680								
101439		1495	5081																																	6050	0	7154								
101671	0	856	31002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																50447	0	11029								
101738		2539	486																																	10888	0	3819								
101952		261	0																																	9382	0	1883								
102333		1182	42																																	42	0	0								
102342		6355	0																																	12432	0	45854								
102557		5499	0																																	8872	0	0								
102874	0	3936	7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1383	0	1781								
103134		2844	3682																																	2282	0	6992								
104234		487	1482																																	0	0	415								
104542		0	0																																	0	0	0								
104971		0	41																																	0	0	0								
105026		12872	1877																																	21509	0	5588								
105473		76191	78550																																	95888	2500	84773								
105530		4671	0																																	883	0	7291								
106359	0	84801	129177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																120666	0	18403								
106452		33318	58420																																	40320	0	12947								
106676		2683	629																																	0	0	0								
107244	2129585	2647848	15346764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	11	0	0	0	0	0	0	0	0	0	0				782447	868985	134296								
107570		772	9241																																	30761	0	1719								
107758		527	409																																	1592	0	4623								
108072		1705	895																																	5354	0	2596								
108269		1758	0																																	50	0	50								
108652		0	300																																	96	0	15								
108746		13	0																																	11	0	6187								
108951		6574	6603																																	61042	0	36264								
109136		26819	11900																																	3250	0	1893								
109154		3948	1806																																	2029	0	0								
109453		4127	5127																																	6898	0	20489								
109574		30182	9222																																	26680	0	13540								
109659		5636	16526																																	7125	0	9412								
110413	0	58	42708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																83811	0	14311								
110936		0	10239																																	12189	0	34509								
110945		1473	6631																																	11257	0	14373								
110972		591	2370																																	1860	0	1130								
111157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4502	0	27897								
111205		32924	22953																																	18783	0	21114								
111942		5696	25380																																	45072	0	7202								
111979		7309	4716																																	17313	0	19565								
112163	0	98078	115311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																184090	0	47819								
112332		2304	2007																																	348	0	1842								
112510		1271	641																																	976	0	2423								
112556		0	283																																	843	0	3578								
112837																																														
113003	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	2606								
113030		757	1856																																	673	0	2142								
113441		6320	46758																																	32359	0	35495								
113601		72786	205867																																	567	0	31								
113740	0	2449	36566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																81654	0	29570								
114149		0	2945																																	12125	0	4035								
114260	0	18293	290352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																183986	0	23254								
114457		433	517																																	13009	0	12265								
114774		4750	0																																	0	0	2129								
114840		14977	20892																																	24856	0	7773								
114859		185	324																																	612	0	2891								
115146		0	2628																																	5725	0	12496								
115575		28594	36431																																	23041	0	8227								
116358		16	1226																																	2292	0	269								
116554		0	0																																	388	0	0								
116741		0	0																																	2907	0	6820								
117038	7500	3471	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8110	15908	0								
117074		28	956																																	0	0	360								
117458		2010	31051																																	13375	0	69535								
117775	0	1230	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																48151	0	297								
118156		1869	39915																																	59351	0	38928								
118660		0	0																																	4998	0	0								
118736		1590	1374																																	3021	0	6706								
119153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19338	0	6043								
119779	0	24242	27243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																47484	0	4624								
119872		12906	9689																																	6563	0	3009								
120476		0	0																																	0	0	0								
120542		1125	18553																																	19662	0	242								
120609		19103	98628																																	87239	0	44969								
120953		0	0																																	6987	0	25872								
121642	0	171424	611562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																209404	0	319754								
121651		0	1018																																	453	737	215								
121914		1560	16288																																	6895	0	2935								
122153		50	108																																	1076	0	0								
122546		510	0																																	676	0	640								
122854	1354265	474484	1090623	0	0	0	9014	0	0	0	0	0	0	0	0	9014	0	0	0	0	10938	81	0	0	0	0	0	0	0	0	0	0				1098647	74119	257526								
123075		0	0																																	0	0	192								
123374		1061	25																																	536	0	236								
124344		2997	72004																																	36331	0	688								
124830		4169	235																																	2885	0	13293								
125154	0	0	7054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	19777								
125855		10558	36981																																	95326	0	71460								
125873		4885	3268																																	1760	0	2472								
126012		2355	14838																																	22491	0	7953								
126049		4002	906																																	877	0	5524								
126375		0	0																																	0	0	0								
126553	0	9412	4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19657	0	4094								
126834		15592	3188																																	14880	0	36246								
127055		222	2265																																	0	0	0								
127224		2495	5081																																	3368	0	3563								
