"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
324854																																																															0	50359	0		11973			25539	68		830	138443	0	0	0	25921	572	12640	29271	1153	2682	2367	2302	5748	11669	19335	8428	17505	24113	39259	3812				0	0					4806	1416	1523	2583			0			0	0													0	25922	0	0	0	0		0	0	0	6592	0	0	0	0	0			0	0	0	0	0	6261	0	0	CONF	CONF	0	0	0	0	
324863																																																															0	105058	58958	0	226652	190800	0	190800	32547		4439	1337825	2849	0	3293	54141	5613	2341	470390	12260	2132	7548	8347	23428	426	573456	65084	157021	194603	290892	2891	0	0	0	0	541	0				53889	174765	198428	225448	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		50000				0	244	0	244	0	4272	0	0	0	0	0	0	0	0	0	0	0	0	4879	0	0	CONF	CONF	0	0	0		
324975																																																															0	330	0		0			1609	1350		0	78492	0	0	0	45078	417	22509	2334	0	1336	5303	15911	8739	13689	2041	1883	4441	14094	10270	555				0	0					1165	255	0	2103			0			140	0														30975	0	0	0	140		0	0	0	14737	0	0	0	0	0			0	0		0	0	11448	0	0	CONF	CONF	0	0	0		
325141																																																															0	3292	5715		141			22334	630		416	159582	0	0	0	75008	2534	383	21880	1195	3117	11923	19310	8412	30984	6957	10718	18986	27726	8738	11449				0	0					3320	0	32808	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				249		0	474	0	8576	0	0	0	0	0			0	0		0	0	4334	249	0	CONF	CONF	0	0	0		
325459																																																															0	2484	0		7087			535	0		0	11359	0	24	0	313	0	0	3813	8	21	276	8	0	0	914	5333	2536	805	474	984				0	0					134	0	0	0			0			0	0														313	0	0	0	0		0	0	0	586	0	0	0	0	0			0	0	0	0	0	196	0	0	CONF	CONF	0	0	0		
325534																																																															0	8229	18213		4022			27575	16600		2685	216019	0	0	0	46410	1774	40580	46031	825	3536	17333	17513	6546	270	15564	26106	40535	76202	8648	601				719	39					3281	745	41302	38004			0			82	39														40870	0	0	0	358		0	15	0	3040	0	0	0	243	0			33	0	0	0	0	3366	0	0	CONF	CONF	0	0	0		
326054																																																															0	23093	7530		9205			61021	3200		0	335532	0	1283	0	89569	4576	46025	79727	2049	5168	6474	12311	37362	26205	44268	64701	48310	43199	24556	20929				0	0					12996	22122	61496	36890			0			0	0													0	145888	0	0	0	691		0	15	0	996	0	0	0	0	0			17	0	0	0	0	1540	674	0	CONF	CONF	0	0	0	0	
326344																																																															0	106487	1360		64750			78740	2463		8122	424670	0	0	0	64892	1452	62740	87833	1113	4360	15603	29817	6580	7347	64377	39260	59382	95168	65167	35911				0	25					2986	711	78718	0			0			97	0														341194	0	0	0	1630		0	136	0	7544	0	0	0	1163	0			370	0	349	0	0	6284	0	28	CONF	CONF	0	0	0		
326858																																																															3440	237382	22941		191735			190200	11694		927	1324784	0	0	4107	337727	11221	1168	260472	111	2001	5767	19628	139433	170320	117366	140994	128481	201455	281139	116384				676	334					6284	79047	145921	74825			0			0	0													0	625645	0	0	0	0		0	668	0	6100	0	0	0	0	0			0	0	0	0	0	3662	0	0	CONF	CONF	0	0	0	0	
326979																																																															0	1203	56245		4163			19397	13851		36468	486434	0	0	94	287407	11477	140460	38425	7860	18752	17032	42046	81417	119477	34194	37505	27101	46043	14030	37985				0	14					2521	1634	25453	22978			0			0	541													0	205149	0	0	0	0		0	53	0	120	0	0	0	0	0			0	0	0	0	0	3450	0	659	CONF	CONF	0	0	0	0	
327220																																																															0	16132	2302		2532			23209	6155		1251	116209	0	0	0	36560	276	10540	7796	393	654	2986	6500	9983	16044	12347	4441	9511	22802	19412	11136				0	26					533	445	19571	2508			0			200	0														36060	0	0	0	340		585	12	0	1276	0	14	0	0	0			126	126		0	0	2836	0	0	CONF	CONF	0	0	0		
327305																																																															0	2858	95878	0	1534	144853	0	144853	21428		12773	799093	157	0	0	196828	7047	3424	48118	4552	3467	14416	33907	52022	88060	156320	18672	75290	160748	159214	31913	0	0	0	0	111	0				17236	1957	124227	165281	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364631				20	1947	0	1947	0	1856	0	0	0	0	0	20	0	0	0	0	0	0	3436	20	1623	CONF	CONF	0	0	0	0	
327435																																																															0	2889	6578		0			13241	20962		0	372049	1091	0	0	115531	1182	105442	18874	3619	15001	32555	60331	3098	0	46284	28323	68283	103438	10779	0				0	0					13691	37066	13648	139096			0			445	37														173076	0	0	0	1681		0	4051	0	949	0	0	0	0	1226			10	0	0	0	0	4256	0	0	CONF	CONF	0	0	0		
327556																																																															0	34516	2877		44247			28956	0		33812	208752	0	0	2	26551	434	22314	58741	62	1546	271	263	4485	19924	32645	26524	30413	29252	36757	26610				0	0					133	6764	7548	10985			0			0	0														66507	0	0	0	0		0	317	0	4211	0	0	0	0	0			0	0	0	0	0	7401	0	0	CONF	CONF	0	0	0		
327855																																																															0	20202	8896		1500			72160	4429		0	589547	0	0	0	74488	2757	71727	177222	3442	8046	9489	13814	4727	34875	173349	55293	76132	66849	65909	76867				0	313					30148	149506	86083	134884			0			0	0													69602	584905	0	0	0	2454		0	213	0	217	0	49	0	816	0			0	0	0	0	0	3751	1589	0	CONF	CONF	0	0	0	4510	
328058																																																															0	455	808		3654			1334	22		0	24149	0	0	30	5006	75	2295	8279	972	322	1818	1306	367	221	2485	5971	4332	1432	2896	1857				0	0					2202	3554	3505	3189			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	13	0	246	0	0	0	0	0			0	0	0	0	0	86	0	0	CONF	CONF	0	0	0		
328357																																																															0	1988	61889	0	0	2083	0	2083	0		0	264069	0	0	0	111661	500	41394	18714	5716	15726	8329	6219	19407	56249	21523	46450	38246	11350	32702	1919	0	0	0	0	0	0				0	3127	23253	54513	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252167				0	12	5000	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	CONF	CONF	0	0	0	0	
328656																																																															0	67396	219		52650			15954	1233		276	178040	0	0	0	17709	354	0	49986	55	80	1165	1730	14679	0	27971	23209	34909	38565	34142	1533				0	0					554	1890	9511	7373			0			0	0														96455	0	0	0	0		0	372	0	1468	0	0	0	0	0			0	0	0	0	0	1081	0	0	CONF	CONF	0	0	0		
328777																																																															0	4953	256261	0	0	102425	0	102425	68063		15082	1910776	0	0	0	730476	26708	232719	153928	8274	13238	39896	39423	145437	483585	260264	26694	124432	367275	356005	45134	0	0	0	0	77	0				25883	192098	202104	283691	0	0	0			246	41	0	0	0	0	0	0	0	0	0	0	0	0		1417614				2809	1221	0	1221	0	94	0	0	0	2476	0	87	0	0	0	0	0	0	1640	87	50	CONF	CONF	0	0	0		
329149																																																															0	57711	1175		44993			9180	0		1250	133610	0	0	3081	8418	25	7929	9145	310	606	472	987	1506	4520	7230	4797	42900	17721	20004	32539				0	78					105	978	3692	3321			0			0	0														77189	0	0	0	0		0	0	0	1007	0	0	0	0	0			0	0	0	0	0	1677	0	0	CONF	CONF	0	0	0		
329345																																																															913	15995	10573		911			81740	7033		435	623001	0	0	16253	166852	17298	18340	178657	4485	20409	77749	34846	23670	5261	89177	82754	173741	67122	41245	1257				0	15					48086	59407	106193	90605			0			119	0													0	623001	0	0	0	359		0	1	0	2919	0	0	0	0	0			16	0	0	0	0	14025	224	0	CONF	CONF	0	0	0	0	
329550																																																															1500	23261	4044		3390			73261	20248		579	388765	0	0	0	86512	4371	6487	121838	4941	7739	27001	42821	3696	73	58079	51079	72767	104210	11598	0				0	52					12881	18613	56582	75419			0			60	0														191595	0	0	0	106		0	92	0	2173	0	0	0	46	0			0	0	0	0	0	5787	0	0	CONF	CONF	0	0	0		
329952																																																															0	34469	13237	0	1982	28337	0	28337	0		153	451057	0	0	0	172858	6723	34118	79504	2717	11352	23175	58425	41083	34600	19495	52209	71601	95220	33771	4565	0	0	0	0	25	0				32001	51908	29230	49306	0	0	0			78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2396	43	8450	43	0	12494	0	0	0	2318	0	0	0	0	0	0	0	0	9841	0	0	CONF	CONF	0	0	0	0	
330239																																																															0	140	578		102			26467	1582		11865	146569	0	0	0	43314	295	581	28800	1002	762	2461	5503	33250	123	19012	8024	12860	23380	39462	482				0	2170					1047	10561	20663	2773			0			248	0														0	0	0	0	248		0	1182	0	7865	0	0	0	0	0			0	0	0	0	0	15965	0	0	CONF	CONF	0	0	0		
330248																																																															0	37659	297		13266			9046	0		226	92687	0	0	0	19053	263	18800	12203	172	731	597	4879	2386	10183	12378	2587	9489	9887	12688	26512				0	40					1287	225	7343	0			0			0	0														12423	0	0	0	0		0	14	0	1633	0	0	0	0	0			0	0	0	0	0	2335	0	0	CONF	CONF	0	0	0		
330855																																																															0	148680	114087	0	38025	223657	0	223657	25437		13109	1990582	0	3992	4836	595459	26697	482394	200793	12648	22926	79463	34984	88711	355115	335764	137367	251603	228700	257912	179922	0	0	0	12933	3914	0				19821	92054	321351	311532	0	3992	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688901				0	508	0	508	0	7204	0	0	0	0	0	0	0	0	0	0	0	0	32122	0	36	CONF	CONF	0	0	0	0	
330873																																																															0	0	13206		0			129	9662		0	264366	0	0	0	206733	48	147921	9900	1959	5066	15506	22866	109303	51546	19699	3796	3318	5887	23953	979				0	5					11468	3064	5087	14961			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		148642				0		0	3	0	0	0	0	0	0	0			0	0		0	0	0	0	0	CONF	CONF	0	0	0		
330949																																																															0	23542	10795		3281			14429	10582		0	236848	0	0	0	110506	6309	74235	28722	1493	10489	6378	11956	28157	51868	19722	24200	23613	16418	22032	20280				0	0					9784	1882	4937	29400			0			0	62													0	109975	0	0	0	0		0	0	0	5384	0	0	0	0	0			0	0		0	0	6017	0	0	CONF	CONF	0	0	0	0	
331076																																																															0	0	51177		0			24187	3136		0	251865	445	0	0	46079	107	2287	46961	912	16610	7660	12027	8769	0	19022	60235	27498	78437	21039	0				0	0					932	15459	56397	54485			0			0	0														184951	0	0	0	0		0	0	0	13	0	0	0	0	0			0	0	0	0	0	338	0	0	CONF	CONF	0	0	0		
331375																																																															0	0	9667		0			11078	17360		0	326235	0	0	0	183079	3822	110628	27515	7153	14123	23155	10188	22643	104562	44686	10807	20637	7978	14341	41686				0	0					21320	4712	53937	20742			0			0	0													0	100775	0	0	0	0		0	0	0	58	0	0	0	0	0			0	0	0	0	0	460	0	0	CONF	CONF	0	0	0	0	
331544																																																															0	2783	736		2665			4492	1930		2	45376	0	0	0	12393	379	0	7252	366	1526	2913	7245	343	0	4108	6060	7419	7136	8260	0				0	4					906	2032	6286	8247			0			0	0														0	0	0	0	0		0	1	0	2221	0	0	0	0	0			0	0	0	0	0	299	0	0	CONF	CONF	0	0	0		
331713																																																															0	1683	25335		0			30592	11738		18303	482054	0	0	0	244141	9697	39844	26440	1990	5249	14161	29120	38619	152916	33577	10485	40424	96335	48941	7615				0	0					3758	5797	78844	50587			0			0	1072														452617	0	0	0	0		0	5	0	451	0	0	0	0	0			0	0	0	0	0	1123	0	0	CONF	CONF	0	0	0		
332224																																																															0	0	31521		1907			54140	8713		12	269082	0	0	51	31232	624	494	28375	341	2081	14796	13652	362	0	35252	43323	55037	63523	32816	7094				0	626					643	4220	105097	29404			0			0	0														52323	0	0	0	3090		0	69	0	81	0	0	0	3090	0			0	0	0	0	0	793	0	199	CONF	CONF	0	0	0		
332345																																																															0	1999	0		1896			1698	675		210	14945	0	0	0	4515	433	0	3946	321	225	1765	2054	150	0	1502	2530	3067	3331	0	0				0	0					0	0	2910	0			0			0	0														0	0	0	0	0		0	10	0	217	0	0	0	0	0			0	0	0	0	0	382	0	0	CONF	CONF	0	0	0		
332671																																																															0	0	6642		0			0	2333		0	71592	0	0	0	46351	19	654	2733	134	0	459	349	8506	36903	5571	318	2153	3591	8171	5372				0	0					1697	2088	9125	3332			0			0	0														27477	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0		0	0	5	0	0	CONF	CONF	0	0	0		
332756																																																															0	11082	0		12913			4438	0		76	45357	0	35	2149	13117	0	0	13161	88	861	3297	1784	6841	246	10665	2626	6504	8625	3471	349				0	0					356	0	0	0			0			0	0														7739	0	0	0	0		0	0	0	2903	0	0	0	0	0			0	0	0	0	0	437	0	0	CONF	CONF	0	0	0		
333034																																																															0	11592	10047		4560			6766	162		0	161377	566	0	0	49425	357	664	48907	2674	5661	21790	16314	1489	0	16064	24683	50825	11955	4916	3528				0	3					1747	11006	23790	23406			0			0	0														29394	0	0	0	390		0	441	0	12302	0	0	0	390	0			0	0		0	0	6339	0	0	CONF	CONF	0	0	0		
333203																																																															0	1878	105414	0	298	40326	0	40326	18902		81980	1033092	328	0	0	398070	3676	83503	147467	7264	17206	853	12359	39642	320746	86942	116689	17431	58015	123923	230492	0	0	0	0	28	1177				51665	37123	92026	199473	0	0	0			0	17	0	0	0	0	0	0	0	0	0	0	0	0		343699				4221	121	0	121	0	221	0	0	440	0	3781	0	0	0	0	0	0	0	2219	0	958	CONF	CONF	0	0	0		
333650																																																															0	133483	118		57404			17724	0		356	239815	53	5839	33	12650	0	4414	52591	226	592	3527	215	2881	5161	64114	45084	51303	45596	18787	373				0	158					141	422	6206	0			0			0	0														142431	21969	23062	642	4246		0	892	0	2966	0	0	0	0	0			4246	4246	0	0	0	1509	0	0	CONF	CONF	0	0	0		
333856																																																															0	7495	869	0	6038	137704	0	137704	2333		265	388357	646	0	0	54525	4021	18	156839	1109	3098	8028	18382	14976	8856	62762	108108	58216	53002	31550	20217	0	0	0	0	0	0				13564	42013	54458	42420	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119330				0	77	0	77	0	11145	0	0	0	0	0	0	0	0	0	0	0	0	12076	0	0	CONF	CONF	0	0	0	0	
333940																																																															0	8987	0		5473			1225	667		35	23243	0	0	0	3386	345	2668	5359	934	12	1797	0	376	268	381	5088	7097	2013	1437	3840				0	0					20	232	461	1300			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	170	0	707	0	0	0	0	0			0	0	0	0	0	235	0	0	CONF	CONF	0	0	0		
334264																																																															0	15400	41364		2990			82604	0		0	429769	0	0	13752	59640	746	7617	83642	1933	3657	26560	25935	1555	0	53768	43631	122798	106372	43560	0				0	0					7023	96559	53971	61190			0			0	0													0	187438	0	0	0	0		0	4155	0	363	0	0	0	0	0			0	0	0	0	0	3764	0	0	CONF	CONF	0	0	0	0	
335346																																																															0	14367	25654		33349			42659	4552		66	370850	0	0	0	61532	1533	697	79657	1205	3487	20477	23973	12390	0	44153	38019	94798	80707	35599	16043				0	0					14340	43449	31096	97003			0			0	0														154195	0	0	0	0		0	0	0	159	0	0	0	0	0			0	0	0	0	0	1091	0	0	CONF	CONF	0	0	0		
336147																																																															900	27057	8636		1762			3233	7294		507	143073	0	0	0	53316	812	50125	20075	897	2050	2252	282	9090	38636	19284	14985	4961	3331	12713	34370				0	0					13039	7726	9085	6949			0			0	0														75024	0	0	0	0		0	501	0	1101	0	0	0	0	0			0	0		0	0	1155	0	0	CONF	CONF	0	0	0		
336361																																																															0	6910	0		3744			15243	200		258	122155	0	0	0	25938	138	14645	26874	190	636	1312	810	13958	9032	12717	18287	4194	9686	34110	17223				0	0					8142	20256	18142	17134			0			0	0														0	0	0	0	0		0	1403	0	2097	0	0	0	0	0			0	0		0	0	2550	0	0	CONF	CONF	0	0	0		
336576																																																															0	0	117231		0			2462	5231		0	298035	0	0	2462	138976	1836	96861	9	4080	19382	11176	41220	43916	19008	11389	15047	27643	78920	26060	0				54	0					1166	2820	4159	24031			0			0	0														204541	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	69	0	0	CONF	CONF	0	0	0		
337340																																																															0	0	46820		0			3550	1063		0	68134	0	0	0	13536	282	1918	4690	0	1282	909	1929	1801	7615	3178	3536	21001	19827	7056	0				0	0					0	0	1876	998			0			0	0														63493	0	0	0	0		0	1	0	8	0	0	0	0	0			0	0		0	0	0	0	3	CONF	CONF	0	0	0		
338646																																																															0	75461	17466		29424			29358	16727		55	457904	0	1055	0	122477	2570	72168	86249	16673	6227	33142	44017	14344	7174	57496	52388	89272	95415	25791	14700				0	4454					14269	15576	75997	46378			0			0	0														273935	0	0	0	0		0	139	0	2720	0	0	0	0	0			0	0	0	0	0	3778	0	14	CONF	CONF	0	0	0		
338851																																																															0	54	2250		20			16571	3391		0	48219	0	0	0	12045	110	261	13488	466	2075	2089	1660	5755	0	945	11067	9181	10016	4885	0				0	10					400	301	8913	3575			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		25118				0		0	0	0	161	0	0	0	0	0			0	0		0	0	418	0	38	CONF	CONF	0	0	0		
338945																																																															0	18357	0		10854			3232	0		0	43165	0	0	0	5745	567	0	13035	70	465	2624	2463	123	0	5807	6693	9346	11982	950	2068				0	13					0	0	2671	244			0			0	0														5421	0	0	0	0		0	3	0	1195	0	0	0	0	0			0	0	0	0	0	284	0	0	CONF	CONF	0	0	0		
339072																																																															0	0	0	0	0	7847	0	7847	23391		0	760893	0	0	0	622860	14464	221801	4621	4317	14038	16703	142222	110474	289833	42827	30779	20596	12683	30562	508	0	0	0	0	11	16				46448	4075	40179	0	0	0	0			28567	5975	0	0	0	0	0	0	0	0	0	0	0	0	0	759264				28567	2	0	2	0	278	0	0	0	0	0	0	0	0	0	0	0	0	1338	0	61	CONF	CONF	0	3	0	0	
339353																																																															0	10322	1153		5040			13187	369		0	38154	0	0	0	790	0	0	9092	0	9	106	635	40	0	5807	3278	7733	12013	6842	1690				0	0					0	0	3166	2667			0			0	0														6745	0	0	0	0		0	0	0	940	0	0	0	0	0			0	0	0	0	0	520	0	0	CONF	CONF	0	0	0		
339456																																																															5357	23899	9521	0	3242	63686	0	63687	2605		137	477983	0	0	801	109009	1679	88500	94017	5452	8916	9930	1702	18183	64353	73922	56417	51768	21660	28613	136470	5357	0	0	187	4	0				30306	95679	40620	82442	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	4844	202607				0	279	0	279	0	1401	0	0	0	0	0	0	0	0	0	0	0	0	7929	0	0	CONF	CONF	0	0	0	0	
339607																																																															0	0	48829		0			16284	42962		11315	1091679	0	0	2671	697368	7140	132045	10453	6162	21796	31785	52544	123974	459430	29652	29732	39942	68199	94315	132383				0	0					25114	11731	56539	164624			0			0	91														581170	0	0	0	0		0	419	0	1323	0	0	0	0	0			0	0	0	0	0	8031	0	0	CONF	CONF	0	0	0		
339773																																																															0	1365	209982	0	0	480072	0	480072	97270		7807	3889331	0	0	0	1088900	3345	552072	356011	38581	73879	77986	191377	74841	628447	967406	127762	269773	680880	357972	389603	0	0	0	1695	2	0				124374	496955	523656	650243	0	0	0			0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	1211998				0	52	0	52	0	14662	0	0	0	0	0	0	0	0	0	0	0	0	188951	0	1620	CONF	CONF	0	0	0	0	
339858																																																															1	18744	1613084	0	0	8821312	0	8821312	430107		859504	23913219	42465	249566	31187	1849747	180210	1079194	5697707	59834	49519	98530	436589	967715	214394	16414540	964288	1530605	1259581	1640360	174260	1	0	0	0	7660	0				105215	2632197	3341785	3068965	0	249566	0			7941	20451	0	0	0	0	0	0	0	0	0	0	0	0		23913219				89834	297224	80207	297224	0	32317	0	0	0	50441	0	31452	0	0	0	0	0	0	367839	31452	22109	CONF	CONF	0	0	0		
340135																																																															0	2915	133886	197	386	175422	0	175422	50519		4457	1511356	2	0	19632	413996	1767	192890	118027	7217	22336	45530	54598	37022	244183	195214	54097	267887	263132	299867	16136	0	0	0	0	474	100				40051	146084	211908	321327	0	0	0			145	0	0	0	0	0	0	0	0	0	0	0	0	0		1182331				368	1954	123	2151	0	3380	0	0	0	0	223	0	0	0	0	0	0	0	2512	0	147	CONF	CONF	0	0	0		
340144																																																															0	12304	78851		342			115854	23944		31530	1091006	0	0	0	275045	5823	86405	150631	5763	18125	37418	72045	74159	65768	112489	74741	189953	250974	147498	36443				0	530					20832	63470	231487	226049			0			0	469													0	650193	0	0	0	310		1127	151	0	871	0	0	0	230	80			0	0	0	0	0	2796	0	0	CONF	CONF	0	0	0	0	
340256																																																															0	4771	83655		0			106054	248		218	590575	0	0	0	50602	3690	48049	62737	2310	1615	21149	22851	2678	0	72920	55901	146939	183772	79875	0				0	4					35907	5083	195945	103784			0			0	0														435606	0	0	0	461		0	0	0	98	0	0	0	0	0			0	0	0	0	0	516	461	0	CONF	CONF	0	0	0		
340443																																																															0	1032	625		81			1217	1239		63	51272	0	0	0	33885	656	1680	8003	312	1914	2333	4060	6471	18194	2910	2896	4920	3167	3019	337				0	8					2432	10	4294	1007			0			0	199														33952	0	0	0	6		0	0	0	1731	0	0	0	0	0			6	0		0	0	2992	0	0	CONF	CONF	0	0	0		
340742																																																															0	448	64994	0	0	84470	0	84470	12381		0	731179	0	0	0	209309	4130	69696	69760	2971	1815	3933	40574	94630	65336	102624	26334	118364	184567	86331	125	0	0	0	0	10	0				3874	51764	87935	205580	0	0	0			139	0	0	0	0	0	0	0	0	0	0	0	0	0		203756				3828	213	6000	213	0	0	0	0	0	0	0	3689	0	0	0	0	0	0	71	3689	0	CONF	CONF	0	0	0		
340751																																																															0	54188	14272		14398			143628	0		7769	619267	0	0	0	119079	963	99393	186414	11837	5759	28664	18565	16424	37662	143082	91477	99836	62478	61432	40374				0	0					30375	48794	67154	97852			0			0	0													0	0	0	0	0	0		0	3191	0	8210	0	0	0	0	0			0	0	0	0	0	9394	0	0	CONF	CONF	0	0	0	0	
341310																																																															0	1358	32022		0			68578	18419		0	608862	0	0	0	252415	13531	198821	20245	6353	17235	23640	41536	135093	28115	9112	16589	91451	104432	79884	52766				0	62					20065	17909	110060	71899			0			0	0														188725	0	0	0	0		0	46	0	1813	0	0	0	0	0			0	0	0	0	0	685	0	0	CONF	CONF	0	0	0		
342054																																																															0	17660	8505		3157			13730	11875		0	350457	0	0	0	170840	8083	120037	55718	6231	27477	29183	55595	36230	15465	26764	52163	15400	33587	24248	27315				0	19					18951	11942	36451	40506			0			0	11														160616	0	0	0	0		0	0	0	5792	0	0	0	0	0			0	0	0	0	0	2946	0	0	CONF	CONF	0	0	0		
342362																																																															0	29794	945	0	28793	21703	0	21703	0		193	190892	0	0	232	51148	290	0	50085	22	1113	3732	4023	29780	12425	34699	23656	9710	10403	36197	25073	0	0	0	0	0	0				3997	16605	27796	4277	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		159598				0	74	0	74	0	1094	0	0	0	0	0	0	0	0	0	0	0	0	4183	0	0	CONF	CONF	0	0	0		
342410																																																															0	25482	150675	0	1365	306005	0	306005	186450		9812	2304129	-1722	26	0	364350	7823	175154	89745	17806	28355	27614	44968	102813	137976	800494	50118	230211	415241	394730	26555	0	0	0	0	6500	0				24516	115249	373757	694638	0	26	0			0	941	0	0	0	0	0	0	0	0	0	0	0	0		1609993				9	30941	1627	30941	0	2193	0	0	0	0	0	0	0	9	0	0	9	0	998	0	77080	CONF	CONF	0	0	0		
342634																																																															0	68623	1243928	3633	31409	1922910	0	1922910	430933		1088466	13135336	0	137735	7526	2636914	21680	907819	2558473	23371	45327	95420	176619	1254197	996967	6537891	487222	1288160	1260735	825246	44173	0	0	0	32615	28536	0				322415	1188264	1301133	2188301	0	137735	0			486	6356	0	0	0	0	0	0	0	0	0	0	0	0	0	10965477				486	158186	229081	161819	0	29099	0	0	0	0	0	0	0	0	0	0	0	0	71475	0	0	CONF	CONF	0	0	0	0	
343051																																																															0	1834	444		921			3310	0		256	35956	0	0	3330	15358	0	0	8465	249	1259	1091	1001	10886	0	2581	4376	4612	3652	2265	0				0	0					2875	0	4004	0			0			0	1222														0	0	0	0	0		0	98	0	2939	0	0	0	0	0			0	0		0	0	3917	0	0	CONF	CONF	0	0	0		
343248																																																															0	13635	1631		4405			2788	0		0	25301	0	0	0	42	0	0	4996	0	30	0	12	0	0	1198	3785	4757	9251	4735	1533				0	0					0	220	1800	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		14357				0		0	0	0	543	0	0	0	0	0			0	0	0	0	0	237	0	0	CONF	CONF	0	0	0		
343770																																																															0	12967	1556		747			9085	550		349	60398	0	0	0	16565	824	121	11382	238	806	5024	9997	292	208	6737	5112	10432	17244	4225	83				0	0					1433	972	7096	4993			0			0	0														0	0	0	0	0		0	13	0	1026	0	0	0	0	0			0	0		0	0	2222	0	0	CONF	CONF	0	0	0		
343903																																																															0	24	15112		45			15323	30673		0	831623	0	0	441	658810	12007	203756	1681	6958	18198	50197	49998	173557	357057	48354	4343	25877	26146	51349	16712				0	104					7936	15643	15797	50740			0			0	727														573137	0	0	0	0		0	644	0	6303	0	0	0	0	0			0	0	0	0	0	2462	0	1651	CONF	CONF	0	0	0		
343958																																																															0	35831	0		32891			7257	0		375	88829	0	0	0	4830	135	0	35104	80	283	1740	2553	174	0	22670	12377	16302	19613	7850	3697				0	0					449	127	2756	2332			0			0	0														17070	0	0	0	0		0	27	0	710	0	0	0	0	0			0	0	0	0	0	1109	0	0	CONF	CONF	0	0	0		
344647																																																															0	84984	31453	5132	34796	52511	0	52511	8631		7843	598835	586	0	0	67214	1697	11560	82237	1558	6928	10673	21425	15970	10109	93928	38423	130779	177702	74753	6568	0	0	0	0	130	0				4038	14837	54165	185252	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		393126				803	178	0	5311	0	44628	0	0	0	0	803	0	0	0	0	0	0	0	1931	0	0	CONF	CONF	0	0	0		
