"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
3720																																							34590	7146	90076	0	0	4320	360	14913	382016	339027	3083	342110	0	1667	0	0	39906	2400	382016	0	0	30819	0	0	18600	0	95003	244024			-5140	190752	189085	-6773	225	0	0	0	39906	0	41301	
3971																																							36425	5759	148583	2461	3776	9816	894	35516	1052891	851578	11151	951375	0	10667	88646	0	101516	2	1052891	0	0	20613	0	0	93423	0	146432	705146			0	816313	805646	-12522	3124	0	0	0	101516	891	0	
4156																																							2130	5015	56988	0	1783	5480	0	10187	274229	228115	1734	252885	0	2615	17500	0	21344	1200	274229	0	0	18588	0	0	6657	0	46774	181341			0	195121	192506	-5101	140	0	0	5536	21344	0	0	
4231																																							38077	2466	67947	0	0	821	0	6875	165476	147068	441	147509	0	954	0	0	17967	500	165476	0	0	9380	0	0	12100	0	40321	106747			0	49254	48300	-4013	0	0	0	0	17967	0	990	
5069																																							61388	2194	11677	0	0	28505	0	9327	578104	350144	6551	356695	0	13701	0	0	221409	4500	578104	0	0	212418	0	0	4129	0	24204	325940			0	477823	464122	362	0	0	0	0	221409	891	0	
5135																																							80506	5641	93726	0	1042	6774	50	19059	597183	469339	3360	493881	0	5133	21182	0	103302	651	597183	0	0	78898	0	0	24391	0	99262	370077			0	395518	390385	-638	0	0	0	0	103302	0	0	
5210																																							44516	21392	451693	2503	37507	27046	467	139042	2397993	1878875	24022	2139245	0	19969	207615	0	258748	4798	2397993	0	0	190519	0	0	108340	280	500332	1378543			0	1627988	1608019	-44909	0	0	0	28733	258748	928	64600	
5461																																							32817	17684	77505	0	49	12999	0	20378	816593	708023	9137	757160	0	6831	40000	0	59433	2059	816593	0	0	77133	0	0	4241	0	293205	414818			0	424254	417423	-24000	0	0	0	0	59433	0	237738	
5751																																							0	7616	110261	0	1089	1972	0	9080	297967	261698	1817	263515	0	2512	0	0	34452	600	297967	0	0	33380	0	0	8752	0	44010	217688			0	158271	155759	-8280	5980	0	0	0	34452	0	6210	
6039																																							35062	4525	33974	0	0	7878	0	7987	442525	396404	3979	400383	0	4950	0	0	42142	469	442525	0	0	11490	0	0	30568	0	128616	267788			0	331049	326099	-385	27000	0	0	0	42142	0	0	
6329																																							81662	29407	177095	0	0	41543	370	46251	1752391	1561991	10178	1602169	0	23044	30000	0	150222	2600	1752391	0	0	124732	0	0	39400	1574	448904	1113087			0	1397532	1374488	-16510	1	0	0	0	150222	0	0	
7009																																							149483	505	141800	0	0	1874	0	11586	582363	467155	8933	476088	0	0	0	0	106275	500	582363	0	0	106499	0	0	552	0	111580	355575			0	276376	276376	-1276	0	0	0	0	106275	739	0	
7045																																							23261	3361	139015	0	0	1605	0	6479	287213	272009	730	272739	0	1132	0	0	14474	100	287213	0	0	23786	0	0	2325	0	34149	237860			0	114293	113161	-11737	0	0	0	0	14474	0	331	
7072																																							234	8085	36583	0	6889	12868	95	20997	441631	373436	4492	400428	0	3104	22500	0	41203	0	441631	0	0	40600	0	0	4060	0	68139	305297			0	308652	305548	-3457	4256	0	0	0	41203	0	46076	
7456																																							1728	4532	33846	0	0	776	0	5262	135392	116647	436	125340	0	910	8257	0	10052	400	135392	0	0	4672	0	0	6600	0	27373	89274			0	90158	89248	-1620	0	0	0	0	10052	0	0	
7634																																							9821	691	14071	0	0	393	0	1139	87235	76507	371	76878	0	1344	0	0	10357	200	87235	0	0	3622	0	0	8060	0	17492	59015			0	62464	61120	-1525	0	0	0	0	10357	0	0	
8462																																							1987	6253	97720	0	0	294	0	1489	185009	161259	780	162039	0	1955	0	0	22970	350	185009	0	0	29223	0	0	350	0	37324	123935			0	77141	75186	-6953	2080	0	0	0	22970	0	0	
8631																																							8128	2058	19445	0	0	2704	0	3940	75369	68475	858	69333	0	407	0	0	6036	500	75369	0	0	6071	0	0	800	0	23204	45271			0	37918	37511	-1335	1583	0	0	0	6036	0	0	
9357																																							149958	5481	46339	1834	31210	2976	0	4766	564564	450351	8474	458825	0	3405	0	0	105739	500	564564	0	0	50817	0	0	56160	0	171070	279281			0	324528	321123	-1738	0	0	0	0	105739	877	0	
9553																																							4498	3835	38493	0	0	868	0	12248	231458	137112	1558	212881	0	1126	74131	0	18577	400	231458	0	0	21655	0	0	1700	0	29741	107371			0	141077	139951	-5178	0	0	80	0	18577	0	31565	
9807																																							162999	13589	372421	0	0	22657	1699	156409	2638667	2197742	21910	2307537	0	28857	50000	0	331130	20000	2638667	0	0	203806	0	0	112272	0	132426	2065316			0	1748797	1719940	-4948	0	0	0	37885	331130	1123	187830	
9955																																							30565	2245	61730	0	0	5500	0	4388	221819	179136	633	197985	0	1812	18216	0	23834	110	221819	0	0	24362	0	0	3023	0	42943	136193			0	109075	107263	-3661	0	10128	0	0	23834	0	0	
10250																																							7773	6347	186285	0	0	8718	0	6490	665281	632259	2741	635000	0	4144	0	0	30281	1500	665281	0	0	20370	0	0	36000	0	172919	459340			0	386236	382092	-27589	2800	0	0	0	30281	0	64776	
10849																																							5404	1710	60415	0	694	5867	0	4340	285820	257372	1417	258789	0	2804	0	0	27031	16	285820	0	0	16737	0	0	15375	0	39936	217436			0	210194	207390	-5097	0	0	0	0	27031	0	0	
11145																																							9655	19065	127562	87	459	7330	0	19790	442755	380879	2690	407853	0	3830	24284	0	34902	1000	442755	0	0	23210	0	0	25000	132	98019	282860			0	262505	258675	-14308	0	0	0	0	34902	0	0	
11640																																							623	7570	113915	0	0	3877	0	26499	387256	338659	2741	351500	0	2878	0	0	35756	650	387256	0	0	3122	0	0	43395	0	92292	246367			0	237650	234772	-11411	0	0	10100	0	35756	0	0	
11837																																							5718	1848	79071	0	0	989	0	2732	158167	147000	193	147193	0	987	0	0	10974	314	158167	0	0	4035	0	0	11686	0	15416	131584			0	68796	67809	-5061	0	0	0	0	10974	0	0	
12030																																							78349	26223	51134	0	0	3607	1124	30413	582908	486436	5662	492098	0	9191	0	0	90810	300	582908	0	0	90717	0	0	300	0	171098	315338			0	389055	379864	-507	12000	0	0	0	90810	0	194	
12142																																							15463	4636	65139	0	0	4531	0	13239	314841	293899	2776	297675	0	2341	1000	0	17166	1250	314841	0	0	9023	0	0	22950	0	108230	185669			0	155097	152756	-16057	5625	0	0	0	17166	0	53452	
12311	8741736	1870693	25305058	196245	5988077	1366190	10293	6611426	188730743	3972515	170342722	428340	2255046	8742435	847398	17959681	39999	188730743	383951	638718	3334919	2344389	780000	16460226	515974		0	121900708	119645662	-2655463	0	617711	18388021	1205	15749844	0	0	0			25305058							155523945					8742435					383951	638718						35257783	120266162							0	0	0	617711		1205		
12647																																							40105	4722	0	0	258	3614	0	1969	222026	187620	509	200979	0	1151	12850	0	21047	250	222026	0	0	3741	0	0	17056	0	70173	117447			0	112127	110976	0	0	0	0	0	21047	0	60382	
12946																																							4089	37618	595942	0	37087	66457	0	95414	2800324	2493922	21311	2590273	0	29728	75040	0	210051	1	2800324	0	0	180129	0	0	95183	8504	481180	2012742			0	1979526	1949798	-65262	850	0	0	0	210051	4565	0	
13103																																							15253	21542	402102	980	18198	19842	0	64118	3107454	2463840	40916	2702028	4914	22401	197272	0	400512	500	3107454	0	0	401822	0	0	34019	1281	428738	2035102			0	2343316	2320915	-35829	0	0	0	0	405426	216681	26542	
13251																																							6936	2386	4086	0	0	1344	0	1784	64095	56483	173	56656	0	718	0	0	7439	25	64095	0	0	3717	0	0	3975	0	11772	44711			0	47278	46560	-278	999	0	0	0	7439	0	0	
13457																																							1184	509	3525	0	660	1759	0	733	37254	22741	186	22927	0	229	0	0	14327	50	37254	0	0	-224	0	0	14450	0	5805	16936			0	26813	26584	51	2300	0	0	0	14327	0	0	
14155																																							1417	7511	32901	0	0	6176	0	10658	367752	311719	2886	330605	0	4255	16000	0	37147	176	367752	0	0	37632	0	0	160	0	55639	256080			0	313344	309089	-821	0	0	0	0	37147	0	0	
14650																																							3781	1409	0	0	0	240	0	2281	81120	71977	465	72442	0	894	0	0	8678	200	81120	0	0	5338	0	0	3140	0	15636	56341			0	62647	61753	0	5788	0	0	0	8678	0	5868	
14753																																							6379	1225	10657	0	0	93	0	932	61694	55470	238	55708	0	559	0	0	5986	300	61694	0	0	4178	0	977	1277	0	20060	35410			0	29259	28700	-746	13046	0	0	0	5986	87	575	
14865																																							42583	24007	232889	0	834	9116	0	26325	860734	775823	9173	784996	0	6003	0	0	75738	730	860734	0	0	64622	0	0	15909	0	213389	562434			0	527895	521892	-5523	0	0	0	0	75738	0	3088	
14977																																							6048	2269	4147	0	0	1504	0	1065	55863	44492	244	44736	0	667	0	0	11127	0	55863	0	0	11102	0	0	0	0	13517	30975			0	41311	40644	25	186	0	0	0	11127	0	0	
16551																																							7081	7769	75781	0	4614	9244	0	10442	448379	382458	1105	407063	0	4734	23500	0	41316	175	448379	0	0	27429	0	0	19825	327	101456	281002			0	311391	306657	-6113	0	0	0	0	41316	0	26464	
17110																																							39813	2107	0	0	0	11471	0	4437	174636	119402	19939	139341	0	279	0	0	35295	300	174636	0	0	28009	0	0	6986	0	0	119402			0	87844	87565	0	0	0	0	0	35295	29143	100	
17147																																							436080	112649	1627108	0	746810	152723	4831	716642	18299229	14922310	206529	16007441	0	204934	721322	0	2291788	10871	18299229	0	0	775802	18107	125	1679093	18934	2600919	12321391			0	12486027	12281093	-174103	0	0	0	157280	2291788	0	2184252	
17259																																							2530	1377	20919	0	0	1384	0	3532	76397	56555	1644	72342	0	207	2994	0	4055	769	76397	0	0	4245	0	0	769	0	15022	41533			0	46562	46355	-1728	0	0	11149	0	4055	0	300	
17950																																							1970	8734	356582	0	4867	8209	0	20192	733942	672018	2863	685081	0	5860	10200	0	48861	725	733942	0	0	44491	0	0	32837	0	160515	511503			0	339248	333388	-29192	0	0	0	0	48861	0	0	
17978																																							31361	2709	0	0	0	5122	411	1852	312820	182529	512	183041	0	1437	0	0	129779	0	312820	0	0	129779	0	0	0	0	3514	179015			0	150830	149393	0	0	0	0	0	129779	0	121972	
18050																																							16461	14021	370851	0	0	12250	239	22904	961354	859289	7472	892761	0	6631	26000	0	68593	1214	961354	0	0	78244	0	0	34671	0	318922	540367			0	531259	524628	-45536	0	0	0	0	68593	0	0	
18827																																							11582	21336	276273	3566	9261	33089	36	118303	2246265	1838592	23699	2054791	0	18111	192500	0	191474	588	2246265	0	0	95192	0	0	109731	0	373141	1465451			0	1789529	1771418	-14037	0	0	0	0	191474	1401	0	
18836																																							14455	2647	37668	0	0	4658	164	8266	212917	192200	2393	194593	0	1663	0	0	18324	180	212917	0	0	18995	0	0	1676	0	54421	137779			0	146722	145059	-2527	0	0	0	0	18324	0	0	
18854																																							172038	26684	169487	0	8478	14942	0	37161	1770655	1591431	9949	1601380	0	19691	0	0	169275	40	1770655	0	0	161182	0	0	14198	718	482389	1109042			0	1360838	1341147	-6145	0	0	0	0	169275	0	0	
19356																																							1974	1073	15905	0	783	1248	361	4922	139434	120532	976	128719	0	1206	5000	0	10715	2025	139434	0	0	3971	0	0	6200	0	25490	95042			0	109685	108479	-1481	4689	0	2211	0	10715	0	0	
19936																																							81467	2009	102201	0	0	3825	0	13425	445265	403361	2702	411327	0	4212	5264	0	33938	420	445265	0	0	28146	0	0	13764	0	91238	312123			0	240749	236537	-8392	0	0	0	0	33938	0	5801	
19972																																							24312	1758	0	0	0	338	0	6523	112767	87254	1362	88616	0	424	0	0	24151	0	112767	0	0	24151	0	0	0	0	151	87103			0	51632	51208	0	0	0	0	0	24151	1694	26934	
20053																																							252	3898	7067	0	0	379	0	3422	181780	152424	709	160133	0	1778	7000	0	21647	150	181780	0	0	15670	0	0	6053	0	32826	119598			0	156413	154635	-226	12127	0	0	0	21647	0	0	
20633																																							6536	3504	61644	0	0	5696	329	14594	360724	294177	2152	323961	0	2787	27142	0	36763	1106	360724	0	0	37973	0	0	2816	0	35320	258857			0	270527	267740	-5132	0	0	490	0	36763	681	0	
20857																																							43834	2849	109049	0	5460	6778	0	8424	602428	553498	2320	564091	0	1977	7063	0	38337	200	602428	0	0	1637	0	0	45893	0	163640	389858			0	332611	330634	-9393	0	0	0	1210	38337	73	95327	
21256																																							785	394	2584	0	0	134	0	512	11052	9940	10	9950	0	93	0	0	1102	105	11052	0	0	629	0	0	495	0	3448	6492			0	6736	6643	-127	0	0	0	0	1102	0	0	
21359																																							9699	2231	21629	0	0	425	90	1375	74679	68958	303	69261	0	479	0	0	5418	550	74679	0	0	3659	0	0	3350	0	19118	49840			0	39469	38990	-2141	0	0	0	0	5418	0	240	
21658																																							4005	2844	59701	0	0	1627	40	6240	215430	186416	1584	198205	0	2388	10205	0	17225	100	215430	0	0	17351	0	0	4157	0	18567	167849			0	142415	140027	-4383	850	0	0	0	17225	96	0	
22048																																							3188	3586	53708	0	0	3594	277	10672	294365	249514	3093	270039	0	3753	16507	0	24326	1000	294365	0	0	23407	0	0	6650	0	52656	196858			0	223093	219340	-6731	0	0	925	0	24326	0	0	
22543																																							15592	1151	19037	0	4005	14527	0	2992	351592	315342	2510	317852	0	2493	0	0	33740	602	351592	0	0	21436	0	0	11843	0	106563	208779			0	267507	265014	-141	29178	0	0	0	33740	96	0	
22552																																							2473	3304	19890	0	0	2302	298	2052	128379	108268	265	120194	0	864	6086	0	8185	100	128379	0	0	2395	0	0	7400	0	32550	75718			0	97708	96844	-1710	0	0	5575	0	8185	77	1139	
22730																																							8013	3766	122286	0	0	3056	0	9762	260191	229967	1733	247062	0	1488	6226	0	13129	250	260191	0	0	22032	0	0	300	0	93581	136386			0	114634	113146	-9453	162	0	0	9136	13129	0	0	
23456																																							504	4313	85741	0	0	3160	0	7039	329741	276901	1077	305288	0	3033	27310	0	24453	126	329741	0	0	32660	0	0	1012	285	35281	241620			0	230336	227303	-9345	781	0	0	0	24453	0	615	
23504																																							379918	74448	883547	0	159658	98502	0	601223	13623362	10562589	126687	12227717	119	71743	1421100	0	1395526	1	13623362	117341	117341	658632	0	0	836885	10159	2977433	7585156			-8622	10773428	10701685	-91370	0	0	0	0	1395645	2242	594639	
23643																																							8077	1341	78244	0	0	1107	84	9424	253319	229273	1098	241871	0	1740	11500	0	11448	200	253319	0	0	22838	0	0	2300	0	51091	178182			0	156782	155042	-13890	0	0	0	0	11448	0	0	
23755																																							23137	1455	55835	0	1348	5258	0	8340	329860	280522	2718	313240	0	2098	30000	0	16620	110	329860	0	0	22787	0	0	4615	0	68441	212081			0	194181	192083	-10892	3939	0	0	0	16620	0	38465	
24006																																							29381	14783	331021	0	103493	23972	0	88289	2005065	1652453	21380	1724975	0	14666	38648	0	280090	0	2005065	12494	12494	173582	0	0	109346	0	220114	1432339			0	1330767	1316101	-2838	85531	0	0	0	280090	0	0	
24378																																							1446	546	4431	0	0	1527	0	1164	77103	61772	414	69186	0	310	7000	0	7917	0	77103	0	0	8069	0	0	0	0	12701	49071			0	55662	55352	-152	1632	0	0	0	7917	0	11005	
24659																																							5954	1987	16637	0	1286	688	85	837	115082	102595	334	102929	0	555	0	0	12153	50	115082	0	0	4025	0	0	7950	0	31229	71366			0	52834	52279	128	1235	0	0	0	12153	16	34078	
24949																																							59048	7012	52001	0	861	4120	0	16567	501818	437989	4358	447347	0	6262	5000	0	54471	1800	501818	0	0	21922	0	0	33223	290	110026	327963			0	271390	265128	-2474	638	0	0	0	54471	0	96153	
25357																																							5695	6427	22046	0	472	5514	1118	12060	614029	552356	1285	553641	0	5823	0	0	60388	1957	614029	0	0	9785	545	0	49558	0	81372	470984			0	519785	513962	-912	24810	0	0	0	60388	0	21380	
25647																																							34435	4254	26047	0	0	7150	0	5557	361750	323596	2328	325924	0	3606	0	0	35826	12	361750	0	0	7462	0	0	30079	0	48319	275277			0	287913	284307	-1727	0	0	0	0	35826	0	0	
26765																																							241758	37742	173492	0	5638	61067	0	105495	3727414	3152339	45426	3372765	0	46011	175000	0	354649	2360	3727414	0	0	68017	0	0	307537	167	1097248	2055091			0	3137969	3091958	-23265	0	0	0	0	354649	0	10097	
27070																																							5747	15858	193430	0	16851	18822	0	48337	958078	719331	5949	834530	0	6244	109250	0	123548	0	958078	0	0	138446	0	0	0	0	69069	650262			0	665220	658976	-14898	57	0	0	0	123548	0	0	
27614																																							21760	7438	232160	0	2654	7558	0	20708	558768	528324	3336	531660	0	1660	0	0	27108	1515	558768	0	0	42648	0	0	11139	0	141497	386827			0	268150	266490	-28194	0	0	0	0	27108	0	0	
27847																																							7213	9704	134459	0	0	13735	0	29017	805864	736716	4422	741138	0	7489	0	0	64726	430	805864	0	0	73502	0	0	7982	0	147004	589712			0	618852	611363	-17188	350	0	0	0	64726	0	23	
28013																																							215617	13889	795464	0	41340	54973	0	280027	5595320	3933394	30793	4884001	108	37535	889909	0	711211	0	5595320	17396	4905	306017	0	0	451976	0	732458	3200936			-14340	4203654	4166119	-32442	0	0	0	25000	711319	629	9866	
28152																																							14169	3415	37999	0	0	1246	0	7131	229493	209196	2049	216245	0	1710	5000	0	13248	105	229493	0	0	5611	0	0	12500	508	57625	151571			0	148759	147049	-4968	0	0	0	0	13248	0	17976	
28675																																							1409	2481	131430	0	533	1630	0	4313	260109	218839	1031	237584	0	1076	17714	0	22525	0	260109	0	0	26564	0	0	0	0	13965	204874			0	119380	118304	-4039	0	0	0	0	22525	9	0	
28732																																							1317	3815	21352	0	0	2860	0	2914	143628	122205	1692	125897	0	1238	2000	0	17731	250	143628	0	0	18597	0	0	307	0	49895	72310			0	101197	99959	-1423	1608	0	0	0	17731	0	9803	
29476																																							3243	1715	4076	0	199	2187	0	5363	106968	90536	575	91397	0	1422	286	0	15571	0	106968	0	0	9853	0	0	6069	0	11269	79267			-43	86867	85445	-308	4025	0	0	0	15571	0	715	
29636																																							82003	14553	177350	0	13331	27073	1234	65938	1405202	1170311	16744	1345141	0	6551	0	0	60061	1	1405202	0	0	11543	0	0	124806	108	266507	903804			0	641919	635368	-76289	0	0	0	158086	60061	445	387799	
29878																																							43584	6775	41935	0	0	22483	3361	28323	2128711	1366361	36186	1402547	0	17418	0	0	726164	0	2128711	0	0	732285	0	0	0	0	55156	1311205			0	1999668	1982250	-6121	0	0	0	0	726164	0	0	
30052																																							2019	851	0	0	0	2286	0	360	43901	37490	214	37704	0	438	0	0	6197	1000	43901	0	0	4666	0	0	531	0	14430	23060			0	29135	28697	0	688	0	0	0	6197	0	9000	
30502																																							55437	13499	246756	0	10412	12912	0	33084	1284888	1001876	12662	1194891	0	10696	125000	0	89997	542	1284888	0	0	88052	0	0	33734	0	213290	788586			0	920895	910199	-32331	0	0	0	55353	89997	2589	0	
30650																																							6627	678	25498	0	5744	2606	0	1514	138319	114811	645	115456	0	1250	0	0	22863	96	138319	0	0	1917	0	0	22408	0	36543	78268			0	96633	95383	-1558	269	0	0	0	22863	0	0	
30810	9331039	1932511	13401243	3017	0	277275	345	4467761	149353230	5825189	136562131	0	9283000	16362338	1750000	12791099	35	149353230	0	0	8234616	514339	0	4601729	0		0	128412817	119129817	-45281	0	0	12791099	43241	252642	0												112624604																	1627481	110997123							0		0					
31134																																							47517	2771	26652	0	0	4809	0	3323	207054	172316	1946	174262	0	1735	0	0	32792	200	207054	0	0	33994	0	0	250	0	57843	114473			0	123717	121982	-1652	0	0	0	0	32792	0	0	
31255																																							28222	10293	161308	0	933	6138	1900	31682	1108981	998820	13095	1011915	0	9462	0	0	97066	2989	1108981	0	0	75243	0	0	31311	250	465091	533729			0	877717	868255	-12477	0	0	0	0	97066	0	0	
