"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
40499			27	1447	132	16240	303	116030	785	15834	191	13263	247	57320			0	0	0	0	0	0	1	37	0	0	0	0	false	false	
40855			23	1055	19	2475	26	10511	226	6960	48	5696	13	4110			23	1037	37	4777	31	8344	184	5018	25	2298	10	2871	false	false	
41553			3	61	6	794	4	2047	22	933	12	1658	2	861			5	116	4	534	2	619	65	1438	10	1047	5	835	false	false	
41629			5	355	18	2698	67	26930	117	2740	49	5199	11	2534			1	5	2	200	9	2670	18	401	2	155	0	0	false	false	
41825			6	336	46	6939	119	48760	195	5031	123	10555	155	36729			7	345	11	1821	13	4071	0	0	0	0	0	0	false	false	
42037			133	5178	31	4541	19	6453	161	4315	33	3616	6	2278			58	1980	19	2044	1	469	12	1014	7	1059	0	0	false	false	
42354			47	2066	37	5161	36	15641	203	4133	19	2061	19	7831			15	724	16	2275	3	994	46	927	9	717	3	458	false	false	
42372			30	1624	34	5215	25	10082	32	1101	6	512	5	1546															false	false	
42420			330	11342	562	60076	819	292227	10086	78202	523	34234	629	124597			4	86	9	666	2	580	13	240	1	55	0	0	false	false	
42448			102	6192	135	23071	178	88548	839	30679	157	25022	97	49141			95	5466	97	16381	58	20727	216	8166	60	10545	54	20339	false	false	
42457			2	89	2	256	8	6051	29	897	9	1268	18	8679			0	0	3	354	4	923	56	1545	15	2235	4	1316	false	false	
43052			23	381	25	1910	31	9261	52	446	9	633	16	4967			1	8	0	0	1	305	4	85	0	0	0	0	false	false	
43351			51	1776	40	5210	45	19184	347	7538	46	5899	51	17543			41	1789	31	4637	33	9773	125	2813	44	4446	25	5208	false	false	
43856			6	171	7	777	6	1663	9	194	1	187	2	445															false	false	
43959			17	867	25	3557	33	11020	123	4341	24	2342	7	2043			1	42	1	149	2	777	1	94	2	38	0	0	false	false	
44040			66	2370	39	4737	20	5121	151	3536	29	2945	20	4315			116	4998	128	15481	84	23979	198	4886	66	5497	42	7124	false	false	
44433			0	0	11	1855	34	16005	6	189	7	737	12	4724			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
44741			86	4039	146	18235	125	47538	78	2128	41	4214	27	7997			0	0	5	745	1	31	0	0	0	0	0	0	false	false	
44750			36	1426	21	2629	35	12931	71	1916	25	2695	12	3574			11	516	11	1269	19	7324	4	66	0	0	0	0	false	false	
44929			19	688	28	3045	26	8684	64	1541	14	1821	9	1541			5	225	4	276	4	1304	2	58	1	48	1	0	false	false	
45038			7	296	7	820	13	5409	50	1704	23	1992	19	5452			12	413	14	1599	8	1997	35	849	8	368	4	760	false	false	
45047			124	4707	69	8511	28	8165	234	5669	33	2971	7	1719			166	6064	77	9691	39	10473	302	5606	20	2195	1	379	false	false	
45056			3	148	3	497	4	1272	59	1488	13	894	17	4360			8	442	11	1174	11	2721	84	2931	44	4748	19	3522	false	false	
45430			6	128	14	1880	5	1541	124	4262	5	311	0	0			3	131	1	102	2	20	4	39	0	0	0	0	false	false	
45458			26	1210	17	2304	24	8644	149	3545	33	3099	16	5807			50	2141	58	7957	25	6796	169	3780	47	5775	10	2562	false	false	
45551			61	2588	84	10564	101	35473	6431	140305	968	90382	171	41350			78	2620	200	17045	277	81642	582	13838	232	15507	249	44526	false	false	
45560			13	715	81	10809	219	86228	328	9440	145	12246	125	27785			1	15	4	634	4	1131	1	43	1	23	0	0	false	false	
45775			26	946	66	8147	75	23606	8	225	2	56	0	0															false	false	
46053			25	1277	38	5222	53	21160	205	6315	49	5460	24	8038			10	586	12	1555	19	4934	74	2652	11	1172	2	744	false	false	
46941			67	2388	40	5154	38	14742	57	771	12	1465	6	2009			59	2107	46	4859	27	6971	54	865	7	492	0	0	false	false	
47247			23	1117	64	8091	128	52763	81	1273	38	2488	48	12125			7	286	10	1048	5	1411	10	218	1	147	3	299	false	false	
47500			18	862	43	5906	60	19749	106	1551	45	4640	19	4610			0	0	0	0	1	205	0	0	0	0	0	0	false	false	
48057			6	243	4	404	7	2622	79	1775	2	241	7	3692			32	1234	32	4023	17	4648	140	4573	30	3021	12	3676	false	false	
48150			2	83	4	351	2	366	47	854	7	955	1	275			22	784	20	2367	12	3717	33	992	10	871	4	797	false	false	
48374			91	3047	70	9146	100	31544	564	14219	96	10431	166	28033			477	14629	299	28673	341	62259	110	2319	19	1567	31	7726	false	false	
48440			48	1534	49	7026	61	22446	146	3961	24	2160	16	5103			13	463	26	3591	8	1970	45	1083	5	568	1	82	false	false	
49054			0	0	3	520	8	3307	4	115	3	368	20	4530			4	252	5	684	3	891	12	186	12	810	5	762	false	false	
49148			23	849	6	706	2	826	45	1038	17	1797	5	1706			20	682	24	2934	17	4451	54	1131	10	820	3	913	false	false	
49241			59	2066	59	6904	104	43365	390	9338	102	12624	91	29900			56	2452	36	3658	28	7608	123	3128	40	4007	40	9446	false	false	
49652			13	292	3	253	10	3836	37	1072	6	753	5	2910			7	277	6	782	6	1725	19	692	21	2847	10	3843	false	false	
49858			5	252	16	1759	17	6183	46	1423	9	939	8	2441			1	34	3	273	2	324	0	0	0	0	0	0	false	false	
49951			17	758	9	1312	11	4947	65	1308	21	2342	26	9782			38	1669	33	3979	27	7432	102	2327	25	2410	14	3775	false	false	
50144			13	277	9	875	4	1553	42	1126	3	112	1	276			4	154	7	648	2	611	8	203	1	98	2	291	false	false	
50461			0	0	10	1359	27	12716	6	252	4	608	6	996															false	false	
51253			52	2183	48	5729	56	19371	131	2561	16	2400	10	2445			10	437	11	1406	3	837	15	323	0	0	0	0	false	false	
51356	5	70													0	16													true	true	
51459			30	1070	23	2145	24	7625	228	5504	40	3765	16	3876			38	1827	42	5346	35	9098	160	3975	28	3132	22	5735	false	false	
51842			10	416	13	1601	22	9812	81	2237	20	2521	22	9057			20	576	51	3158	60	8249	159	4605	53	6175	27	6768	false	false	
52719																	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
52951			30	1430	18	2097	14	4887	454	12360	81	9361	46	14290			71	3220	44	5416	21	5640	241	5408	44	4425	9	2318	false	false	
53051			13	449	9	1326	10	5540	300	11635	78	10579	25	12512			14	495	8	929	2	327	112	1532	3	183	1	300	false	false	
54058			55	1951	46	5365	19	7612	230	4266	16	1179	6	1558			55	2090	70	8898	57	16424	165	3977	51	4889	40	7815	false	false	
54656			72	1708	27	2955	23	7731	358	8700	69	7900	58	19681			61	2403	54	7422	21	6099	415	6759	20	2192	6	1079	false	false	
54973			0	0	11	1477	73	34894	948	22539	34	3865	70	25955	0	7													true	false	
55336			25	728	49	5655	131	54937	158	3826	57	6444	34	11434															false	false	
55635			20	728	19	3405	67	49607	53	2530	20	3240	2	1299															false	false	
55653			8	312	6	645	11	4413	89	1697	17	1920	14	4875			1	72	0	0	1	303	0	0	0	0	0	0	false	false	
55970			8	331	54	6388	147	62587	27	803	13	869	8	1040															false	false	
56258			18	963	45	7392	40	13903	59	1673	40	4652	40	14847			9	307	10	763	22	6812	100	3387	39	5004	9	1837	false	false	
56351			158	7394	298	40367	349	152871	2589	70917	481	54013	314	89776			127	5489	76	10051	30	7900	399	7820	30	3036	4	1059	false	false	
56548			8	275	24	2405	52	20781	10	95	5	287	6	481			7	159	10	1168	14	3577	23	370	5	275	7	1110	false	false	
56717			46	2093	136	17130	180	64355	558	10407	149	13334	106	21285			3	152	7	730	1	217	19	342	5	381	0	0	false	false	
57040			21	1029	12	1656	8	3183	124	2298	12	1267	7	1736			38	1500	103	1339	82	21133	341	7614	34	3397	13	3262	false	false	
57451			32	1192	48	5878	53	19899	145	4118	35	3855	31	10835			12	545	17	1891	3	752	48	1139	15	1731	4	1006	false	false	
58225			47	1924	45	5497	60	21053	255	7056	55	6397	9	1825			73	1779	17	1912	4	1437	68	542	0	0	0	0	false	false	
58243			99	4462	215	29349	353	149321	297	8720	154	16742	220	66007			3	56	6	666	2	685	1	77	0	0	0	0	false	false	
58355			11	611	20	3099	15	4028	108	2482	18	1975	11	3618			1	9	3	251	0	0	3	89	2	321	3	608	false	false	
58551			53	1803	26	3027	21	10297	526	10797	46	4665	16	4557			59	2834	57	7760	28	7876	560	10718	51	5515	18	4438	false	false	
58636			41	1980	67	8587	71	24363	714	15068	67	7594	28	9375			332	12168	66	8478	16	3986	4	103	0	0	1	500	false	false	
58757			31	1357	52	7129	60	23076	175	4394	64	7082	67	21405			13	520	42	4766	31	8229	117	3956	53	5595	30	5973	false	false	
58971			67	2546	205	23677	606	260245	4756	49873	503	35719	727	167656			8	370	35	2595	39	3429	86	1021	55	3778	50	8640	false	false	
59316			166	7656	281	36620	402	150996	1165	37910	283	30452	116	38620			36	2125	68	9107	54	13352	250	9133	54	8254	27	5857	false	false	
59352			17	577	26	4116	86	41324	105	2779	42	4901	17	4579			20	1022	24	3048	18	4512	105	1717	9	698	6	1269	false	false	
59370			5	174	9	1785	22	7743	31	950	9	968	8	2017			1	42	3	397	0	0	0	0	0	0	0	0	false	false	
59754			3	76	2	284	5	2777	29	1011	8	1187	3	1775	4	11													true	false	
60143			391	13000	567	71000	1275	529000	7332	96000	1989	162000	2890	971000			0	0	7	1000	3	1000	18	1000	0	0	8	2000			
